ID	Function	Gene	Count
TIGR03005	ectoine/hydroxyectoine ABC transporter, ATP-binding protein EhuA	ehuA	2
TIGR03026	nucleotide sugar dehydrogenase		2
TIGR03062	YhgE/Pip C-terminal domain		2
TIGR03150	beta-ketoacyl-acyl-carrier-protein synthase II	fabF	2
TIGR03151	putative enoyl-[acyl-carrier-protein] reductase II		1
TIGR03156	GTP-binding protein HflX	hflX	1
TIGR03311	selenium-dependent xanthine dehydrogenase	xdh	1
TIGR03377	glycerol-3-phosphate dehydrogenase, anaerobic, A subunit	glpA	1
TIGR03522	gliding motility-associated ABC transporter ATP-binding subunit GldA	gldA	1
TIGR03654	ribosomal protein uL6	rplF	1
TIGR03719	ATP-binding cassette protein, ChvD family		2
TIGR03960	radical SAM family uncharacterized protein		1
TIGR03963	putative 7-cyano-7-deazaguanosine (preQ0) biosynthesis protein QueE		2
TIGR03989	NDMA-dependent alcohol dehydrogenase, Rxyl_3153 family		1
TIGR04091	D-alanyl-lipoteichoic acid biosynthesis protein DltB	dltB	1
TIGR04189	cell surface protein SprA	sprA	2
TIGR04350	putative C-S lyase		1
TIGR04521	energy-coupling factor transporter ATPase		1
