ID	Function	Gene	Count
TIGR00531	acetyl-CoA carboxylase, biotin carboxyl carrier protein	accB	5
TIGR00532	hydroxymethylglutaryl-CoA reductase, degradative		3
TIGR00545	lipoyltransferase and lipoate-protein ligase		16
TIGR00549	mevalonate kinase	mvk	1
TIGR00550	quinolinate synthetase complex, A subunit	nadA	12
TIGR00551	L-aspartate oxidase	nadB	6
TIGR00552	NAD+ synthetase	nadE	5
TIGR00554	pantothenate kinase	coaA	30
TIGR00557	4-hydroxythreonine-4-phosphate dehydrogenase PdxA	pdxA	5
TIGR00559	pyridoxine 5'-phosphate synthase	pdxJ	1
TIGR00560	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	pgsA	1
TIGR00563	16S rRNA (cytosine(967)-C(5))-methyltransferase	rsmB	5
TIGR00564	anthranilate synthase component I	trpE	1
TIGR00566	glutamine amidotransferase of anthranilate synthase or aminodeoxychorismate synthase		1
TIGR00567	DNA-3-methyladenine glycosylase		2
TIGR00575	DNA ligase, NAD-dependent	ligA	24
TIGR00577	DNA-formamidopyrimidine glycosylase	mutM	2
TIGR00580	transcription-repair coupling factor	mfd	93
TIGR00585	DNA mismatch repair protein MutL	mutL	18
TIGR00586	mutator mutT protein		1
TIGR00587	apurinic endonuclease (APN1)		8
TIGR00589	methylated-DNA--[protein]-cysteine S-methyltransferase		7
TIGR00593	DNA polymerase I	polA	66
TIGR00594	DNA polymerase III, alpha subunit	dnaE	23
TIGR00595	primosomal protein N'	priA	50
TIGR00608	DNA repair protein RadC		11
TIGR00611	DNA replication and repair protein RecF	recF	8
TIGR00615	recombination protein RecR	recR	20
TIGR00618	exonuclease SbcC		6
TIGR00621	single-stranded DNA-binding protein	ssb	18
TIGR00628	uracil-DNA glycosylase	ung	18
TIGR00630	excinuclease ABC subunit A	uvrA	76
TIGR00631	excinuclease ABC subunit B	uvrB	83
TIGR00633	exodeoxyribonuclease III (xth)		4
TIGR00634	DNA repair protein RecN	recN	12
TIGR00635	Holliday junction DNA helicase RuvB	ruvB	50
TIGR00639	phosphoribosylglycinamide formyltransferase	purN	9
TIGR00643	ATP-dependent DNA helicase RecG	recG	48
TIGR00644	single-stranded-DNA-specific exonuclease RecJ	recJ	10
TIGR00647	DNA-binding protein WhiA	whiA	18
TIGR00648	recombination protein U	recU	19
TIGR00649	beta-CASP ribonuclease, RNase J family		34
TIGR00651	phosphate acetyltransferase	pta	19
TIGR00652	diaminopimelate epimerase	dapF	1
TIGR00653	glutamine synthetase, type I	glnA	50
TIGR00657	aspartate kinase		1
TIGR00658	ornithine carbamoyltransferase	argF	22
TIGR00665	replicative DNA helicase	dnaB	42
TIGR00670	aspartate carbamoyltransferase	pyrB	6
TIGR00675	DNA (cytosine-5-)-methyltransferase	dcm	1
TIGR00678	DNA polymerase III, delta' subunit	holB	4
TIGR00679	HPr(Ser) kinase/phosphatase	hprK	15
TIGR00691	RelA/SpoT family protein		42
TIGR00693	thiamine-phosphate diphosphorylase	thiE	4
TIGR00694	hydroxyethylthiazole kinase	thiM	3
TIGR00695	mannonate dehydratase	uxuA	16
TIGR00707	transaminase, acetylornithine/succinylornithine family		1
TIGR00718	L-serine dehydratase, iron-sulfur-dependent, alpha subunit	sdaAA	74
TIGR00719	L-serine dehydratase, iron-sulfur-dependent, beta subunit	sdaAB	30
TIGR00720	L-serine ammonia-lyase		1
TIGR00732	DNA protecting protein DprA	dprA	3
TIGR00735	imidazoleglycerol phosphate synthase, cyclase subunit	hisF	3
TIGR00737	putative TIM-barrel protein, nifR3 family		32
TIGR00744	ROK family protein (putative glucokinase)		13
TIGR00746	carbamate kinase	arcC	26
TIGR00747	3-oxoacyl-[acyl-carrier-protein] synthase III	fabH	4
TIGR00754	bacterioferritin	bfr	1
TIGR00755	ribosomal RNA small subunit methyltransferase A	rsmA	3
TIGR00757	ribonuclease, Rne/Rng family		2
TIGR00760	L-ribulose-5-phosphate 4-epimerase	araD	24
TIGR00763	endopeptidase La	lon	12
TIGR00767	transcription termination factor Rho	rho	54
TIGR00783	citrate carrier protein, CCS family		3
TIGR00790	formate/nitrite transporter	fnt	5
TIGR00792	sugar (Glycoside-Pentoside-Hexuronide) transporter	gph	5
TIGR00796	branched-chain amino acid transport system II carrier protein	brnQ	6
TIGR00801	uracil-xanthine permease		4
TIGR00804	nucleoside transporter, NupC family		8
TIGR00822	PTS system, mannose/fructose/sorbose family, IIC component		8
TIGR00823	PTS system, lactose-specific IIa component	lacF	1
TIGR00828	PTS system, mannose/fructose/sorbose family, IID component		25
TIGR00829	PTS system, Fru family, IIB component		6
TIGR00830	PTS system, glucose subfamily, IIA component	ptbA	1
TIGR00842	transporter, betaine/carnitine/choline transporter (BCCT) family		1
TIGR00854	PTS system, mannose/fructose/sorbose family, IIB component		4
TIGR00855	ribosomal protein bL12	rplL	5
TIGR00857	dihydroorotase, multifunctional complex type	pyrC	19
TIGR00871	glucose-6-phosphate dehydrogenase	zwf	14
TIGR00873	6-phosphogluconate dehydrogenase (decarboxylating)	gnd	38
TIGR00877	phosphoribosylamine--glycine ligase	purD	13
TIGR00878	phosphoribosylformylglycinamidine cyclo-ligase	purM	19
TIGR00884	GMP synthase (glutamine-hydrolyzing), C-terminal domain	guaA	58
TIGR00888	GMP synthase (glutamine-hydrolyzing), N-terminal domain	guaA	6
TIGR00904	cell shape determining protein, MreB/Mrl family		2
TIGR00915	RND transporter, hydrophobe/amphiphile efflux-1 (HAE1) family		7
TIGR00922	transcription termination/antitermination factor NusG	nusG	2
TIGR00924	amino acid/peptide transporter (Peptide:H+ symporter)		10
TIGR00928	adenylosuccinate lyase	purB	21
TIGR00931	Na+/H+ antiporter NhaC	nhaC	5
TIGR00936	adenosylhomocysteinase	ahcY	5
TIGR00952	ribosomal protein uS15	rpsO	12
TIGR00959	signal recognition particle protein	ffh	44
TIGR00962	ATP synthase F1, alpha subunit	atpA	78
TIGR00963	preprotein translocase, SecA subunit	secA	94
TIGR00964	preprotein translocase, SecE subunit	secE	4
TIGR00965	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	dapD	12
TIGR00967	preprotein translocase, SecY subunit	secY	31
TIGR00972	phosphate ABC transporter, ATP-binding protein	pstB	76
TIGR00973	2-isopropylmalate synthase	leuA	2
TIGR00974	phosphate ABC transporter, permease protein PstA	pstA	9
TIGR00975	phosphate ABC transporter, phosphate-binding protein PstS	pstS	2
TIGR00979	fumarate hydratase, class II	fumC	1
TIGR00981	ribosomal protein uS12	rpsL	25
TIGR01003	phosphocarrier, HPr family		6
TIGR01007	capsular exopolysaccharide family		1
TIGR01009	ribosomal protein uS3	rpsC	15
TIGR01011	ribosomal protein uS2	rpsB	30
TIGR01017	ribosomal protein uS4	rpsD	13
TIGR01021	ribosomal protein uS5	rpsE	25
TIGR01022	ribosomal protein bL36	rpmJ	2
TIGR01024	ribosomal protein bL19	rplS	7
TIGR01029	ribosomal protein uS7	rpsG	7
TIGR01030	ribosomal protein bL34	rpmH	2
TIGR01031	ribosomal protein bL32	rpmF	5
TIGR01032	ribosomal protein bL20	rplT	17
TIGR01033	DNA-binding regulatory protein, YebC/PmpR family		43
TIGR01034	methionine adenosyltransferase	metK	39
TIGR01037	dihydroorotate dehydrogenase family protein		23
TIGR01039	ATP synthase F1, beta subunit	atpD	85
TIGR01044	ribosomal protein uL22	rplV	10
TIGR01048	diaminopimelate decarboxylase	lysA	1
TIGR01049	ribosomal protein uS10	rpsJ	8
TIGR01050	ribosomal protein uS19	rpsS	26
TIGR01051	DNA topoisomerase I	topA	34
TIGR01055	DNA topoisomerase IV, B subunit	parE	3
TIGR01056	DNA topoisomerase III	topB	15
TIGR01058	DNA topoisomerase IV, B subunit	parE	100
TIGR01059	DNA gyrase, B subunit	gyrB	98
TIGR01060	phosphopyruvate hydratase	eno	83
TIGR01061	DNA topoisomerase IV, A subunit	parC	55
TIGR01062	DNA topoisomerase IV, A subunit	parC	1
TIGR01063	DNA gyrase, A subunit	gyrA	68
TIGR01064	pyruvate kinase	pyk	38
TIGR01066	ribosomal protein uL13	rplM	12
TIGR01067	ribosomal protein uL14	rplN	23
TIGR01068	thioredoxin	trxA	2
TIGR01069	MutS2 family protein		32
TIGR01070	DNA mismatch repair protein MutS	mutS	68
TIGR01071	ribosomal protein uL15	rplO	6
TIGR01072	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	murA	51
TIGR01073	ATP-dependent DNA helicase PcrA	pcrA	61
TIGR01078	arginine deiminase	arcA	8
TIGR01079	ribosomal protein uL24	rplX	1
TIGR01082	UDP-N-acetylmuramate--L-alanine ligase	murC	2
TIGR01083	endonuclease III	nth	2
TIGR01084	A/G-specific adenine glycosylase	mutY	18
TIGR01087	UDP-N-acetylmuramoylalanine--D-glutamate ligase	murD	2
TIGR01088	3-dehydroquinate dehydratase, type II	aroQ	2
TIGR01090	adenine phosphoribosyltransferase	apt	19
TIGR01091	uracil phosphoribosyltransferase	upp	1
TIGR01093	3-dehydroquinate dehydratase, type I	aroD	1
TIGR01097	phosphonate ABC transporter, permease protein PhnE	phnE	12
TIGR01099	UTP--glucose-1-phosphate uridylyltransferase	galU	8
TIGR01110	malonate decarboxylase, alpha subunit	mdcA	3
TIGR01116	calcium-translocating P-type ATPase, SERCA-type		22
TIGR01118	galactose-6-phosphate isomerase, LacA subunit	lacA	15
TIGR01119	galactose-6-phosphate isomerase, LacB subunit	lacB	22
TIGR01123	branched-chain amino acid aminotransferase	ilvE	2
TIGR01129	protein-export membrane protein SecD	secD	2
TIGR01133	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	murG	3
TIGR01134	amidophosphoribosyltransferase	purF	3
TIGR01135	glutamine-fructose-6-phosphate transaminase (isomerizing)	glmS	28
TIGR01136	cysteine synthase		1
TIGR01139	cysteine synthase A	cysK	2
TIGR01143	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	murF	5
TIGR01146	ATP synthase F1, gamma subunit	atpG	8
TIGR01161	phosphoribosylaminoimidazole carboxylase, ATPase subunit	purK	7
TIGR01162	phosphoribosylaminoimidazole carboxylase, catalytic subunit	purE	14
TIGR01163	ribulose-phosphate 3-epimerase	rpe	9
TIGR01164	ribosomal protein uL16	rplP	23
TIGR01169	ribosomal protein uL1	rplA	38
TIGR01171	ribosomal protein uL2	rplB	43
TIGR01173	UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase	glmU	28
TIGR01179	UDP-glucose 4-epimerase GalE	galE	18
TIGR01180	putative alpha-1,2-mannosidase		4
TIGR01181	dTDP-glucose 4,6-dehydratase	rfbB	23
TIGR01186	glycine betaine/L-proline transport ATP binding subunit	proV	29
TIGR01187	polyamine ABC transporter, ATP-binding protein		33
TIGR01188	daunorubicin resistance ABC transporter, ATP-binding protein		11
TIGR01192	glucan exporter ATP-binding protein		5
TIGR01196	phosphogluconate dehydratase	edd	7
TIGR01197	metal ion transporter, metal ion (Mn2+/Fe2+) transporter (Nramp) family		7
TIGR01203	hypoxanthine phosphoribosyltransferase	hpt	6
TIGR01205	D-alanine--D-alanine ligase		9
TIGR01207	glucose-1-phosphate thymidylyltransferase	rfbA	47
TIGR01212	radical SAM protein, TIGR01212 family		11
TIGR01214	dTDP-4-dehydrorhamnose reductase	rfbD	1
TIGR01220	phosphomevalonate kinase		28
TIGR01221	dTDP-4-dehydrorhamnose 3,5-epimerase	rfbC	8
TIGR01222	septum site-determining protein MinC	minC	1
TIGR01231	tagatose-6-phosphate kinase	lacC	13
TIGR01232	tagatose 1,6-diphosphate aldolase	lacD	54
TIGR01233	6-phospho-beta-galactosidase	lacG	66
TIGR01238	delta-1-pyrroline-5-carboxylate dehydrogenase		6
TIGR01239	galactose-1-phosphate uridylyltransferase	galT	35
TIGR01240	diphosphomevalonate decarboxylase	mvaD	12
TIGR01241	ATP-dependent metallopeptidase HflB	hflB	70
TIGR01246	succinyl-diaminopimelate desuccinylase	dapE	1
TIGR01250	proline-specific peptidase		2
TIGR01251	ribose-phosphate diphosphokinase	prs	31
TIGR01252	alpha-acetolactate decarboxylase	budA	3
TIGR01255	formate acetyltransferase	pflB	63
TIGR01258	phosphoglycerate mutase 1 family		42
TIGR01260	ATP synthase F0, C subunit	atpE	4
TIGR01265	tyrosine/nicotianamine family aminotransferase		3
TIGR01280	exodeoxyribonuclease VII, small subunit	xseB	2
TIGR01292	thioredoxin-disulfide reductase	trxB	31
TIGR01296	aspartate-semialdehyde dehydrogenase	asd	10
TIGR01297	cation diffusion facilitator family transporter		3
TIGR01302	inosine-5'-monophosphate dehydrogenase	guaB	44
TIGR01306	guanosine monophosphate reductase	guaC	53
TIGR01308	ribosomal protein uL30	rpmD	4
TIGR01311	glycerol kinase	glpK	2
TIGR01312	xylulokinase	xylB	13
TIGR01313	carbohydrate kinase, thermoresistant glucokinase family		1
TIGR01314	gluconate kinase	gntK	50
TIGR01318	glutamate synthase, small subunit		8
TIGR01325	O-succinylhomoserine sulfhydrylase	metZ	4
TIGR01326	O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase		1
TIGR01341	aconitate hydratase 1	acnA	13
TIGR01347	dihydrolipoyllysine-residue succinyltransferase, E2 component of oxoglutarate dehydrogenase (succinyl-transferring) complex	sucB	8
TIGR01349	pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase		2
TIGR01350	dihydrolipoyl dehydrogenase	lpdA	2
TIGR01351	adenylate kinase		11
TIGR01354	cytidine deaminase	cdd	3
TIGR01356	3-phosphoshikimate 1-carboxyvinyltransferase	aroA	1
TIGR01357	3-dehydroquinate synthase	aroB	29
TIGR01358	3-deoxy-7-phosphoheptulonate synthase		5
TIGR01361	3-deoxy-7-phosphoheptulonate synthase	aroF	30
TIGR01362	3-deoxy-8-phosphooctulonate synthase	kdsA	2
TIGR01365	phosphoserine aminotransferase		7
TIGR01368	carbamoyl-phosphate synthase, small subunit	carA	39
TIGR01369	carbamoyl-phosphate synthase, large subunit	carB	81
TIGR01371	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	metE	12
TIGR01386	heavy metal sensor kinase		6
TIGR01388	ribonuclease D	rnd	2
TIGR01389	ATP-dependent DNA helicase RecQ	recQ	46
TIGR01391	DNA primase	dnaG	6
TIGR01393	elongation factor 4	lepA	79
TIGR01394	GTP-binding protein TypA/BipA	typA	68
TIGR01405	DNA polymerase III, alpha subunit, Gram-positive type	polC	103
TIGR01406	DNA polymerase III, epsilon subunit	dnaQ	1
TIGR01407	putative DnaQ family exonuclease/DinG family helicase		22
TIGR01416	ubiquinol-cytochrome c reductase, iron-sulfur subunit	petA	1
TIGR01417	phosphoenolpyruvate-protein phosphotransferase	ptsP	55
TIGR01424	glutathione-disulfide reductase	gor	5
TIGR01427	PTS system, Fru family, IIC component		6
TIGR01433	ubiquinol oxidase, subunit II	cyoA	1
TIGR01435	glutamate--cysteine ligase/glutathione synthase	gshAB	36
TIGR01436	glutamate--cysteine ligase		3
TIGR01448	helicase, RecD/TraA family		11
TIGR01455	phosphoglucosamine mutase	glmM	40
TIGR01457	HAD hydrolase, TIGR01457 family		8
TIGR01461	transcription elongation factor GreB	greB	4
TIGR01462	transcription elongation factor GreA	greA	6
TIGR01464	uroporphyrinogen decarboxylase	hemE	2
TIGR01473	protoheme IX farnesyltransferase	cyoE	2
TIGR01479	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase		6
TIGR01480	copper-resistance protein, CopA family		1
TIGR01481	catabolite control protein A	ccpA	14
TIGR01494	HAD ATPase, P-type, family IC		16
TIGR01499	bifunctional protein FolC	folC	12
TIGR01510	pantetheine-phosphate adenylyltransferase	coaD	10
TIGR01511	copper-translocating P-type ATPase		10
TIGR01512	cadmium-translocating P-type ATPase	cadA	12
TIGR01513	nicotinate phosphoribosyltransferase	pncB	21
TIGR01517	calcium-translocating P-type ATPase, PMCA-type		8
TIGR01520	fructose-bisphosphate aldolase, class II	fbaA	2
TIGR01522	calcium-transporting P-type ATPase, PMR1-type		14
TIGR01524	magnesium-translocating P-type ATPase	mgtA	96
TIGR01525	heavy metal translocating P-type ATPase		51
TIGR01534	glyceraldehyde-3-phosphate dehydrogenase, type I	gap	43
TIGR01582	formate dehydrogenase, beta subunit	fdxH	2
TIGR01584	citrate lyase, alpha subunit	citF	101
TIGR01588	citrate (pro-3S)-lyase, beta subunit	citE	56
TIGR01608	citrate lyase acyl carrier protein	citD	4
TIGR01632	ribosomal protein uL11	rplK	15
TIGR01650	cobaltochelatase, CobS subunit	cobS	1
TIGR01651	cobaltochelatase, CobT subunit	cobT	2
TIGR01688	D-alanine--poly(phosphoribitol) ligase, subunit 2	dltC	2
TIGR01694	methylthioadenosine phosphorylase	mtnP	5
TIGR01696	phosphopentomutase	deoB	16
TIGR01697	inosine/guanosine/xanthosine phosphorylase family		4
TIGR01698	purine nucleotide phosphorylase		7
TIGR01700	purine nucleoside phosphorylase I, inosine and guanosine-specific		13
TIGR01726	amino ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine family		12
TIGR01734	D-alanine--poly(phosphoribitol) ligase, subunit 1	dltA	47
TIGR01736	phosphoribosylformylglycinamidine synthase II	purL	54
TIGR01737	phosphoribosylformylglycinamidine synthase I	purQ	15
TIGR01743	pur operon repressor PurR	purR	29
TIGR01744	xanthine phosphoribosyltransferase	xpt	28
TIGR01748	L-rhamnose isomerase	rhaA	121
TIGR01750	beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabZ	fabZ	14
TIGR01755	NAD(P)H:quinone oxidoreductase, type IV	wrbA	2
TIGR01760	phage tail tape measure protein, TP901 family, core region		6
