ID	Function	Gene	Count
TIGR00113	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	queA	12
TIGR00115	trigger factor	tig	10
TIGR00116	translation elongation factor Ts	tsf	4
TIGR00131	galactokinase	galK	6
TIGR00132	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, A subunit	gatA	38
TIGR00133	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, B subunit	gatB	6
TIGR00136	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	gidA	72
TIGR00137	tRNA:m(5)U-54 methyltransferase	trmFO	56
TIGR00138	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	rsmG	2
TIGR00147	lipid kinase, YegS/Rv2252/BmrU family		5
TIGR00150	tRNA threonylcarbamoyl adenosine modification protein YjeE		3
TIGR00159	TIGR00159 family protein		16
TIGR00160	methylglyoxal synthase	mgsA	9
TIGR00165	ribosomal protein bS18	rpsR	4
TIGR00167	ketose-bisphosphate aldolase		3
TIGR00168	translation initiation factor IF-3	infC	13
TIGR00169	3-isopropylmalate dehydrogenase	leuB	5
TIGR00174	tRNA dimethylallyltransferase	miaA	7
TIGR00181	oligoendopeptidase F	pepF	16
TIGR00182	fatty acid/phospholipid synthesis protein PlsX	plsX	5
TIGR00184	adenylosuccinate synthase	purA	43
TIGR00185	tRNA (cytidine(34)-2'-O)-methyltransferase	trmL	4
TIGR00186	RNA methyltransferase, TrmH family, group 3		2
TIGR00194	excinuclease ABC subunit C	uvrC	14
TIGR00198	catalase/peroxidase HPI	katG	2
TIGR00200	competence/damage-inducible protein CinA N-terminal domain		5
TIGR00204	1-deoxy-D-xylulose-5-phosphate synthase	dxs	4
TIGR00211	glycine--tRNA ligase, beta subunit	glyS	18
TIGR00212	hydroxymethylbilane synthase	hemC	1
TIGR00222	3-methyl-2-oxobutanoate hydroxymethyltransferase	panB	1
TIGR00225	C-terminal processing peptidase		4
TIGR00232	transketolase	tkt	69
TIGR00233	tryptophan--tRNA ligase	trpS	2
TIGR00234	tyrosine--tRNA ligase	tyrS	9
TIGR00235	uridine kinase	udk	16
TIGR00236	UDP-N-acetylglucosamine 2-epimerase		16
TIGR00237	exodeoxyribonuclease VII, large subunit	xseA	17
TIGR00239	oxoglutarate dehydrogenase (succinyl-transferring), E1 component	sucA	1
TIGR00242	division/cell wall cluster transcriptional repressor MraZ	mraZ	2
TIGR00244	transcriptional regulator NrdR	nrdR	15
TIGR00245	TIGR00245 family protein		4
TIGR00253	putative RNA-binding protein, YhbY family		1
TIGR00256	D-tyrosyl-tRNA(Tyr) deacylase	dtd	11
TIGR00257	uncharacterized protein, YigZ family		6
TIGR00263	tryptophan synthase, beta subunit	trpB	12
TIGR00274	N-acetylmuramic acid 6-phosphate etherase	murQ	33
TIGR00278	putative membrane protein insertion efficiency factor	yidD	2
TIGR00282	metallophosphoesterase, MG_246/BB_0505 family		8
TIGR00331	heat-inducible transcription repressor HrcA	hrcA	4
TIGR00334	ribonuclease M5	rnmV	1
TIGR00337	CTP synthase	pyrG	38
TIGR00342	tRNA sulfurtransferase ThiI	thiI	4
TIGR00344	alanine--tRNA ligase	alaS	35
TIGR00355	phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	purH	26
TIGR00357	methionine-R-sulfoxide reductase	msrB	21
TIGR00359	PTS system, cellobiose-specific IIC component	celB	17
TIGR00362	chromosomal replication initiator protein DnaA	dnaA	17
TIGR00364	queuosine biosynthesis protein QueC	queC	4
TIGR00382	ATP-dependent Clp protease, ATP-binding subunit ClpX	clpX	43
TIGR00388	glycine--tRNA ligase, alpha subunit	glyQ	45
TIGR00390	ATP-dependent protease HslVU, ATPase subunit	hslU	31
TIGR00392	isoleucine--tRNA ligase	ileS	20
TIGR00394	PTS system, lactose-specific IIC component		33
TIGR00396	leucine--tRNA ligase	leuS	80
TIGR00398	methionine--tRNA ligase	metG	9
TIGR00399	methionine--tRNA ligase, beta subunit	metG	3
TIGR00401	peptide-methionine (S)-S-oxide reductase	msrA	6
TIGR00406	ribosomal protein L11 methyltransferase	prmA	12
TIGR00409	proline--tRNA ligase	proS	22
TIGR00410	PTS system, lactose/cellobiose family IIC component		17
TIGR00414	serine--tRNA ligase	serS	110
TIGR00416	DNA repair protein RadA	radA	52
TIGR00417	spermidine synthase	speE	1
TIGR00418	threonine--tRNA ligase	thrS	34
TIGR00420	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase	trmU	23
TIGR00422	valine--tRNA ligase	valS	86
TIGR00426	competence protein ComEA helix-hairpin-helix repeat region		2
TIGR00430	tRNA-guanine transglycosylase	tgt	24
TIGR00431	tRNA pseudouridine(55) synthase	truB	3
TIGR00435	cysteine--tRNA ligase	cysS	36
TIGR00436	GTP-binding protein Era	era	7
TIGR00437	ferrous iron transport protein B	feoB	19
TIGR00442	histidine--tRNA ligase	hisS	21
TIGR00445	phospho-N-acetylmuramoyl-pentapeptide-transferase	mraY	11
TIGR00447	aminoacyl-tRNA hydrolase	pth	4
TIGR00449	tRNA-guanine family transglycosylase		2
TIGR00450	tRNA modification GTPase TrmE	trmE	36
TIGR00456	arginine--tRNA ligase	argS	1
TIGR00457	asparagine--tRNA ligase	asnS	31
TIGR00459	aspartate--tRNA ligase	aspS	44
TIGR00460	methionyl-tRNA formyltransferase	fmt	16
TIGR00464	glutamate--tRNA ligase	gltX	38
TIGR00465	ketol-acid reductoisomerase	ilvC	3
TIGR00468	phenylalanine--tRNA ligase, alpha subunit	pheS	18
TIGR00472	phenylalanine--tRNA ligase, beta subunit	pheT	8
TIGR00478	TlyA family rRNA methyltransferase/putative hemolysin		2
TIGR00479	23S rRNA (uracil-5-)-methyltransferase RumA	rumA	10
TIGR00484	translation elongation factor G	fusA	141
TIGR00485	translation elongation factor Tu	tuf	143
TIGR00487	translation initiation factor IF-2	infB	74
TIGR00492	alanine racemase	alr	2
TIGR00493	ATP-dependent Clp endopeptidase, proteolytic subunit ClpP	clpP	28
TIGR00496	ribosome recycling factor	frr	17
TIGR00498	repressor LexA	lexA	4
TIGR00499	lysine--tRNA ligase	lysS	48
TIGR00500	methionine aminopeptidase, type I	map	3
TIGR00502	glucosamine-6-phosphate deaminase	nagB	9
TIGR00503	peptide chain release factor 3	prfC	36
TIGR00504	pyroglutamyl-peptidase I	pcp	8
TIGR00506	3,4-dihydroxy-2-butanone-4-phosphate synthase	ribB	2
TIGR00508	adenosylmethionine-8-amino-7-oxononanoate transaminase	bioA	2
TIGR00513	acetyl-CoA carboxylase, carboxyl transferase, alpha subunit	accA	24
TIGR00514	acetyl-CoA carboxylase, biotin carboxylase subunit	accC	51
TIGR00515	acetyl-CoA carboxylase, carboxyl transferase, beta subunit	accD	28
TIGR00517	acyl carrier protein	acpP	6
TIGR00520	L-asparaginase, type II		1
TIGR00531	acetyl-CoA carboxylase, biotin carboxyl carrier protein	accB	2
TIGR00532	hydroxymethylglutaryl-CoA reductase, degradative		4
TIGR00539	putative oxygen-independent coproporphyrinogen III oxidase		1
TIGR00545	lipoyltransferase and lipoate-protein ligase		18
TIGR00549	mevalonate kinase	mvk	4
TIGR00550	quinolinate synthetase complex, A subunit	nadA	10
TIGR00551	L-aspartate oxidase	nadB	3
TIGR00552	NAD+ synthetase	nadE	6
TIGR00554	pantothenate kinase	coaA	20
TIGR00557	4-hydroxythreonine-4-phosphate dehydrogenase PdxA	pdxA	2
TIGR00558	pyridoxamine 5'-phosphate oxidase	pdxH	1
TIGR00560	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	pgsA	4
TIGR00563	16S rRNA (cytosine(967)-C(5))-methyltransferase	rsmB	7
TIGR00567	DNA-3-methyladenine glycosylase		2
TIGR00575	DNA ligase, NAD-dependent	ligA	32
TIGR00577	DNA-formamidopyrimidine glycosylase	mutM	3
TIGR00580	transcription-repair coupling factor	mfd	96
TIGR00585	DNA mismatch repair protein MutL	mutL	18
TIGR00587	apurinic endonuclease (APN1)		10
TIGR00589	methylated-DNA--[protein]-cysteine S-methyltransferase		3
TIGR00593	DNA polymerase I	polA	54
TIGR00594	DNA polymerase III, alpha subunit	dnaE	25
TIGR00595	primosomal protein N'	priA	29
TIGR00608	DNA repair protein RadC		5
TIGR00611	DNA replication and repair protein RecF	recF	11
TIGR00615	recombination protein RecR	recR	13
TIGR00618	exonuclease SbcC		4
TIGR00619	exonuclease SbcCD, D subunit	sbcD	3
TIGR00621	single-stranded DNA-binding protein	ssb	11
TIGR00628	uracil-DNA glycosylase	ung	21
TIGR00630	excinuclease ABC subunit A	uvrA	85
TIGR00631	excinuclease ABC subunit B	uvrB	81
TIGR00633	exodeoxyribonuclease III (xth)		3
TIGR00634	DNA repair protein RecN	recN	17
TIGR00635	Holliday junction DNA helicase RuvB	ruvB	56
TIGR00639	phosphoribosylglycinamide formyltransferase	purN	3
TIGR00643	ATP-dependent DNA helicase RecG	recG	54
TIGR00644	single-stranded-DNA-specific exonuclease RecJ	recJ	14
TIGR00647	DNA-binding protein WhiA	whiA	6
TIGR00648	recombination protein U	recU	17
TIGR00649	beta-CASP ribonuclease, RNase J family		19
TIGR00651	phosphate acetyltransferase	pta	12
TIGR00653	glutamine synthetase, type I	glnA	21
TIGR00658	ornithine carbamoyltransferase	argF	11
TIGR00665	replicative DNA helicase	dnaB	24
TIGR00670	aspartate carbamoyltransferase	pyrB	1
TIGR00678	DNA polymerase III, delta' subunit	holB	5
TIGR00679	HPr(Ser) kinase/phosphatase	hprK	13
TIGR00691	RelA/SpoT family protein		56
TIGR00693	thiamine-phosphate diphosphorylase	thiE	3
TIGR00694	hydroxyethylthiazole kinase	thiM	1
TIGR00695	mannonate dehydratase	uxuA	6
TIGR00707	transaminase, acetylornithine/succinylornithine family		1
TIGR00718	L-serine dehydratase, iron-sulfur-dependent, alpha subunit	sdaAA	57
TIGR00719	L-serine dehydratase, iron-sulfur-dependent, beta subunit	sdaAB	16
TIGR00726	YfiH family protein		1
TIGR00737	putative TIM-barrel protein, nifR3 family		25
TIGR00744	ROK family protein (putative glucokinase)		23
TIGR00746	carbamate kinase	arcC	15
TIGR00747	3-oxoacyl-[acyl-carrier-protein] synthase III	fabH	1
TIGR00755	ribosomal RNA small subunit methyltransferase A	rsmA	8
TIGR00760	L-ribulose-5-phosphate 4-epimerase	araD	36
TIGR00761	acetylglutamate kinase	argB	2
TIGR00767	transcription termination factor Rho	rho	62
TIGR00783	citrate carrier protein, CCS family		9
TIGR00790	formate/nitrite transporter	fnt	2
TIGR00792	sugar (Glycoside-Pentoside-Hexuronide) transporter	gph	2
TIGR00796	branched-chain amino acid transport system II carrier protein	brnQ	16
TIGR00801	uracil-xanthine permease		2
TIGR00804	nucleoside transporter, NupC family		5
TIGR00822	PTS system, mannose/fructose/sorbose family, IIC component		10
TIGR00828	PTS system, mannose/fructose/sorbose family, IID component		29
TIGR00829	PTS system, Fru family, IIB component		6
TIGR00838	argininosuccinate lyase	argH	1
TIGR00854	PTS system, mannose/fructose/sorbose family, IIB component		2
TIGR00857	dihydroorotase, multifunctional complex type	pyrC	11
TIGR00871	glucose-6-phosphate dehydrogenase	zwf	12
TIGR00872	6-phosphogluconate dehydrogenase (decarboxylating)	gnd	1
TIGR00873	6-phosphogluconate dehydrogenase (decarboxylating)	gnd	54
TIGR00877	phosphoribosylamine--glycine ligase	purD	10
TIGR00878	phosphoribosylformylglycinamidine cyclo-ligase	purM	17
TIGR00884	GMP synthase (glutamine-hydrolyzing), C-terminal domain	guaA	36
TIGR00888	GMP synthase (glutamine-hydrolyzing), N-terminal domain	guaA	6
TIGR00904	cell shape determining protein, MreB/Mrl family		1
TIGR00915	RND transporter, hydrophobe/amphiphile efflux-1 (HAE1) family		5
TIGR00922	transcription termination/antitermination factor NusG	nusG	1
TIGR00924	amino acid/peptide transporter (Peptide:H+ symporter)		6
TIGR00928	adenylosuccinate lyase	purB	26
TIGR00931	Na+/H+ antiporter NhaC	nhaC	4
TIGR00936	adenosylhomocysteinase	ahcY	6
TIGR00952	ribosomal protein uS15	rpsO	20
TIGR00959	signal recognition particle protein	ffh	41
TIGR00962	ATP synthase F1, alpha subunit	atpA	87
TIGR00963	preprotein translocase, SecA subunit	secA	66
TIGR00964	preprotein translocase, SecE subunit	secE	2
TIGR00965	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	dapD	8
TIGR00966	protein-export membrane protein SecF	secF	2
TIGR00967	preprotein translocase, SecY subunit	secY	35
TIGR00972	phosphate ABC transporter, ATP-binding protein	pstB	64
TIGR00973	2-isopropylmalate synthase	leuA	3
TIGR00974	phosphate ABC transporter, permease protein PstA	pstA	16
TIGR00975	phosphate ABC transporter, phosphate-binding protein PstS	pstS	1
TIGR00981	ribosomal protein uS12	rpsL	24
TIGR01003	phosphocarrier, HPr family		7
TIGR01007	capsular exopolysaccharide family		2
TIGR01009	ribosomal protein uS3	rpsC	21
TIGR01011	ribosomal protein uS2	rpsB	26
TIGR01017	ribosomal protein uS4	rpsD	8
TIGR01021	ribosomal protein uS5	rpsE	15
TIGR01022	ribosomal protein bL36	rpmJ	2
TIGR01023	ribosomal protein bL33	rpmG	4
TIGR01024	ribosomal protein bL19	rplS	12
TIGR01029	ribosomal protein uS7	rpsG	28
TIGR01031	ribosomal protein bL32	rpmF	8
TIGR01032	ribosomal protein bL20	rplT	10
TIGR01033	DNA-binding regulatory protein, YebC/PmpR family		44
TIGR01034	methionine adenosyltransferase	metK	32
TIGR01037	dihydroorotate dehydrogenase family protein		17
TIGR01039	ATP synthase F1, beta subunit	atpD	93
TIGR01044	ribosomal protein uL22	rplV	26
TIGR01049	ribosomal protein uS10	rpsJ	14
TIGR01050	ribosomal protein uS19	rpsS	19
TIGR01051	DNA topoisomerase I	topA	25
TIGR01056	DNA topoisomerase III	topB	12
TIGR01058	DNA topoisomerase IV, B subunit	parE	73
TIGR01059	DNA gyrase, B subunit	gyrB	69
TIGR01060	phosphopyruvate hydratase	eno	61
TIGR01061	DNA topoisomerase IV, A subunit	parC	49
TIGR01063	DNA gyrase, A subunit	gyrA	67
TIGR01064	pyruvate kinase	pyk	27
TIGR01066	ribosomal protein uL13	rplM	8
TIGR01067	ribosomal protein uL14	rplN	10
TIGR01068	thioredoxin	trxA	1
TIGR01069	MutS2 family protein		30
TIGR01070	DNA mismatch repair protein MutS	mutS	58
TIGR01071	ribosomal protein uL15	rplO	13
TIGR01072	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	murA	29
TIGR01073	ATP-dependent DNA helicase PcrA	pcrA	67
TIGR01078	arginine deiminase	arcA	15
TIGR01079	ribosomal protein uL24	rplX	2
TIGR01082	UDP-N-acetylmuramate--L-alanine ligase	murC	7
TIGR01083	endonuclease III	nth	10
TIGR01084	A/G-specific adenine glycosylase	mutY	8
TIGR01085	UDP-N-acetylmuramyl-tripeptide synthetase	murE	2
TIGR01090	adenine phosphoribosyltransferase	apt	17
TIGR01091	uracil phosphoribosyltransferase	upp	6
TIGR01093	3-dehydroquinate dehydratase, type I	aroD	2
TIGR01097	phosphonate ABC transporter, permease protein PhnE	phnE	11
TIGR01099	UTP--glucose-1-phosphate uridylyltransferase	galU	9
TIGR01110	malonate decarboxylase, alpha subunit	mdcA	2
TIGR01116	calcium-translocating P-type ATPase, SERCA-type		13
TIGR01118	galactose-6-phosphate isomerase, LacA subunit	lacA	20
TIGR01119	galactose-6-phosphate isomerase, LacB subunit	lacB	25
TIGR01134	amidophosphoribosyltransferase	purF	12
TIGR01135	glutamine-fructose-6-phosphate transaminase (isomerizing)	glmS	17
TIGR01136	cysteine synthase		1
TIGR01143	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	murF	11
TIGR01146	ATP synthase F1, gamma subunit	atpG	6
TIGR01161	phosphoribosylaminoimidazole carboxylase, ATPase subunit	purK	10
TIGR01162	phosphoribosylaminoimidazole carboxylase, catalytic subunit	purE	5
TIGR01163	ribulose-phosphate 3-epimerase	rpe	12
TIGR01164	ribosomal protein uL16	rplP	18
TIGR01169	ribosomal protein uL1	rplA	31
TIGR01171	ribosomal protein uL2	rplB	50
TIGR01173	UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase	glmU	30
TIGR01179	UDP-glucose 4-epimerase GalE	galE	18
TIGR01180	putative alpha-1,2-mannosidase		3
TIGR01181	dTDP-glucose 4,6-dehydratase	rfbB	26
TIGR01186	glycine betaine/L-proline transport ATP binding subunit	proV	30
TIGR01187	polyamine ABC transporter, ATP-binding protein		32
TIGR01188	daunorubicin resistance ABC transporter, ATP-binding protein		8
TIGR01192	glucan exporter ATP-binding protein		2
TIGR01196	phosphogluconate dehydratase	edd	2
TIGR01197	metal ion transporter, metal ion (Mn2+/Fe2+) transporter (Nramp) family		13
TIGR01203	hypoxanthine phosphoribosyltransferase	hpt	11
TIGR01205	D-alanine--D-alanine ligase		9
TIGR01207	glucose-1-phosphate thymidylyltransferase	rfbA	33
TIGR01212	radical SAM protein, TIGR01212 family		10
TIGR01214	dTDP-4-dehydrorhamnose reductase	rfbD	4
TIGR01220	phosphomevalonate kinase		33
TIGR01221	dTDP-4-dehydrorhamnose 3,5-epimerase	rfbC	7
TIGR01231	tagatose-6-phosphate kinase	lacC	9
TIGR01232	tagatose 1,6-diphosphate aldolase	lacD	15
TIGR01233	6-phospho-beta-galactosidase	lacG	40
TIGR01238	delta-1-pyrroline-5-carboxylate dehydrogenase		4
TIGR01239	galactose-1-phosphate uridylyltransferase	galT	34
TIGR01240	diphosphomevalonate decarboxylase	mvaD	9
TIGR01241	ATP-dependent metallopeptidase HflB	hflB	67
TIGR01251	ribose-phosphate diphosphokinase	prs	30
TIGR01255	formate acetyltransferase	pflB	66
TIGR01258	phosphoglycerate mutase 1 family		40
TIGR01259	comEA protein		2
TIGR01260	ATP synthase F0, C subunit	atpE	10
TIGR01265	tyrosine/nicotianamine family aminotransferase		3
TIGR01280	exodeoxyribonuclease VII, small subunit	xseB	5
TIGR01292	thioredoxin-disulfide reductase	trxB	17
TIGR01296	aspartate-semialdehyde dehydrogenase	asd	2
TIGR01297	cation diffusion facilitator family transporter		2
TIGR01302	inosine-5'-monophosphate dehydrogenase	guaB	42
TIGR01306	guanosine monophosphate reductase	guaC	32
TIGR01308	ribosomal protein uL30	rpmD	2
TIGR01312	xylulokinase	xylB	7
TIGR01314	gluconate kinase	gntK	47
TIGR01317	glutamate synthase, NADH/NADPH, small subunit	gltD	1
TIGR01341	aconitate hydratase 1	acnA	2
TIGR01350	dihydrolipoyl dehydrogenase	lpdA	2
TIGR01351	adenylate kinase		16
TIGR01354	cytidine deaminase	cdd	1
TIGR01357	3-dehydroquinate synthase	aroB	25
TIGR01358	3-deoxy-7-phosphoheptulonate synthase		1
TIGR01361	3-deoxy-7-phosphoheptulonate synthase	aroF	35
TIGR01362	3-deoxy-8-phosphooctulonate synthase	kdsA	12
TIGR01365	phosphoserine aminotransferase		5
TIGR01368	carbamoyl-phosphate synthase, small subunit	carA	13
TIGR01369	carbamoyl-phosphate synthase, large subunit	carB	56
TIGR01371	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	metE	6
TIGR01386	heavy metal sensor kinase		2
TIGR01389	ATP-dependent DNA helicase RecQ	recQ	33
TIGR01391	DNA primase	dnaG	12
TIGR01392	homoserine O-acetyltransferase	metX	1
TIGR01393	elongation factor 4	lepA	111
TIGR01394	GTP-binding protein TypA/BipA	typA	50
TIGR01405	DNA polymerase III, alpha subunit, Gram-positive type	polC	117
TIGR01407	putative DnaQ family exonuclease/DinG family helicase		20
TIGR01417	phosphoenolpyruvate-protein phosphotransferase	ptsP	21
TIGR01424	glutathione-disulfide reductase	gor	1
TIGR01427	PTS system, Fru family, IIC component		12
TIGR01435	glutamate--cysteine ligase/glutathione synthase	gshAB	25
TIGR01448	helicase, RecD/TraA family		11
TIGR01455	phosphoglucosamine mutase	glmM	44
TIGR01457	HAD hydrolase, TIGR01457 family		9
TIGR01462	transcription elongation factor GreA	greA	3
TIGR01473	protoheme IX farnesyltransferase	cyoE	3
TIGR01480	copper-resistance protein, CopA family		7
TIGR01481	catabolite control protein A	ccpA	22
TIGR01494	HAD ATPase, P-type, family IC		12
TIGR01496	dihydropteroate synthase	folP	1
TIGR01499	bifunctional protein FolC	folC	16
TIGR01510	pantetheine-phosphate adenylyltransferase	coaD	7
TIGR01511	copper-translocating P-type ATPase		6
TIGR01512	cadmium-translocating P-type ATPase	cadA	6
TIGR01513	nicotinate phosphoribosyltransferase	pncB	30
TIGR01517	calcium-translocating P-type ATPase, PMCA-type		7
TIGR01520	fructose-bisphosphate aldolase, class II	fbaA	1
TIGR01522	calcium-transporting P-type ATPase, PMR1-type		14
TIGR01524	magnesium-translocating P-type ATPase	mgtA	80
TIGR01525	heavy metal translocating P-type ATPase		47
TIGR01534	glyceraldehyde-3-phosphate dehydrogenase, type I	gap	30
TIGR01538	phage portal protein, SPP1 family		15
TIGR01584	citrate lyase, alpha subunit	citF	93
TIGR01588	citrate (pro-3S)-lyase, beta subunit	citE	61
TIGR01608	citrate lyase acyl carrier protein	citD	4
TIGR01632	ribosomal protein uL11	rplK	20
TIGR01651	cobaltochelatase, CobT subunit	cobT	2
TIGR01660	nitrate reductase, beta subunit	narH	2
TIGR01688	D-alanine--poly(phosphoribitol) ligase, subunit 2	dltC	3
TIGR01696	phosphopentomutase	deoB	22
TIGR01697	inosine/guanosine/xanthosine phosphorylase family		7
TIGR01700	purine nucleoside phosphorylase I, inosine and guanosine-specific		21
TIGR01726	amino ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine family		2
TIGR01734	D-alanine--poly(phosphoribitol) ligase, subunit 1	dltA	33
TIGR01736	phosphoribosylformylglycinamidine synthase II	purL	67
TIGR01737	phosphoribosylformylglycinamidine synthase I	purQ	14
TIGR01743	pur operon repressor PurR	purR	42
TIGR01744	xanthine phosphoribosyltransferase	xpt	22
TIGR01748	L-rhamnose isomerase	rhaA	99
TIGR01750	beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabZ	fabZ	13
TIGR01755	NAD(P)H:quinone oxidoreductase, type IV	wrbA	2
TIGR01771	L-lactate dehydrogenase		9
TIGR01774	glycyl radical enzyme, PFL2/glycerol dehydratase family		11
TIGR01780	succinate-semialdehyde dehydrogenase		1
TIGR01792	urease, alpha subunit	ureC	5
TIGR01798	citrate (Si)-synthase	gltA	2
TIGR01813	flavocytochrome c		2
TIGR01826	conserved hypothetical protein		14
TIGR01830	3-oxoacyl-[acyl-carrier-protein] reductase	fabG	29
TIGR01835	hydroxymethylglutaryl-CoA synthase		33
TIGR01845	efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family		2
TIGR01846	type I secretion system ATPase		2
TIGR01851	N-acetyl-gamma-glutamyl-phosphate reductase	argC	2
TIGR01853	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase LpxD	lpxD	1
TIGR01859	fructose-1,6-bisphosphate aldolase, class II	fba	20
TIGR01876	CRISPR-associated protein Cas5, subtype I-C/DVULG	cas5c	7
TIGR01882	peptidase T	pepT	42
TIGR01886	dipeptidase PepV	pepV	60
TIGR01887	putative dipeptidase		25
TIGR01906	integral membrane protein TIGR01906		1
TIGR01910	peptidase, ArgE/DapE family		1
TIGR01930	acetyl-CoA C-acyltransferase		5
TIGR01951	transcription antitermination factor NusB	nusB	6
TIGR01953	transcription termination factor NusA	nusA	15
TIGR01966	ribonuclease PH	rph	28
TIGR01978	FeS assembly ATPase SufC	sufC	26
TIGR01979	cysteine desulfurase, SufS family	sufS	40
TIGR01980	FeS assembly protein SufB	sufB	48
TIGR01981	FeS assembly protein SufD	sufD	16
TIGR01990	beta-phosphoglucomutase	pgmB	21
TIGR01994	SUF system FeS assembly protein, NifU family		10
TIGR01995	PTS system, beta-glucoside-specific IIABC component		102
TIGR01998	PTS system, N-acetylglucosamine-specific IIBC component	nagE	22
TIGR02006	cysteine desulfurase IscS	iscS	1
TIGR02012	protein RecA	recA	57
TIGR02013	DNA-directed RNA polymerase, beta subunit	rpoB	210
TIGR02027	DNA-directed RNA polymerase, alpha subunit	rpoA	24
TIGR02037	peptidase Do		8
TIGR02063	ribonuclease R	rnr	54
TIGR02067	histidinol-phosphatase	hisN	2
TIGR02074	penicillin-binding protein, 1A family		10
TIGR02075	UMP kinase	pyrH	9
TIGR02081	methionine biosynthesis protein MetW	metW	1
TIGR02089	tartrate dehydrogenase		2
TIGR02091	glucose-1-phosphate adenylyltransferase	glgC	17
TIGR02092	glucose-1-phosphate adenylyltransferase, GlgD subunit	glgD	6
TIGR02095	glycogen/starch synthase, ADP-glucose type	glgA	4
TIGR02109	coenzyme PQQ biosynthesis enzyme PqqE	pqqE	1
TIGR02111	coenzyme PQQ biosynthesis protein C	pqqC	2
TIGR02113	phosphopantothenoylcysteine decarboxylase	coaC	16
TIGR02114	phosphopantothenate--cysteine ligase	coaB	13
TIGR02135	phosphate transport system regulatory protein PhoU	phoU	6
TIGR02136	phosphate binding protein	pstS	2
TIGR02138	phosphate ABC transporter, permease protein PstC	pstC	18
TIGR02151	isopentenyl-diphosphate delta-isomerase, type 2	fni	3
TIGR02154	phosphate regulon transcriptional regulatory protein PhoB	phoB	12
TIGR02168	chromosome segregation protein SMC	smc	61
