L1	L2	L3	L4	ID	Function	EC	Count
Translation, ribosomal structure and biogenesis	Aminoacyl-tRNA synthetases	IleS	1FFY	COG0060	Isoleucyl-tRNA synthetase		1
Nucleotide transport and metabolism		Nnr2	1KYH	COG0063	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain		2
Translation, ribosomal structure and biogenesis	Aminoacyl-tRNA synthetases	GatB	3H0M	COG0064	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit		4
Amino acid transport and metabolism	Glutamine biosynthesis	GltB3	1EA0	COG0070	Glutamate synthase domain 3		1
Cell motility		TatD	1J6O	COG0084	3'->5' ssDNA/RNA exonuclease TatD		1
Transcription	RNA polymerase	RpoB	5UAJ	COG0085	DNA-directed RNA polymerase, beta subunit/140 kD subunit		10
Transcription	RNA polymerase	RpoC	1NT9	COG0086	DNA-directed RNA polymerase, beta' subunit/160 kD subunit		3
Translation, ribosomal structure and biogenesis	Ribosome 50S subunit	RplW	1VS6	COG0089	Ribosomal protein L23		1
Translation, ribosomal structure and biogenesis	Ribosome 50S subunit	RplB	1VS6	COG0090	Ribosomal protein L2		6
Translation, ribosomal structure and biogenesis	Ribosome 50S subunit	RplV	1VS6	COG0091	Ribosomal protein L22		1
Translation, ribosomal structure and biogenesis	Ribosome 30S subunit	RpsC	1VS6	COG0092	Ribosomal protein S3		3
Translation, ribosomal structure and biogenesis	Ribosome 50S subunit	RplE	1VS6	COG0094	Ribosomal protein L5		1
Translation, ribosomal structure and biogenesis	Ribosome 50S subunit	RplF	1VS6	COG0097	Ribosomal protein L6P/L9E		1
Nucleotide transport and metabolism	Purine biosynthesis	PurA	1ADE	COG0104	Adenylosuccinate synthase		1
Amino acid transport and metabolism	Histidine biosynthesis	HisF	1OX4	COG0107	Imidazole glycerol phosphate synthase subunit HisF		3
Coenzyme transport and metabolismLipid transport and metabolism		CyoE		COG0109	Polyprenyltransferase (heme O synthase)		2
Coenzyme transport and metabolism	Riboflavin/FAD biosynthesis	RibD1	2O7P	COG0117	Riboflavin biosynthesis protein RibD, pyrimidine deaminase domain		3
Carbohydrate transport and metabolism	Glycolysis	Pgk	13PK	COG0126	3-phosphoglycerate kinase		2
Nucleotide transport and metabolism		RdgB	1B78	COG0127	Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family		2
Amino acid transport and metabolismCarbohydrate transport and metabolism	Isoleucine, leucine, valine biosynthesis	IlvD	2GP4	COG0129	Dihydroxyacid dehydratase/phosphogluconate dehydratase		1
Translation, ribosomal structure and biogenesis	tRNA modification	TruB	1K8W	COG0130	tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA		1
Amino acid transport and metabolism	Histidine biosynthesis	HisI1	1ZPS	COG0139	Phosphoribosyl-AMP cyclohydrolase		1
Amino acid transport and metabolism	Histidine biosynthesis	HisI2	6J22	COG0140	Phosphoribosyl-ATP pyrophosphohydrolase		1
Translation, ribosomal structure and biogenesis	Aminoacyl-tRNA synthetases	MetG	1A8H	COG0143	Methionyl-tRNA synthetase		2
Carbohydrate transport and metabolism	Glycolysis	Eno	1E9I	COG0148	Enolase		2
Nucleotide transport and metabolism	Purine biosynthesis	PurM	1CLI	COG0150	Phosphoribosylaminoimidazole (AIR) synthetase		2
Carbohydrate transport and metabolism		GalK	1PIE	COG0153	Galactokinase		1
Coenzyme transport and metabolism	Biotin biosynthesis	BioF	1BS0	COG0156	7-keto-8-aminopelargonate synthetase or related enzyme		1
Carbohydrate transport and metabolism	Gluconeogenesis	Fbp	1BK4	COG0158	Fructose-1,6-bisphosphatase		4
Translation, ribosomal structure and biogenesis	Aminoacyl-tRNA synthetases	SerS	1SER	COG0172	Seryl-tRNA synthetase		2
Replication, recombination and repair		Nth	4UOB	COG0177	Endonuclease III		1
Replication, recombination and repair		UvrA	2R6F	COG0178	Excinuclease UvrABC ATPase subunit		2
Replication, recombination and repair		GyrB	1EI1	COG0187	DNA gyrase/topoisomerase IV, subunit B		3
Replication, recombination and repair		GyrA	1SUU	COG0188	DNA gyrase/topoisomerase IV, subunit A		2
Coenzyme transport and metabolism	Methionine biosynthesis	MetK	1FUG	COG0192	S-adenosylmethionine synthetase		2
Transcription		NusA	1HH2	COG0195	Transcription antitermination factor NusA, contains S1 and KH domains		1
Transcription	RNA polymerase	RpoA	4KN7	COG0202	DNA-directed RNA polymerase, alpha subunit/40 kD subunit		2
Carbohydrate transport and metabolism	Glycolysis	PfkA	1KZH	COG0205	6-phosphofructokinase		1
Replication, recombination and repair		UvrD	6PPR	COG0210	Superfamily I DNA or RNA helicase		2
Translation, ribosomal structure and biogenesis	Aminoacyl-tRNA synthetases	CysS	1LI5	COG0215	Cysteinyl-tRNA synthetase		1
Translation, ribosomal structure and biogenesis	Translation factors	PrfA	1RQ0	COG0216	Protein chain release factor RF1		1
TranscriptionTranslation, ribosomal structure and biogenesis		TACO1	1KON	COG0217	Transcriptional and/or translational regulatory protein YebC/TACO1		1
Translation, ribosomal structure and biogenesis	Ribosome 50S subunit	RpmB	2JZ6	COG0227	Ribosomal protein L28		1
Translation, ribosomal structure and biogenesis	Ribosome 30S subunit	RpsP	4V4H	COG0228	Ribosomal protein S16		1
Posttranslational modification, protein turnover, chaperones		GroES		COG0234	Co-chaperonin GroES (HSP10)		2
Translation, ribosomal structure and biogenesis	Ribosome 30S subunit	RpsR	4V4H	COG0238	Ribosomal protein S18		1
Amino acid transport and metabolism	Histidine biosynthesis	HisB1/GmhB	2GMW	COG0241	Histidinol phosphatase/D-glycero-mannoheptose bisphosphatephosphatase, HAD superfamily		1
Replication, recombination and repair		MutS	1E3M	COG0249	DNA mismatch repair ATPase MutS		2
Translation, ribosomal structure and biogenesisAmino acid transport and metabolism		AnsA	1ZQ1	COG0252	L-asparaginase/archaeal Glu-tRNAGln amidotransferase subunit D		2
Translation, ribosomal structure and biogenesis	Ribosome 50S subunit	RplR	1VS6	COG0256	Ribosomal protein L18		1
Translation, ribosomal structure and biogenesis	Translation factors	Tsf	1EFU	COG0264	Translation elongation factor EF-Ts		1
Replication, recombination and repair		Nei	1EE8	COG0266	Formamidopyrimidine-DNA glycosylase		1
Replication, recombination and repair		Lig	5TT5	COG0272	NAD-dependent DNA ligase		1
Posttranslational modification, protein turnover, chaperones		GrxD	1YKA	COG0278	Glutaredoxin-related protein		1
Energy production and conversion	Urea cycle	SfcA	1DO8	COG0281	Malic enzyme		1
Energy production and conversion		AckA	3SK3	COG0282	Acetate kinase		7
Coenzyme transport and metabolism	Folate biosynthesis	FolC	1W78	COG0285	Folylpolyglutamate synthase/Dihydropteroate synthase		1
Amino acid transport and metabolism	Aromatic amino acid biosynthesis	TyrA	2F1K	COG0287	Prephenate dehydrogenase		1
Translation, ribosomal structure and biogenesis	Translation factors	InfC	2IFE	COG0290	Translation initiation factor IF-3		2
Coenzyme transport and metabolismTranslation, ribosomal structure and biogenesis	Thiamine biosynthesis	ThiI	1VBK	COG0301	Adenylyl- and sulfurtransferase ThiI (thiamine and tRNA 4-thiouridine biosynthesis)		2
Coenzyme transport and metabolism	Folate biosynthesis	FolE	1A8R	COG0302	GTP cyclohydrolase I		2
Replication, recombination and repair		DnaB	1B79	COG0305	Replicative DNA helicase		3
Amino acid transport and metabolism		PepN	6ATK	COG0308	Aminopeptidase N, contains DUF3458 domain		1
Translation, ribosomal structure and biogenesis	16S rRNA modification	RsmI	3KWP	COG0313	16S rRNA C1402 (ribose-2'-O) methylase RsmI		1
Signal transduction mechanismsTranscription		SpoT	1TDJ	COG0317	(p)ppGpp synthase/hydrolase, HD superfamily		2
Replication, recombination and repair		UvrC	2NRT	COG0322	Excinuclease UvrABC, nuclease subunit		1
Replication, recombination and repair		MutL	1B62	COG0323	DNA mismatch repair ATPase MutL		2
Lipid transport and metabolism		PlsY	5XJ5	COG0344	Phospholipid biosynthesis protein PlsY, probable glycerol-3-phosphate acyltransferase		2
Signal transduction mechanismsAmino acid transport and metabolism		GlnK	2GW8	COG0347	Nitrogen regulatory protein PII		2
Coenzyme transport and metabolism	Thiamine biosynthesis	ThiD	1Y9X	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase		2
Replication, recombination and repair		RecR	2JGR	COG0353	Recombinational DNA repair protein RecR		2
Carbohydrate transport and metabolism	Pentose phosphate pathway	Gnd	2ZYA	COG0362	6-phosphogluconate dehydrogenase		2
Lipid transport and metabolism		Acs	4B2O	COG0365	Acyl-coenzyme A synthetase/AMP-(fatty) acid ligase		1
Coenzyme transport and metabolism	Cobalamine/B12 biosynthesis	CobS		COG0368	Cobalamin synthase CobS (adenosylcobinamide-GDP ribazoletransferase)		1
Cell wall/membrane/envelope biogenesis		WecB	1F6D	COG0381	UDP-N-acetylglucosamine 2-epimerase		2
Coenzyme transport and metabolism	Ubiquinone biosynthesis	UbiA	4OD4	COG0382	4-hydroxybenzoate polyprenyltransferase		1
Carbohydrate transport and metabolism		UgpE	1VR4	COG0395	ABC-type glycerol-3-phosphate transport system, permease component		1
Translation, ribosomal structure and biogenesis	Aminoacyl-tRNA synthetases	ProS	5XIF	COG0442	Prolyl-tRNA synthetase		1
Posttranslational modification, protein turnover, chaperones		DnaK	3I33	COG0443	Molecular chaperone DnaK (HSP70)		3
Translation, ribosomal structure and biogenesis	tRNA modification	MnmG	2ZXH	COG0445	tRNA U34 5-carboxymethylaminomethyl modifying enzyme MnmG/GidA		7
Coenzyme transport and metabolism	Pantothenate/CoA biosynthesis	CoaBC	3QJG	COG0452	Phosphopantothenoylcysteine synthetase/decarboxylase CoaBC		1
Nucleotide transport and metabolism	Pyrimidine biosynthesis	PyrE	4WML	COG0461	Orotate phosphoribosyltransferase		1
Posttranslational modification, protein turnover, chaperones		HflB	1LV7	COG0465	ATP-dependent Zn proteases		3
Posttranslational modification, protein turnover, chaperones		Lon	6ON2	COG0466	ATP-dependent Lon protease, bacterial type		2
Replication, recombination and repair		RecA	1B22	COG0468	RecA/RadA recombinase		2
Inorganic ion transport and metabolism		MgtA	1IWO	COG0474	Magnesium-transporting ATPase (P-type)		6
Coenzyme transport and metabolism	Molybdopterin biosynthesis	ThiF	1ZUD	COG0476	Molybdopterin or thiamine biosynthesis adenylyltransferase		2
Translation, ribosomal structure and biogenesis	Translation factors	FusA	1DAR	COG0480	Translation elongation factor EF-G, a GTPase		5
Translation, ribosomal structure and biogenesis		LepA	3DEG	COG0481	Translation elongation factor EF-4, membrane-bound GTPase		3
Translation, ribosomal structure and biogenesis	tRNA modification	MnmE		COG0486	tRNA U34 5-carboxymethylaminomethyl modifying GTPase MnmE/TrmE		3
Coenzyme transport and metabolism		SAM1	1A7A	COG0499	S-adenosylhomocysteine hydrolase		4
Posttranslational modification, protein turnover, chaperones		HtpX	2YPT	COG0501	Zn-dependent protease with chaperone function		2
Nucleotide transport and metabolism	Pyrimidine biosynthesis	PyrG	1S1M	COG0504	CTP synthase (UTP-ammonia lyase)		1
Replication, recombination and repair		SrmB	3RRM	COG0513	Superfamily II DNA and RNA helicase		2
Nucleotide transport and metabolism	Purine biosynthesis	GuaB	1B3O	COG0516	IMP dehydrogenase/GMP reductase		2
Nucleotide transport and metabolism	Purine biosynthesis	GuaA2	4WIM	COG0519	GMP synthase, PP-ATPase domain/subunit		4
Translation, ribosomal structure and biogenesis	Ribosome 30S subunit	RpsD	4V4H	COG0522	Ribosomal protein S4 or related protein		1
Amino acid transport and metabolism	Lysine biosynthesis	MetL1	2CDQ	COG0527	Aspartate kinase		1
Translation, ribosomal structure and biogenesis	tRNA modification	TsaD	3ENO	COG0533	tRNA A37 threonylcarbamoyltransferase TsaD		4
Intracellular trafficking, secretion, and vesicular transport		Ffh	2V3C	COG0541	Signal recognition particle GTPase		7
Posttranslational modification, protein turnover, chaperones		ClpA	1KSF	COG0542	ATP-dependent Clp protease, ATP-binding subunit ClpA		8
Coenzyme transport and metabolismEnergy production and conversion		Mcr1	3A1F	COG0543	NAD(P)H-flavin reductase		1
Intracellular trafficking, secretion, and vesicular transport		FtsY	4AK9	COG0552	Signal recognition particle GTPase FtsY		2
Energy production and conversion		GlpK	2ZF5	COG0554	Glycerol kinase		8
Replication, recombination and repair		UvrB	1C4O	COG0556	Excinuclease UvrABC helicase subunit UvrB		8
Transcription		VacB	6H25	COG0557	Exoribonuclease R		5
Amino acid transport and metabolism		LivH		COG0559	Branched-chain amino acid ABC-type transport system, permease component		1
Nucleotide transport and metabolism	Pyrimidine biosynthesis	Adk	1AK2	COG0563	Adenylate kinase or related kinase		5
Translation, ribosomal structure and biogenesis	tRNA modification	SpoU	1GZ0	COG0566	tRNA G18 (ribose-2'-O)-methylase SpoU		1
Transcription	RNA polymerase	RpoD	1SIG	COG0568	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)		4
Nucleotide transport and metabolism	Pyrimidine salvage	Udk	5B3F	COG0572	Uridine kinase		7
Inorganic ion transport and metabolism		PstC		COG0573	ABC-type phosphate transport system, permease component		1
Lipid transport and metabolism	Phospholipid biosynthesis	CdsA	4Q2E	COG0575	CDP-diglyceride synthetase		1
Posttranslational modification, protein turnover, chaperones		GrpE	1DKG	COG0576	Molecular chaperone GrpE (heat shock protein HSP-70)		1
Cell wall/membrane/envelope biogenesis		DedA		COG0586	Membrane integrity protein DedA, putative transporter, DedA/Tvp38 family		1
Replication, recombination and repair		DnaE	2HNH	COG0587	DNA polymerase III, alpha subunit		2
Carbohydrate transport and metabolism	Glycolysis	GpmA	1E58	COG0588	Phosphoglycerate mutase (BPG-dependent)		1
Translation, ribosomal structure and biogenesis	Pyrimidine salvagetRNA modification	TadA	2A8N	COG0590	tRNA(Arg) A34 adenosine deaminase TadA		2
Replication, recombination and repair		RecJ	1IR6	COG0608	ssDNA-specific exonuclease RecJ, DHH superfamily, may be involved in archaeal DNA replication intiation		1
Defense mechanisms			2W00	COG0610	Type I site-specific restriction-modification system, R (restriction) subunit and related helicases ...		1
Cell wall/membrane/envelope biogenesis	Riboflavin/FAD biosynthesis	TagD	2B7L	COG0615	Glycerol-3-phosphate cytidylyltransferase, cytidylyltransferase family		1
Translation, ribosomal structure and biogenesis	tRNA modification	PcnB	3WFR	COG0617	tRNA nucleotidyltransferase/poly(A) polymerase		2
Amino acid transport and metabolism	Methionine biosynthesis	MetE	1T7L	COG0620	Methionine synthase II (cobalamin-independent)		1
Amino acid transport and metabolism	Arginine biosynthesis	ArgE	1CG2	COG0624	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase		1
Replication, recombination and repair		Ssb	1EQQ	COG0629	Single-stranded DNA-binding protein		2
Energy production and conversion	FoF1-type ATP synthase	AtpE	1C17	COG0636	FoF1-type ATP synthase, membrane subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K		1
Energy production and conversion	NADH dehydrogenase	NuoD	2FUG	COG0649	NADH:ubiquinone oxidoreductase 49 kD subunit (chain D)		1
Intracellular trafficking, secretion, and vesicular transport		SecA	2FSF	COG0653	Preprotein translocase subunit SecA (ATPase, RNA helicase)		2
Secondary metabolites biosynthesis, transport and catabolism		ARA1	1Q13	COG0656	Aldo/keto reductase, related to diketogulonate reductase		1
Coenzyme transport and metabolism	Pantothenate/CoA biosynthesis	CoaD	3F3M	COG0669	Phosphopantetheine adenylyltransferase		1
Replication, recombination and repair		Ung	1AKZ	COG0692	Uracil-DNA glycosylase		1
Carbohydrate transport and metabolism	Pentose phosphate pathway	RpiB	1NN4	COG0698	Ribose 5-phosphate isomerase RpiB		2
Amino acid transport and metabolism	Aromatic amino acid biosynthesis	AroK	1E6C	COG0703	Shikimate kinase		6
General function prediction only	Cobalamine/B12 biosynthesis	MoxR	2R44	COG0714	MoxR-like ATPase		1
Posttranslational modification, protein turnover, chaperones		SufB	1VH4	COG0719	Fe-S cluster assembly scaffold protein SufB		1
Cell wall/membrane/envelope biogenesis		MrcB	3FWL	COG0744	Penicillin-binding protein 1B/1F, peptidoglycan  transglycosylase/transpeptidase		2
Translation, ribosomal structure and biogenesis	Aminoacyl-tRNA synthetases	GlyS		COG0751	Glycyl-tRNA synthetase, beta subunit		2
Translation, ribosomal structure and biogenesis	Aminoacyl-tRNA synthetases	GlyQ	1J5W	COG0752	Glycyl-tRNA synthetase, alpha subunit		1
Inorganic ion transport and metabolism		KatE	6RJR	COG0753	Catalase		1
Cell wall/membrane/envelope biogenesis		YidD		COG0759	Membrane-anchored protein YidD, putatitve component of membrane protein insertase Oxa1/YidC/SpoIIIJ		1
Amino acid transport and metabolism		HisM	4YMS	COG0765	ABC-type amino acid transport system, permease component		4
Cell wall/membrane/envelope biogenesis	Mureine biosynthesis	MurA	1A2N	COG0766	UDP-N-acetylglucosamine enolpyruvyl transferase		1
Cell cycle control, cell division, chromosome partitioning		FtsW	6BAR	COG0772	Peptodoglycan polymerase FtsW/RodA/SpoVE		1
Replication, recombination and repair		HimA	1B8Z	COG0776	Bacterial nucleoid DNA-binding protein IHF-alpha		1
Lipid transport and metabolism	Fatty acid biosynthesis	AccD	2F9I	COG0777	Acetyl-CoA carboxylase beta subunit		2
General function prediction only		TPR	1KLX	COG0790	TPR repeat		1
Cell wall/membrane/envelope biogenesis		NlpC	2EVR	COG0791	Cell wall-associated hydrolase, NlpC_P60 family		1
Translation, ribosomal structure and biogenesis		RsfS	6SJ6	COG0799	Ribosomal silencing factor RsfS, regulates association of 30S and 50S subunits		1
Carbohydrate transport and metabolism	Glycolysis	Glk	1Q18	COG0837	Glucokinase		1
Energy production and conversion		CyoB	1AR1	COG0843	Heme/copper-type cytochrome/quinol oxidase, subunit 1		2
Energy production and conversion	NADH dehydrogenase	NuoH	6HUM	COG1005	NADH:ubiquinone oxidoreductase subunit 1 (chain H)		2
Lipid transport and metabolism	Proline degradation	AdhE	1A4S	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase		3
Energy production and conversion	Urea cycle	PycA	5VYW	COG1038	Pyruvate carboxylase		1
Energy production and conversionCoenzyme transport and metabolismGeneral function prediction only	Pyridoxal phosphate biosynthesis	LdhA	1DXY	COG1052	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase		1
Energy production and conversion		FrmA	1A71	COG1062	Zn-dependent alcohol/formaldehyde dehydrogenase		1
Replication, recombination and repair		Sms	5LKM	COG1066	DNA repair protein RadA/Sms, contains AAA+ ATPase domain		1
Energy production and conversion	Pyruvate oxidation	AcoA	1DTW	COG1071	TPP-dependent pyruvate or acetoin dehydrogenase subunit alpha		1
Coenzyme transport and metabolism	Pantothenate/CoA biosynthesis	CoaA	2GA8	COG1072	Panthothenate kinase		1
Cell cycle control, cell division, chromosome partitioningCytoskeleton		MreB	1JCE	COG1077	Cell shape-determining ATPase MreB, actin-like superfamily		1
Nucleotide transport and metabolism		NupQ		COG1079	ABC-type guanosine uptake system NupNOPQ, permease subunit NupQ		1
Cell wall/membrane/envelope biogenesis		GalE	1A9Y	COG1087	UDP-glucose 4-epimerase		1
Cell wall/membrane/envelope biogenesis		RfbB	1G1A	COG1088	dTDP-D-glucose 4,6-dehydratase		2
Translation, ribosomal structure and biogenesis		Krr1	4QMF	COG1094	rRNA processing protein Krr1/Pno1, contains KH domain		5
Amino acid transport and metabolism		NifS	4IXO	COG1104	Cysteine desulfurase/Cysteine sulfinate desulfinase IscS or related enzyme, NifS family		2
Carbohydrate transport and metabolism		ManB	6MNV	COG1109	Phosphomannomutase		1
Amino acid transport and metabolism		AnsP		COG1113	L-asparagine transporter or related permease		1
Amino acid transport and metabolism		BrnQ		COG1114	Branched-chain amino acid permease		1
Amino acid transport and metabolism		OpuBA		COG1125	ABC-type proline/glycine betaine transport system, ATPase component		2
Amino acid transport and metabolism		GlnQ	4YMS	COG1126	ABC-type polar amino acid transport system, ATPase component		9
Carbohydrate transport and metabolism		MglA		COG1129	ABC-type sugar transport system, ATPase component		1
Defense mechanisms		MdlB	2HYD	COG1132	ABC-type multidrug transport system, ATPase and permease component		8
Amino acid transport and metabolism		AbcC	6CVL	COG1135	ABC-type methionine transport system, ATPase component		1
Cell wall/membrane/envelope biogenesis		LolD	5GKO	COG1136	ABC-type lipoprotein export system, ATPase component		3
Energy production and conversionPosttranslational modification, protein turnover, chaperones		CcmF		COG1138	Cytochrome c biogenesis protein CcmF		2
Coenzyme transport and metabolismLipid transport and metabolism	Pyridoxal phosphate biosynthesis	Dxs	2O1S	COG1154	Deoxyxylulose-5-phosphate synthase		2
Translation, ribosomal structure and biogenesis		Era	1EGA	COG1159	GTPase Era, involved in 16S rRNA processing		1
Amino acid transport and metabolismInorganic ion transport and metabolism		DppC		COG1173	ABC-type dipeptide/oligopeptide/nickel transport system, permease component		1
Translation, ribosomal structure and biogenesis	Translation factors	PrfB	1GQE	COG1186	Protein chain release factor PrfB		3
Translation, ribosomal structure and biogenesis	16S rRNA modification	RsuA	1KSK	COG1187	Pseudouridylate synthase RsuA, specific for 16S rRNA U516  and 23S rRNA U2605		1
Translation, ribosomal structure and biogenesis		YqxC	3OPN	COG1189	Predicted rRNA methylase YqxC, contains S4 and FtsJ domains		3
Translation, ribosomal structure and biogenesis	Aminoacyl-tRNA synthetases	LysU	1BBU	COG1190	Lysyl-tRNA synthetase (class II)		2
Cell cycle control, cell division, chromosome partitioningCell motility		ParA	6NOO	COG1192	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ		2
Replication, recombination and repair		RecF	5Z67	COG1195	Recombinational DNA repair ATPase RecF		1
Replication, recombination and repairTranscription		Mfd	2EYQ	COG1197	Transcription-repair coupling factor (superfamily II helicase)		1
Cell wall/membrane/envelope biogenesis		GlmU	3FWW	COG1207	Bifunctional protein GlmU, N-acetylglucosamine-1-phosphate-uridyltransferase/glucosamine-1-phosphate-acetyltransferase		4
Cell wall/membrane/envelope biogenesis		RmlA1	1FXO	COG1209	dTDP-glucose pyrophosphorylase		1
Translation, ribosomal structure and biogenesis	tRNA modification	TsaB	1OKJ	COG1214	tRNA A37 threonylcarbamoyladenosine modification protein TsaB		1
Posttranslational modification, protein turnover, chaperones		ClpX	3HTE	COG1219	ATP-dependent protease Clp, ATPase subunit ClpX		1
Inorganic ion transport and metabolism		Kch	3FWZ	COG1226	Voltage-gated potassium channel Kch		1
Energy production and conversion		PPX1	1I74	COG1227	Inorganic pyrophosphatase/exopolyphosphatase		2
Coenzyme transport and metabolism		ChlI	1G8P	COG1239	Mg-chelatase subunit ChlI		3
Intracellular trafficking, secretion, and vesicular transport		YqfA	3WXV	COG1272	Predicted membrane channel-forming protein YqfA, hemolysin III family		1
Energy production and conversion		AppB	6RKO	COG1294	Cytochrome bd-type quinol oxidase, subunit 2		2
Energy production and conversion		GltP	1XFH	COG1301	Na+/H+-dicarboxylate symporter		1
Carbohydrate transport and metabolism		UxuA	1TZ9	COG1312	D-mannonate dehydratase		1
Translation, ribosomal structure and biogenesis	tRNA modification	TmcAL	5Y0T	COG1323	tRNA-Met C34-N4-acetylcytidine synthase TmcAL		1
Transcription		ScpB	1T6S	COG1386	Chromosome segregation and condensation protein ScpB		3
Coenzyme transport and metabolism	Cobalamine/B12 biosynthesis	CobN	4ZHJ	COG1429	Cobalamin biosynthesis protein CobN, Mg-chelatase		2
Carbohydrate transport and metabolism		CelA	1E2B	COG1440	Phosphotransferase system cellobiose-specific component IIB		1
General function prediction only		YloV		COG1461	Predicted kinase related to dihydroxyacetone kinase		1
Inorganic ion transport and metabolism		NlpA	1P99	COG1464	ABC-type metal ion transport system, periplasmic component/surface antigen		4
General function prediction only	Lysine biosynthesis	AbgB	3RAM	COG1473	Metal-dependent amidase/aminoacylase/carboxypeptidase		1
Replication, recombination and repair		DnaC	2QGZ	COG1484	DNA replication protein DnaC		4
Coenzyme transport and metabolism	NAD biosynthesis	PncB	1VLP	COG1488	Nicotinic acid phosphoribosyltransferase		1
Signal transduction mechanisms		HprK	1JB1	COG1493	Serine kinase of the HPr protein, regulates carbohydrate metabolism		1
Inorganic ion transport and metabolism		YfiH	1RV9	COG1496	Copper oxidase (laccase) domain		2
Translation, ribosomal structure and biogenesis		RaiA	1IMU	COG1544	Ribosome-associated translation inhibitor RaiA		1
Carbohydrate transport and metabolism		ATH1	1H54	COG1554	Kojibiose phosphorylase YcjT		2
Function unknown		YicC		COG1561	Uncharacterized stationary-phase protein YicC, UPF0701 family		1
Replication, recombination and repair		XseA		COG1570	Exonuclease VII, large subunit		1
General function prediction only		YqeY	1NG6	COG1610	Uncharacterized conserved protein YqeY, may have tRNA amino acid amidase activity		1
Energy production and conversion		LldP		COG1620	L-lactate permease		2
Carbohydrate transport and metabolism		SacC	1ST8	COG1621	Sucrose-6-phosphate hydrolase SacC, GH32 family		1
Cell cycle control, cell division, chromosome partitioning		FtsK	2IUT	COG1674	DNA segregation ATPase FtsK/SpoIIIE or related protein		3
Cell wall/membrane/envelope biogenesisCell motility		FlgJ	2ZYC	COG1705	Flagellum-specific peptidoglycan hydrolase FlgJ		1
Translation, ribosomal structure and biogenesis	tRNA modification	TrmO	1XQB	COG1720	tRNA (Thr-GGU) A37 N6-methylase		1
General function prediction only		YcfA	1WHZ	COG1724	Predicted RNA binding protein YcfA, dsRBD-like fold, HicA-like mRNA interferase family		1
