ID	Function	Clan	Gene	Count
PF00486	Transcriptional regulatory protein, C terminal	CL0123	Trans_reg_C	201
PF00488	MutS domain V	CL0023	MutS_V	282
PF00490	Delta-aminolevulinic acid dehydratase	CL0036	ALAD	2
PF00496	Bacterial extracellular solute-binding proteins, family 5 Middle	CL0177	SBP_bac_5	73
PF00521	DNA gyrase/topoisomerase IV, subunit A		DNA_topoisoIV	820
PF00535	Glycosyl transferase family 2	CL0110	Glycos_transf_2	8
PF00542	Ribosomal protein L7/L12 C-terminal domain		Ribosomal_L12	65
PF00551	Formyl transferase		Formyl_trans_N	78
PF00557	Metallopeptidase family M24		Peptidase_M24	53
PF00562	RNA polymerase Rpb2, domain 6	CL0410	RNA_pol_Rpb2_6	372
PF00570	HRDC domain	CL0426	HRDC	37
PF00572	Ribosomal protein L13		Ribosomal_L13	50
PF00573	Ribosomal protein L4/L1 family		Ribosomal_L4	133
PF00574	Clp protease	CL0127	CLP_protease	172
PF00580	UvrD/REP helicase N-terminal domain	CL0023	UvrD-helicase	180
PF00584	SecE/Sec61-gamma subunits of protein translocation complex		SecE	56
PF00589	Phage integrase family	CL0382	Phage_integrase	121
PF00596	Class II Aldolase and Adducin N-terminal domain		Aldolase_II	10
PF00623	RNA polymerase Rpb1, domain 2		RNA_pol_Rpb1_2	129
PF00625	Guanylate kinase	CL0023	Guanylate_kin	16
PF00636	Ribonuclease III domain	CL0539	Ribonuclease_3	7
PF00654	Voltage gated chloride channel		Voltage_CLC	28
PF00672	HAMP domain	CL0681	HAMP	11
PF00673	ribosomal L5P family C-terminus		Ribosomal_L5_C	139
PF00676	Dehydrogenase E1 component	CL0254	E1_dh	119
PF00687	Ribosomal protein L1p/L10e family		Ribosomal_L1	82
PF00689	Cation transporting ATPase, C-terminus		Cation_ATPase_C	44
PF00690	Cation transporter/ATPase, N-terminus		Cation_ATPase_N	39
PF00707	Translation initiation factor IF-3, C-terminal domain		IF3_C	94
PF00709	Adenylosuccinate synthetase	CL0023	Adenylsucc_synt	453
PF00724	NADH:flavin oxidoreductase / NADH oxidase family	CL0036	Oxidored_FMN	111
PF00731	AIR carboxylase	CL0224	AIRC	162
PF00742	Homoserine dehydrogenase	CL0139	Homoserine_dh	4
PF00749	tRNA synthetases class I (E and Q), catalytic domain	CL0039	tRNA-synt_1c	212
PF00750	tRNA synthetases class I (R)	CL0039	tRNA-synt_1d	42
PF00763	Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain	CL0603	THF_DHG_CYH	14
PF00772	DnaB-like helicase N terminal domain		DnaB	2
PF00773	RNB domain		RNB	282
PF00781	Diacylglycerol kinase catalytic domain	CL0240	DAGK_cat	39
PF00793	DAHP synthetase I family	CL0036	DAHP_synth_1	60
PF00814	tRNA N6-adenosine threonylcarbamoyltransferase	CL0108	TsaD	119
PF00828	Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A	CL0588	Ribosomal_L27A	8
PF00829	Ribosomal prokaryotic L21 protein		Ribosomal_L21p	20
PF00830	Ribosomal L28 family		Ribosomal_L28	13
PF00831	Ribosomal L29 protein	CL0346	Ribosomal_L29	108
PF00834	Ribulose-phosphate 3 epimerase family	CL0036	Ribul_P_3_epim	66
PF00842	Alanine racemase, C-terminal domain	CL0105	Ala_racemase_C	37
PF00854	POT family	CL0015	PTR2	67
PF00857	Isochorismatase family		Isochorismatase	67
PF00861	Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast	CL0267	Ribosomal_L18p	125
PF00871	Acetokinase family	CL0108	Acetate_kinase	290
PF00883	Cytosol aminopeptidase family, catalytic domain	CL0105	Peptidase_M17	1
PF00886	Ribosomal protein S16		Ribosomal_S16	44
PF00889	Elongation factor TS		EF_TS	55
PF00908	dTDP-4-dehydrorhamnose 3,5-epimerase	CL0029	dTDP_sugar_isom	149
PF00912	Transglycosylase	CL0037	Transgly	73
PF00920	Dehydratase family		ILVD_EDD	2
PF00950	ABC 3 transport family	CL0142	ABC-3	61
PF00953	Glycosyl transferase family 4		Glycos_transf_4	2
PF00958	GMP synthase C terminal domain		GMP_synt_C	200
PF00986	DNA gyrase B subunit, carboxyl terminus		DNA_gyraseB_C	189
PF00988	Carbamoyl-phosphate synthase small chain, CPSase domain	CL0364	CPSase_sm_chain	139
PF01016	Ribosomal L27 protein		Ribosomal_L27	86
PF01018	GTP1/OBG		GTP1_OBG	70
PF01025	GrpE		GrpE	12
PF01026	TatD related DNase	CL0036	TatD_DNase	134
PF01029	NusB family	CL0633	NusB	40
PF01032	FecCD transport family	CL0142	FecCD	5
PF01035	6-O-methylguanine DNA methyltransferase, DNA binding domain	CL0123	DNA_binding_1	37
PF01043	SecA preprotein cross-linking domain		SecA_PP_bind	87
PF01066	CDP-alcohol phosphatidyltransferase		CDP-OH_P_transf	57
PF01071	Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain	CL0179	GARS_A	80
PF01078	Magnesium chelatase, subunit ChlI	CL0023	Mg_chelatase	2
PF01084	Ribosomal protein S18	CL0123	Ribosomal_S18	38
PF01098	Cell cycle protein	CL0142	FTSW_RODA_SPOVE	30
PF01116	Fructose-bisphosphate aldolase class-II	CL0036	F_bP_aldolase	85
PF01119	DNA mismatch repair protein, C-terminal domain	CL0329	DNA_mis_repair	74
PF01121	Dephospho-CoA kinase	CL0023	CoaE	8
PF01131	DNA topoisomerase		Topoisom_bac	96
PF01132	Elongation factor P (EF-P) OB domain	CL0021	EFP	9
PF01134	Glucose inhibited division protein A	CL0063	GIDA	576
PF01136	Peptidase family U32		Peptidase_U32	218
PF01148	Cytidylyltransferase family	CL0234	CTP_transf_1	79
PF01156	Inosine-uridine preferring nucleoside hydrolase	CL0727	IU_nuc_hydro	126
PF01165	Ribosomal protein S21		Ribosomal_S21	27
PF01168	Alanine racemase, N-terminal domain	CL0036	Ala_racemase_N	28
PF01170	Putative RNA methylase family UPF0020	CL0063	UPF0020	69
PF01171	PP-loop family	CL0039	ATP_bind_3	5
PF01176	Translation initiation factor 1A / IF-1	CL0021	eIF-1a	107
PF01180	Dihydroorotate dehydrogenase	CL0036	DHO_dh	96
PF01189	16S rRNA methyltransferase RsmB/F	CL0063	Methyltr_RsmB-F	2
PF01195	Peptidyl-tRNA hydrolase	CL0408	Pept_tRNA_hydro	63
PF01196	Ribosomal protein L17		Ribosomal_L17	36
PF01197	Ribosomal protein L31	CL0758	Ribosomal_L31	20
PF01205	Uncharacterized protein family UPF0029	CL0329	UPF0029	47
PF01207	Dihydrouridine synthase (Dus)	CL0036	Dus	91
PF01210	NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus	CL0063	NAD_Gly3P_dh_N	10
PF01220	Dehydroquinase class II		DHquinase_II	1
PF01226	Formate/nitrite transporter	CL0716	Form_Nir_trans	44
PF01228	Glycine radical	CL0339	Gly_radical	95
PF01245	Ribosomal protein L19	CL0010	Ribosomal_L19	161
PF01252	Signal peptidase (SPase) II		Peptidase_A8	32
PF01255	Putative undecaprenyl diphosphate synthase		Prenyltransf	119
PF01259	SAICAR synthetase		SAICAR_synt	41
PF01263	Aldose 1-epimerase	CL0103	Aldose_epim	6
PF01264	Chorismate synthase		Chorismate_synt	48
PF01268	Formate--tetrahydrofolate ligase	CL0023	FTHFS	749
PF01272	Transcription elongation factor, GreA/GreB, C-term	CL0487	GreA_GreB	40
PF01281	Ribosomal protein L9, N-terminal domain		Ribosomal_L9_N	40
PF01297	Zinc-uptake complex component A periplasmic	CL0043	ZnuA	16
PF01300	Telomere recombination		Sua5_yciO_yrdC	20
PF01301	Glycosyl hydrolases family 35	CL0036	Glyco_hydro_35	205
PF01316	Arginine repressor, DNA binding domain	CL0123	Arg_repressor	35
PF01327	Polypeptide deformylase		Pep_deformylase	18
PF01351	Ribonuclease HII	CL0219	RNase_HII	58
PF01367	5'-3' exonuclease, C-terminal SAM fold	CL0464	5_3_exonuc	66
PF01381	Helix-turn-helix	CL0123	HTH_3	1
PF01406	tRNA synthetases class I (C) catalytic domain	CL0039	tRNA-synt_1e	284
PF01409	tRNA synthetases class II core domain (F)	CL0040	tRNA-synt_2d	298
PF01411	tRNA synthetases class II (A)	CL0040	tRNA-synt_2c	211
PF01424	R3H domain		R3H	9
PF01425	Amidase		Amidase	201
PF01430	Hsp33 protein		HSP33	58
PF01432	Peptidase family M3	CL0126	Peptidase_M3	7
PF01434	Peptidase family M41	CL0126	Peptidase_M41	134
PF01451	Low molecular weight phosphotyrosine protein phosphatase	CL0031	LMWPc	9
PF01458	SUF system FeS cluster assembly, SufBD		SUFBD	78
PF01470	Pyroglutamyl peptidase	CL0379	Peptidase_C15	249
PF01476	LysM domain	CL0187	LysM	330
PF01479	S4 domain	CL0492	S4	51
PF01487	Type I 3-dehydroquinase	CL0036	DHquinase_I	42
PF01509	TruB family pseudouridylate synthase (N terminal domain)	CL0649	TruB_N	72
PF01515	Phosphate acetyl/butaryl transferase	CL0270	PTA_PTB	171
PF01544	CorA-like Mg2+ transporter protein		CorA	2
PF01556	DnaJ C terminal domain		DnaJ_C	6
PF01566	Natural resistance-associated macrophage protein-like	CL0062	Nramp	16
PF01580	FtsK/SpoIIIE family	CL0023	FtsK_SpoIIIE	217
PF01624	MutS domain I		MutS_I	86
PF01625	Peptide methionine sulfoxide reductase		PMSR	99
PF01641	SelR domain	CL0080	SelR	149
PF01643	Acyl-ACP thioesterase N-terminal domain	CL0050	Acyl-ACP_TE	9
PF01653	NAD-dependent DNA ligase adenylation domain	CL0179	DNA_ligase_aden	191
PF01668	SmpB protein		SmpB	123
PF01676	Metalloenzyme superfamily	CL0088	Metalloenzyme	59
PF01694	Rhomboid family	CL0207	Rhomboid	4
PF01702	Queuine tRNA-ribosyltransferase	CL0036	TGT	333
PF01709	TACO1/YebC second and third domain		Transcrip_reg	151
PF01713	Smr domain		Smr	1
PF01715	IPP transferase	CL0023	IPPT	44
PF01725	Ham1 family	CL0269	Ham1p_like	101
PF01726	LexA DNA binding domain	CL0123	LexA_DNA_bind	37
PF01729	Quinolinate phosphoribosyl transferase, C-terminal domain	CL0036	QRPTase_C	84
PF01741	Large-conductance mechanosensitive channel, MscL	CL0167	MscL	8
PF01746	tRNA (Guanine-1)-methyltransferase	CL0098	tRNA_m1G_MT	21
PF01761	3-dehydroquinate synthase	CL0224	DHQ_synthase	226
PF01765	Ribosome recycling factor		RRF	131
PF01783	Ribosomal L32p protein family	CL0167	Ribosomal_L32p	61
PF01784	Duf34/NIF3 (NGG1p interacting factor 3)		DUF34_NIF3	35
PF01790	Prolipoprotein diacylglyceryl transferase		LGT	31
PF01795	MraW methylase family	CL0063	Methyltransf_5	229
PF01807	CHC2 zinc finger	CL0167	zf-CHC2	80
PF01808	AICARFT/IMPCHase bienzyme	CL0109	AICARFT_IMPCHas	266
PF01809	Putative membrane protein insertion efficiency factor		YidD	41
PF01855	Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg	CL0254	POR_N	67
PF01867	CRISPR associated protein Cas1		Cas_Cas1	185
PF01874	ATP:dephospho-CoA triphosphoribosyl transferase 		CitG	3
PF01926	50S ribosome-binding GTPase	CL0023	MMR_HSR1	12
PF01933	2-phospho-L-lactate transferase CofD		CofD	182
PF01960	ArgJ family	CL0635	ArgJ	1
PF01985	CRS1 / YhbY (CRM) domain		CRS1_YhbY	10
PF02073	Thermophilic metalloprotease (M29)		Peptidase_M29	1
PF02091	Glycyl-tRNA synthetase alpha subunit	CL0040	tRNA-synt_2e	385
PF02092	Glycyl-tRNA synthetase beta subunit		tRNA_synt_2f	331
PF02096	60Kd inner membrane protein	CL0376	60KD_IMP	5
PF02110	Hydroxyethylthiazole kinase family	CL0118	HK	77
PF02130	Endoribonuclease YbeY	CL0126	YbeY	50
PF02163	Peptidase family M50	CL0126	Peptidase_M50	55
PF02195	ParB/Sulfiredoxin domain	CL0248	ParBc	50
PF02222	ATP-grasp domain	CL0179	ATP-grasp	38
PF02223	Thymidylate kinase	CL0023	Thymidylate_kin	7
PF02224	Cytidylate kinase	CL0023	Cytidylate_kin	59
PF02255	PTS system, Lactose/Cellobiose specific IIA subunit		PTS_IIA	38
PF02274	Arginine deiminase	CL0197	ADI	132
PF02293	AmiS/UreI family transporter		AmiS_UreI	8
PF02350	UDP-N-acetylglucosamine 2-epimerase	CL0113	Epimerase_2	180
PF02353	Mycolic acid cyclopropane synthetase	CL0063	CMAS	143
PF02367	Threonylcarbamoyl adenosine biosynthesis protein TsaE	CL0023	TsaE	28
PF02381	MraZ protein, putative antitoxin-like	CL0132	MraZ	34
PF02384	N-6 DNA Methylase	CL0063	N6_Mtase	7
PF02388	FemAB family	CL0257	FemAB	83
PF02390	Putative methyltransferase 	CL0063	Methyltransf_4	19
PF02397	Bacterial sugar transferase		Bac_transf	117
PF02410	Ribosomal silencing factor during starvation 	CL0260	RsfS	23
PF02421	Ferrous iron transport protein B	CL0023	FeoB_N	136
PF02445	Quinolinate synthetase A protein		NadA	116
PF02449	Beta-galactosidase	CL0036	Glyco_hydro_42	177
PF02452	PemK-like, MazF-like toxin of type II toxin-antitoxin system	CL0010	PemK_toxin	1
PF02457	DisA bacterial checkpoint controller nucleotide-binding		DAC	36
PF02463	RecF/RecN/SMC N terminal domain	CL0023	SMC_N	86
PF02481	DNA recombination-mediator protein A	CL0349	DNA_processg_A	46
PF02491	SHS2 domain inserted in FTSA	CL0319	SHS2_FTSA	64
PF02502	Ribose/Galactose Isomerase		LacAB_rpiB	10
PF02504	Fatty acid synthesis protein	CL0270	FA_synthesis	2
PF02527	rRNA small subunit methyltransferase G	CL0063	GidB	64
PF02540	NAD synthase	CL0039	NAD_synthase	38
PF02547	Queuosine biosynthesis protein		Queuosine_synth	211
PF02559	CarD-like/TRCF RID domain	CL0010	CarD_TRCF_RID	29
PF02562	PhoH-like protein	CL0023	PhoH	221
PF02568	Thiamine biosynthesis protein (ThiI)	CL0039	ThiI	10
PF02576	RimP N-terminal domain		RimP_N	22
PF02580	D-Tyr-tRNA(Tyr) deacylase		Tyr_Deacylase	20
PF02581	Thiamine monophosphate synthase	CL0036	TMP-TENI	16
PF02590	Predicted SPOUT methyltransferase	CL0098	SPOUT_MTase	16
PF02595	Glycerate kinase family		Gly_kinase	55
PF02601	Exonuclease VII, large subunit		Exonuc_VII_L	235
PF02603	HPr Serine kinase N terminus	CL0365	Hpr_kinase_N	20
PF02609	Exonuclease VII small subunit		Exonuc_VII_S	28
PF02610	L-arabinose isomerase		Arabinose_Isome	544
PF02614	Glucuronate isomerase	CL0036	UxaC	326
PF02618	YceG-like family		YceG	21
PF02632	BioY family	CL0315	BioY	7
PF02637	GatB domain	CL0279	GatB_Yqey	60
PF02650	WhiA C-terminal HTH domain	CL0123	HTH_WhiA	66
PF02660	Glycerol-3-phosphate acyltransferase		G3P_acyltransf	20
PF02664	S-Ribosylhomocysteinase (LuxS)	CL0094	LuxS	59
PF02677	Epoxyqueuosine reductase QueH	CL0039	QueH	13
PF02699	Preprotein translocase subunit		YajC	35
PF02700	Phosphoribosylformylglycinamidine (FGAM) synthase		PurS	27
PF02719	Polysaccharide biosynthesis protein	CL0063	Polysacc_synt_2	436
PF02739	5'-3' exonuclease, N-terminal resolvase-like domain	CL0280	5_3_exonuc_N	26
PF02742	Iron dependent repressor, metal binding and dimerisation domain	CL0123	Fe_dep_repr_C	40
PF02772	S-adenosylmethionine synthetase, central domain		S-AdoMet_synt_M	159
PF02773	S-adenosylmethionine synthetase, C-terminal domain		S-AdoMet_synt_C	180
PF02777	Iron/manganese superoxide dismutases, C-terminal domain		Sod_Fe_C	85
PF02779	Transketolase, pyrimidine binding domain	CL0254	Transket_pyr	23
PF02780	Transketolase, C-terminal domain	CL0591	Transketolase_C	125
PF02781	Glucose-6-phosphate dehydrogenase, C-terminal domain	CL0139	G6PD_C	168
PF02785	Biotin carboxylase C-terminal domain	CL0105	Biotin_carb_C	38
PF02786	Carbamoyl-phosphate synthase L chain, ATP binding domain	CL0179	CPSase_L_D2	146
PF02787	Carbamoyl-phosphate synthetase large chain, oligomerisation domain	CL0123	CPSase_L_D3	5
PF02800	Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain	CL0139	Gp_dh_C	270
PF02801	Beta-ketoacyl synthase, C-terminal domain	CL0046	Ketoacyl-synt_C	48
PF02803	Thiolase, C-terminal domain	CL0046	Thiolase_C	137
PF02817	e3 binding domain		E3_binding	1
PF02824	TGS domain	CL0072	TGS	79
PF02826	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	CL0063	2-Hacid_dh_C	36
PF02829	3H domain		3H	87
PF02863	Arginine repressor, C-terminal domain	CL0738	Arg_repressor_C	7
PF02866	lactate/malate dehydrogenase, alpha/beta C-terminal domain	CL0341	Ldh_1_C	13
PF02867	Ribonucleotide reductase, barrel domain	CL0339	Ribonuc_red_lgC	39
PF02873	UDP-N-acetylenolpyruvoylglucosamine reductase, C-terminal domain		MurB_C	79
PF02878	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I	CL0754	PGM_PMM_I	47
PF02880	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III	CL0754	PGM_PMM_III	91
PF02881	SRP54-type protein, helical bundle domain		SRP54_N	13
PF02882	Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain	CL0063	THF_DHG_CYH_C	256
PF02885	Glycosyl transferase family, helical bundle domain		Glycos_trans_3N	26
PF02887	Pyruvate kinase, alpha/beta domain		PK_C	18
PF02896	PEP-utilising enzyme, PEP-binding domain	CL0036	PEP-utilizers_C	353
PF02901	Pyruvate formate lyase-like	CL0339	PFL-like	180
PF02912	Aminoacyl tRNA synthetase class II, N-terminal domain	CL0298	Phe_tRNA-synt_N	22
PF02934	GatB/GatE catalytic domain	CL0286	GatB_N	250
PF02978	Signal peptide binding domain	CL0123	SRP_SPB	17
PF03033	Glycosyltransferase family 28 N-terminal domain	CL0113	Glyco_transf_28	12
PF03051	Peptidase C1-like family	CL0125	Peptidase_C1_2	471
PF03054	tRNA methyl transferase HUP domain	CL0039	tRNA_Me_trans	147
PF03118	Bacterial RNA polymerase, alpha chain C terminal domain	CL0198	RNA_pol_A_CTD	66
PF03120	NAD-dependent DNA ligase OB-fold domain	CL0021	DNA_ligase_OB	93
PF03123	CAT RNA binding domain		CAT_RBD	37
PF03143	Elongation factor Tu C-terminal domain	CL0740	GTP_EFTU_D3	69
PF03180	NlpA lipoprotein	CL0177	Lipoprotein_9	71
PF03193	RsgA GTPase	CL0023	RsgA_GTPase	21
PF03255	Acetyl co-enzyme A carboxylase carboxyltransferase alpha subunit	CL0127	ACCA	160
PF03264	NapC/NirT cytochrome c family, N-terminal region	CL0317	Cytochrom_NNT	2
PF03313	Serine dehydratase alpha chain	CL0722	SDH_alpha	308
PF03328	HpcH/HpaI aldolase/citrate lyase family	CL0036	HpcH_HpaI	110
PF03358	NADPH-dependent FMN reductase	CL0042	FMN_red	15
PF03374	Phage antirepressor protein KilAC domain		ANT	112
PF03390	2-hydroxycarboxylate transporter family		2HCT	95
PF03449	Transcription elongation factor, N-terminal		GreA_GreB_N	42
PF03461	TRCF domain		TRCF	26
PF03462	PCRF domain		PCRF	278
PF03483	B3/4 domain	CL0383	B3_4	70
PF03484	tRNA synthetase B5 domain	CL0123	B5	11
PF03572	Peptidase family S41	CL0127	Peptidase_S41	8
PF03577	Peptidase family C69	CL0052	Peptidase_C69	252
PF03592	Terminase small subunit 		Terminase_2	124
PF03602	Conserved hypothetical protein 95	CL0063	Cons_hypoth95	17
PF03609	PTS system sorbose-specific iic component		EII-Sor	109
PF03611	PTS system sugar-specific permease component		EIIC-GAT	35
PF03613	PTS system mannose/fructose/sorbose family IID component		EIID-AGA	566
PF03618	Kinase/pyrophosphorylase	CL0023	Kinase-PPPase	117
PF03632	Glycosyl hydrolase family 65 central catalytic domain	CL0059	Glyco_hydro_65m	63
PF03641	Possible lysine decarboxylase	CL0349	Lysine_decarbox	3
PF03649	Uncharacterised protein family (UPF0014)		UPF0014	37
PF03668	P-loop ATPase protein family	CL0023	ATP_bind_2	101
PF03672	Uncharacterised protein family (UPF0154)		UPF0154	29
PF03719	Ribosomal protein S5, C-terminal domain	CL0329	Ribosomal_S5_C	97
PF03764	Elongation factor G, domain IV	CL0329	EFG_IV	209
PF03773	Predicted permease	CL0182	ArsP_1	7
PF03786	D-mannonate dehydratase (UxuA)	CL0036	UxuA	324
