L1	L2	L3	L4	ID	Function	EC	Count
Translation, ribosomal structure and biogenesis	Translation factors	FusA	1DAR	COG0480	Translation elongation factor EF-G, a GTPase		3
Carbohydrate transport and metabolism	Gluconeogenesis	SuhB	1AWB	COG0483	Archaeal fructose-1,6-bisphosphatase or related enzyme, inositol monophosphatase family		2
Translation, ribosomal structure and biogenesis	tRNA modification	MnmE		COG0486	tRNA U34 5-carboxymethylaminomethyl modifying GTPase MnmE/TrmE		1
General function prediction only		Uup	5ZXD	COG0488	ATPase components of ABC transporters with duplicated ATPase domains		1
Coenzyme transport and metabolism		SAM1	1A7A	COG0499	S-adenosylhomocysteine hydrolase		1
Nucleotide transport and metabolism	Pyrimidine biosynthesis	PyrG	1S1M	COG0504	CTP synthase (UTP-ammonia lyase)		1
Replication, recombination and repair		RecQ	1OYW	COG0514	Superfamily II DNA helicase RecQ		2
Amino acid transport and metabolism		CsdA	4LW2	COG0520	Selenocysteine lyase/Cysteine desulfurase		1
Translation, ribosomal structure and biogenesis	Translation factors	InfB	5ME0	COG0532	Translation initiation factor IF-2, a GTPase		4
Posttranslational modification, protein turnover, chaperones		ClpA	1KSF	COG0542	ATP-dependent Clp protease, ATP-binding subunit ClpA		1
Replication, recombination and repair		TopA	1CY0	COG0550	DNA topoisomerase IA		1
TranscriptionReplication, recombination and repair		HepA	6UXV	COG0553	Superfamily II DNA or RNA helicase, SNF2 family		1
Energy production and conversion		GlpK	2ZF5	COG0554	Glycerol kinase		2
Replication, recombination and repair		UvrB	1C4O	COG0556	Excinuclease UvrABC helicase subunit UvrB		1
Translation, ribosomal structure and biogenesis	23S rRNA modification	RluA	2I82	COG0564	Pseudouridine synthase RluA, 23S rRNA- or tRNA-specific		2
Transcription	RNA polymerase	RpoD	1SIG	COG0568	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)		1
Carbohydrate transport and metabolism	Glycolysis	GpmA	1E58	COG0588	Phosphoglycerate mutase (BPG-dependent)		6
Amino acid transport and metabolismInorganic ion transport and metabolism		DppB		COG0601	ABC-type dipeptide/oligopeptide/nickel transport system, permease component		3
Inorganic ion transport and metabolism		FepD	2NQ2	COG0609	ABC-type Fe3+-siderophore transport system, permease component		1
Lipid transport and metabolism	Fatty acid biosynthesis	FabI	1C14	COG0623	Enoyl-[acyl-carrier-protein] reductase FabI		2
Amino acid transport and metabolism	Methionine biosynthesis	MetC	1CL1	COG0626	Cystathionine beta-lyase/cystathionine gamma-synthase		2
Replication, recombination and repair		RuvA	1BDX	COG0632	Holliday junction resolvasome RuvABC DNA-binding subunit		2
Nucleotide transport and metabolism	Purine salvage	HptA	1G9S	COG0634	Hypoxanthine-guanine phosphoribosyltransferase		2
Energy production and conversion	FoF1-type ATP synthase	AtpE	1C17	COG0636	FoF1-type ATP synthase, membrane subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K		1
Coenzyme transport and metabolismGeneral function prediction only		PdxI	1LQA	COG0667	Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family		1
Inorganic ion transport and metabolism		FTR1		COG0672	High-affinity Fe2+/Pb2+ permease		2
Energy production and conversion	Pyruvate oxidation	PorA	5C4I	COG0674	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, alpha subunit		1
Posttranslational modification, protein turnover, chaperones		SufB	1VH4	COG0719	Fe-S cluster assembly scaffold protein SufB		2
Cell wall/membrane/envelope biogenesis		MrcB	3FWL	COG0744	Penicillin-binding protein 1B/1F, peptidoglycan  transglycosylase/transpeptidase		2
Cell cycle control, cell division, chromosome partitioning		FtsW	6BAR	COG0772	Peptodoglycan polymerase FtsW/RodA/SpoVE		2
Lipid transport and metabolism	Fatty acid biosynthesis	AccD	2F9I	COG0777	Acetyl-CoA carboxylase beta subunit		1
Cell wall/membrane/envelope biogenesis	Mureine biosynthesis	MurI	1B73	COG0796	Glutamate racemase		1
Carbohydrate transport and metabolism		YqeC	4E21	COG1023	6-phosphogluconate dehydrogenase (decarboxylating)		1
Energy production and conversion	Pyruvate oxidation	AcoA	1DTW	COG1071	TPP-dependent pyruvate or acetoin dehydrogenase subunit alpha		2
Carbohydrate transport and metabolism		YcjR	3KTC	COG1082	Sugar phosphate isomerase/epimerase		1
Amino acid transport and metabolism		NifS	4IXO	COG1104	Cysteine desulfurase/Cysteine sulfinate desulfinase IscS or related enzyme, NifS family		1
Amino acid transport and metabolism		GlnQ	4YMS	COG1126	ABC-type polar amino acid transport system, ATPase component		1
Defense mechanisms		MdlB	2HYD	COG1132	ABC-type multidrug transport system, ATPase and permease component		3
Cell wall/membrane/envelope biogenesis		LolD	5GKO	COG1136	ABC-type lipoprotein export system, ATPase component		2
Amino acid transport and metabolism		PepF	3CE2	COG1164	Oligoendopeptidase F		2
Amino acid transport and metabolism		OpuBB		COG1174	ABC-type proline/glycine betaine transport system, permease component		1
Translation, ribosomal structure and biogenesis	Aminoacyl-tRNA synthetases	LysU	1BBU	COG1190	Lysyl-tRNA synthetase (class II)		2
Replication, recombination and repair		RecF	5Z67	COG1195	Recombinational DNA repair ATPase RecF		2
Replication, recombination and repairTranscription		Mfd	2EYQ	COG1197	Transcription-repair coupling factor (superfamily II helicase)		3
Signal transduction mechanisms		TypA	5A9V	COG1217	Predicted membrane GTPase TypA/BipA involved in stress response		1
Lipid transport and metabolism		DegV	1MGP	COG1307	Fatty acid-binding protein DegV (function unknown)		1
Function unknown			3M7A	COG1430	Uncharacterized conserved membrane protein, UPF0127 family		2
Carbohydrate transport and metabolism		CelA	1E2B	COG1440	Phosphotransferase system cellobiose-specific component IIB		2
Carbohydrate transport and metabolism		BglX	2X40	COG1472	Periplasmic beta-glucosidase and related glycosidases		1
Signal transduction mechanisms		PgpH		COG1480	Cyclic di-AMP-specific phosphodiesterase PgpH, HD superfamily		2
Transcription		PurR	1BDH	COG1609	DNA-binding transcriptional regulator, LacI/PurR family		1
Cell cycle control, cell division, chromosome partitioning		FtsK	2IUT	COG1674	DNA segregation ATPase FtsK/SpoIIIE or related protein		1
Carbohydrate transport and metabolismSignal transduction mechanisms		PtsN	2OQ3	COG1762	Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)		1
Signal transduction mechanisms		YaaT		COG1774	Cell fate regulator YaaT, PSP1 superfamily (controls sporulation, competence, biofilm development)		1
Translation, ribosomal structure and biogenesis	Ribosome 50S subunit	RpmD	1VS6	COG1841	Ribosomal protein L30/L7E		1
Coenzyme transport and metabolism	Pantothenate/CoA biosynthesis	PanE	1BG6	COG1893	Ketopantoate reductase		1
Cell wall/membrane/envelope biogenesis		RfbC	1DZR	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase or related enzyme		1
Energy production and conversion		FadH	1BWK	COG1902	2,4-dienoyl-CoA reductase or related NADH-dependent reductase, Old Yellow Enzyme (OYE) family		1
Amino acid transport and metabolism		MetP	6CVL	COG2011	ABC-type methionine transport system, permease component		1
Replication, recombination and repair		PolC		COG2176	DNA polymerase III, alpha subunit (gram-positive type)		1
Energy production and conversion	Na+-translocating NADH dehydrogenase	NqrE	4P6V	COG2209	Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrE		1
Carbohydrate transport and metabolism		MtlA	1VRV	COG2213	Phosphotransferase system, mannitol-specific IIBC component		2
Lipid transport and metabolism		Cfa	5Z9O	COG2230	Cyclopropane fatty-acyl-phospholipid synthase and related methyltransferases		2
Replication, recombination and repair		RarA	3PVS	COG2256	Replication-associated recombination protein RarA (DNA-dependent ATPase)		2
Lipid transport and metabolismGeneral function prediction only	Non-phosphorylated Entner-Doudoroff pathway	BetA	1B4V	COG2303	Choline dehydrogenase or related flavoprotein		1
Energy production and conversionPosttranslational modification, protein turnover, chaperones		CcmE	1J6Q	COG2332	Cytochrome c biogenesis protein CcmE		2
Transcription		Rex	3KEO	COG2344	NADH/NAD ratio-sensing transcriptional regulator Rex		1
Translation, ribosomal structure and biogenesis	tRNA modification	TrmK	3KR9	COG2384	tRNA A22 N1-methylase		1
General function prediction only			3NLC	COG2509	FAD-dependent dehydrogenase		1
Replication, recombination and repair		DnaX	1A5T	COG2812	DNA polymerase III, gamma/tau subunits		2
Cell wall/membrane/envelope biogenesis		PASTA		COG2815	PASTA domain, binds beta-lactams		1
Cell wall/membrane/envelope biogenesis		RfaE	5X9Q	COG2870	ADP-heptose synthase, bifunctional sugar kinase/adenylyltransferase		2
Cell wall/membrane/envelope biogenesis	Lipid A biosynthesis	KdsA	1G7U	COG2877	3-deoxy-D-manno-octulosonic acid (KDO) 8-phosphate synthase		2
Amino acid transport and metabolism		HutU	1UWK	COG2987	Urocanate hydratase		2
Replication, recombination and repair		YaaA	5CAJ	COG3022	DNA-binding protein YaaA associated with the oxidative stress response		1
Carbohydrate transport and metabolism		UlaA	4RP8	COG3037	Ascorbate-specific PTS system IIC component UlaA		1
Translation, ribosomal structure and biogenesisDefense mechanisms		YafQ	4MMG	COG3041	mRNA-degrading endonuclease YafQ (mRNA interferase), toxin component of the YafQ-DinJ toxin-antitoxin module		1
Energy production and conversion		CitF	1XR4	COG3051	Citrate lyase, alpha subunit		1
Function unknown		YceH	3BZ6	COG3132	Uncharacterized conserved protein YceH, UPF0502 family		1
General function prediction only		YotM	1RZN	COG3331	Penicillin-binding protein-related factor A, putative recombinase		1
General function prediction only			5N9M	COG3442	Glutamine amidotransferase related to the GATase domain of CobQ		1
Carbohydrate transport and metabolism		HpcH	1DXE	COG3836	2-keto-3-deoxy-L-rhamnonate aldolase RhmA		2
Signal transduction mechanisms		DarA	3M05	COG3870	Cyclic di-AMP receptor DarA/PstA		1
Mobilome: prophages, transposons		SLT		COG3953	SLT domain protein		2
Carbohydrate transport and metabolism		XFP	3AHC	COG3957	Phosphoketolase		1
Cell wall/membrane/envelope biogenesis		DltD	3BMA	COG3966	Poly-D-alanine transfer protein DltD, involved in esterification of teichoic acids		1
Translation, ribosomal structure and biogenesis	Translation factors	PrfC	3UOQ	COG4108	Peptide chain release factor RF-3		1
Secondary metabolites biosynthesis, transport and catabolism		YejB		COG4174	ABC-type microcin C transport system, permease component YejB		4
General function prediction only				COG4185	Predicted ABC-type ATPase or kinase		1
Posttranslational modification, protein turnover, chaperones		YdjI		COG4260	Membrane protease subunit, stomatin/prohibitin family, contains C-terminal Zn-ribbon domain		2
Coenzyme transport and metabolism	Cobalamine/B12 biosynthesis	CobT2		COG4547	Cobalamin biosynthesis cobaltochelatase CobT subunit		1
Signal transduction mechanisms			2QHK	COG4564	Signal transduction histidine kinase		2
Amino acid transport and metabolism		AppF		COG4608	ABC-type oligopeptide transport system, ATPase component		1
Energy production and conversion		CcoQ		COG4736	Cbb3-type cytochrome oxidase, subunit 3		1
Lipid transport and metabolism		PccA	3U9S	COG4770	Acetyl/propionyl-CoA carboxylase, alpha subunit		5
Signal transduction mechanisms		BltR2	1BOW	COG4978	GyrI-like small molecule binding domain		1
Inorganic ion transport and metabolism				COG4986	ABC-type anion transport system, duplicated permease component		2
Signal transduction mechanisms		WalK	4I5S	COG5002	Sensor histidine kinase WalK		2
