ID	Function	Clan	Gene	Count
PF17167	Glycosyl hydrolase 36 superfamily, catalytic domain	CL0059	Glyco_hydro_36	3
PF17678	Glycosyl hydrolase family 92 N-terminal domain	CL0103	Glyco_hydro_92N	1
PF17762	HTH domain found in ParB protein	CL0123	HTH_ParB	1
PF18948	Family of unknown function (DUF5692)		DUF5692	2
PF19044	TraG P-loop domain	CL0023	P-loop_TraG	2
PF19481	Family of unknown function (DUF6017)		DUF6017	2
PF19484	Family of unknown function (DUF6020)		DUF6020	4
PF20037	Family of unknown function (DUF6440)		DUF6440	1
PF21348	Rhamnogalacturonan lyase family 11, C-terminal domain	CL0186	RGL11_C	1
PF21466	Endo-alpha-N-acetylgalactosaminidase, domain 5	CL0202	GH101_dom-5	1
