L1	L2	L3	ID	Function	EC	Gene	Count
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00016	L-lactate dehydrogenase	1.1.1.27	LDH, ldh	8
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K00020	3-hydroxyisobutyrate dehydrogenase	1.1.1.31	HIBADH, mmsB	1
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00027	Malate dehydrogenase (oxaloacetate-decarboxylating)	1.1.1.38	ME2, sfcA, maeA	24
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K00027	Malate dehydrogenase (oxaloacetate-decarboxylating)	1.1.1.38	ME2, sfcA, maeA	24
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00030	Isocitrate dehydrogenase (NAD+)	1.1.1.41	IDH3	1
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K00033	6-phosphogluconate dehydrogenase	1.1.1.44 1.1.1.343	PGD, gnd, gntZ	59
Metabolism	Metabolism of other amino acids	Glutathione metabolism [PATH:ko00480]	K00033	6-phosphogluconate dehydrogenase	1.1.1.44 1.1.1.343	PGD, gnd, gntZ	59
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K00034	Glucose 1-dehydrogenase	1.1.1.47	gdh	9
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K00036	Glucose-6-phosphate 1-dehydrogenase	1.1.1.49 1.1.1.363	G6PD, zwf	11
Metabolism	Metabolism of other amino acids	Glutathione metabolism [PATH:ko00480]	K00036	Glucose-6-phosphate 1-dehydrogenase	1.1.1.49 1.1.1.363	G6PD, zwf	11
Human Diseases	Cancer: overview	Central carbon metabolism in cancer [PATH:ko05230]	K00036	Glucose-6-phosphate 1-dehydrogenase	1.1.1.49 1.1.1.363	G6PD, zwf	11
Human Diseases	Cardiovascular disease	Diabetic cardiomyopathy [PATH:ko05415]	K00036	Glucose-6-phosphate 1-dehydrogenase	1.1.1.49 1.1.1.363	G6PD, zwf	11
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00036	Glucose-6-phosphate 1-dehydrogenase	1.1.1.49 1.1.1.363	G6PD, zwf	11
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K00040	Fructuronate reductase	1.1.1.57	uxuB	2
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K00041	Tagaturonate reductase	1.1.1.58	uxaB	57
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K00042	2-hydroxy-3-oxopropionate reductase	1.1.1.60	garR, glxR	1
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K00046	Gluconate 5-dehydrogenase	1.1.1.69	idnO	10
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K00048	Lactaldehyde reductase	1.1.1.77	fucO	44
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00048	Lactaldehyde reductase	1.1.1.77	fucO	44
Metabolism	Carbohydrate metabolism	C5-Branched dibasic acid metabolism [PATH:ko00660]	K00052	3-isopropylmalate dehydrogenase	1.1.1.85	leuB, IMDH	10
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	K00052	3-isopropylmalate dehydrogenase	1.1.1.85	leuB, IMDH	10
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	K00053	Ketol-acid reductoisomerase	1.1.1.86	ilvC	3
Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis [PATH:ko00770]	K00053	Ketol-acid reductoisomerase	1.1.1.86	ilvC	3
Metabolism	Metabolism of terpenoids and polyketides	Terpenoid backbone biosynthesis [PATH:ko00900]	K00054	Hydroxymethylglutaryl-CoA reductase	1.1.1.88	mvaA	62
Metabolism	Lipid metabolism	Glycerophospholipid metabolism [PATH:ko00564]	K00057	Glycerol-3-phosphate dehydrogenase (NAD(P)+)	1.1.1.94	gpsA	31
Metabolism	Lipid metabolism	Fatty acid biosynthesis [PATH:ko00061]	K00059	3-oxoacyl-[acyl-carrier protein] reductase	1.1.1.100	fabG, OAR1	17
Metabolism	Metabolism of cofactors and vitamins	Biotin metabolism [PATH:ko00780]	K00059	3-oxoacyl-[acyl-carrier protein] reductase	1.1.1.100	fabG, OAR1	17
Metabolism	Biosynthesis of other secondary metabolites	Prodigiosin biosynthesis [PATH:ko00333]	K00059	3-oxoacyl-[acyl-carrier protein] reductase	1.1.1.100	fabG, OAR1	17
Brite Hierarchies	Protein families: metabolism	Lipid biosynthesis proteins [BR:ko01004]	K00059	3-oxoacyl-[acyl-carrier protein] reductase	1.1.1.100	fabG, OAR1	17
Metabolism	Glycan biosynthesis and metabolism	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K00067	DTDP-4-dehydrorhamnose reductase	1.1.1.133	rfbD, rmlD	14
Metabolism	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis [PATH:ko00523]	K00067	DTDP-4-dehydrorhamnose reductase	1.1.1.133	rfbD, rmlD	14
Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis [PATH:ko00521]	K00067	DTDP-4-dehydrorhamnose reductase	1.1.1.133	rfbD, rmlD	14
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K00075	UDP-N-acetylmuramate dehydrogenase	1.3.1.98	murB	11
Metabolism	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis [PATH:ko00550]	K00075	UDP-N-acetylmuramate dehydrogenase	1.3.1.98	murB	11
Brite Hierarchies	Protein families: metabolism	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	K00075	UDP-N-acetylmuramate dehydrogenase	1.3.1.98	murB	11
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K00088	IMP dehydrogenase	1.1.1.205	IMPDH, guaB	33
Metabolism	Xenobiotics biodegradation and metabolism	Drug metabolism - other enzymes [PATH:ko00983]	K00088	IMP dehydrogenase	1.1.1.205	IMPDH, guaB	33
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00088	IMP dehydrogenase	1.1.1.205	IMPDH, guaB	33
Metabolism	Metabolism of cofactors and vitamins	Vitamin B6 metabolism [PATH:ko00750]	K00097	4-hydroxythreonine-4-phosphate dehydrogenase	1.1.1.262	pdxA	3
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K00108	Choline dehydrogenase	1.1.99.1	betA, CHDH	4
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00132	Acetaldehyde dehydrogenase (acetylating)	1.2.1.10	E1.2.1.10	3
Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K00132	Acetaldehyde dehydrogenase (acetylating)	1.2.1.10	E1.2.1.10	3
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K00133	Aspartate-semialdehyde dehydrogenase	1.2.1.11	asd	4
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K00133	Aspartate-semialdehyde dehydrogenase	1.2.1.11	asd	4
Metabolism	Amino acid metabolism	Lysine biosynthesis [PATH:ko00300]	K00133	Aspartate-semialdehyde dehydrogenase	1.2.1.11	asd	4
Metabolism	Biosynthesis of other secondary metabolites	Monobactam biosynthesis [PATH:ko00261]	K00133	Aspartate-semialdehyde dehydrogenase	1.2.1.11	asd	4
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	60
Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms [PATH:ko00710]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	60
Environmental Information Processing	Signal transduction	HIF-1 signaling pathway [PATH:ko04066]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	60
Human Diseases	Infectious disease: bacterial	Pathogenic Escherichia coli infection [PATH:ko05130]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	60
Human Diseases	Infectious disease: bacterial	Salmonella infection [PATH:ko05132]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	60
Human Diseases	Neurodegenerative disease	Alzheimer disease [PATH:ko05010]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	60
Human Diseases	Cardiovascular disease	Diabetic cardiomyopathy [PATH:ko05415]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	60
Brite Hierarchies	Protein families: genetic information processing	Membrane trafficking [BR:ko04131]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	60
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	60
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:ko00330]	K00147	Glutamate-5-semialdehyde dehydrogenase	1.2.1.41	proA	2
Metabolism	Biosynthesis of other secondary metabolites	Carbapenem biosynthesis [PATH:ko00332]	K00147	Glutamate-5-semialdehyde dehydrogenase	1.2.1.41	proA	2
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00156	Pyruvate dehydrogenase (quinone)	1.2.5.1	poxB	1
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00158	Pyruvate oxidase	1.2.3.3	E1.2.3.3, poxL	31
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K00161	Pyruvate dehydrogenase E1 component alpha subunit	1.2.4.1	PDHA, pdhA	2
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00161	Pyruvate dehydrogenase E1 component alpha subunit	1.2.4.1	PDHA, pdhA	2
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00161	Pyruvate dehydrogenase E1 component alpha subunit	1.2.4.1	PDHA, pdhA	2
Environmental Information Processing	Signal transduction	HIF-1 signaling pathway [PATH:ko04066]	K00161	Pyruvate dehydrogenase E1 component alpha subunit	1.2.4.1	PDHA, pdhA	2
Organismal Systems	Endocrine system	Glucagon signaling pathway [PATH:ko04922]	K00161	Pyruvate dehydrogenase E1 component alpha subunit	1.2.4.1	PDHA, pdhA	2
Human Diseases	Cancer: overview	Central carbon metabolism in cancer [PATH:ko05230]	K00161	Pyruvate dehydrogenase E1 component alpha subunit	1.2.4.1	PDHA, pdhA	2
Human Diseases	Cardiovascular disease	Diabetic cardiomyopathy [PATH:ko05415]	K00161	Pyruvate dehydrogenase E1 component alpha subunit	1.2.4.1	PDHA, pdhA	2
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K00162	Pyruvate dehydrogenase E1 component beta subunit	1.2.4.1	PDHB, pdhB	6
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00162	Pyruvate dehydrogenase E1 component beta subunit	1.2.4.1	PDHB, pdhB	6
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00162	Pyruvate dehydrogenase E1 component beta subunit	1.2.4.1	PDHB, pdhB	6
Environmental Information Processing	Signal transduction	HIF-1 signaling pathway [PATH:ko04066]	K00162	Pyruvate dehydrogenase E1 component beta subunit	1.2.4.1	PDHB, pdhB	6
Organismal Systems	Endocrine system	Glucagon signaling pathway [PATH:ko04922]	K00162	Pyruvate dehydrogenase E1 component beta subunit	1.2.4.1	PDHB, pdhB	6
Human Diseases	Cancer: overview	Central carbon metabolism in cancer [PATH:ko05230]	K00162	Pyruvate dehydrogenase E1 component beta subunit	1.2.4.1	PDHB, pdhB	6
Human Diseases	Cardiovascular disease	Diabetic cardiomyopathy [PATH:ko05415]	K00162	Pyruvate dehydrogenase E1 component beta subunit	1.2.4.1	PDHB, pdhB	6
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00164	2-oxoglutarate dehydrogenase E1 component	1.2.4.2	OGDH, sucA	1
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00166	2-oxoisovalerate dehydrogenase E1 component alpha subunit	1.2.4.4	BCKDHA, bkdA1	14
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K00166	2-oxoisovalerate dehydrogenase E1 component alpha subunit	1.2.4.4	BCKDHA, bkdA1	14
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00167	2-oxoisovalerate dehydrogenase E1 component beta subunit	1.2.4.4	BCKDHB, bkdA2	23
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K00167	2-oxoisovalerate dehydrogenase E1 component beta subunit	1.2.4.4	BCKDHB, bkdA2	23
Metabolism	Lipid metabolism	Fatty acid biosynthesis [PATH:ko00061]	K00208	Enoyl-[acyl-carrier protein] reductase I	1.3.1.9 1.3.1.10	fabI	17
Metabolism	Metabolism of cofactors and vitamins	Biotin metabolism [PATH:ko00780]	K00208	Enoyl-[acyl-carrier protein] reductase I	1.3.1.9 1.3.1.10	fabI	17
Metabolism	Biosynthesis of other secondary metabolites	Prodigiosin biosynthesis [PATH:ko00333]	K00208	Enoyl-[acyl-carrier protein] reductase I	1.3.1.9 1.3.1.10	fabI	17
Brite Hierarchies	Protein families: metabolism	Lipid biosynthesis proteins [BR:ko01004]	K00208	Enoyl-[acyl-carrier protein] reductase I	1.3.1.9 1.3.1.10	fabI	17
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	K00220	Cyclohexadieny/prephenate dehydrogenase	1.3.1.43 1.3.1.12	tyrC	3
Metabolism	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis [PATH:ko00401]	K00220	Cyclohexadieny/prephenate dehydrogenase	1.3.1.43 1.3.1.12	tyrC	3
Metabolism	Metabolism of cofactors and vitamins	Porphyrin and chlorophyll metabolism [PATH:ko00860]	K00228	Coproporphyrinogen III oxidase	1.3.3.3	CPOX, hemF	1
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K00243	Uncharacterized protein			1
Metabolism	Energy metabolism	Nitrogen metabolism [PATH:ko00910]	K00265	Glutamate synthase (NADPH) large chain	1.4.1.13	gltB	8
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00265	Glutamate synthase (NADPH) large chain	1.4.1.13	gltB	8
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K00265	Glutamate synthase (NADPH) large chain	1.4.1.13	gltB	8
Metabolism	Energy metabolism	Nitrogen metabolism [PATH:ko00910]	K00266	Glutamate synthase (NADPH) small chain	1.4.1.13	gltD	1
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00266	Glutamate synthase (NADPH) small chain	1.4.1.13	gltD	1
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K00274	Monoamine oxidase	1.4.3.4	MAO, aofH	2
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:ko00330]	K00274	Monoamine oxidase	1.4.3.4	MAO, aofH	2
Metabolism	Amino acid metabolism	Histidine metabolism [PATH:ko00340]	K00274	Monoamine oxidase	1.4.3.4	MAO, aofH	2
Metabolism	Amino acid metabolism	Tyrosine metabolism [PATH:ko00350]	K00274	Monoamine oxidase	1.4.3.4	MAO, aofH	2
Metabolism	Amino acid metabolism	Phenylalanine metabolism [PATH:ko00360]	K00274	Monoamine oxidase	1.4.3.4	MAO, aofH	2
Metabolism	Amino acid metabolism	Tryptophan metabolism [PATH:ko00380]	K00274	Monoamine oxidase	1.4.3.4	MAO, aofH	2
Metabolism	Biosynthesis of other secondary metabolites	Isoquinoline alkaloid biosynthesis [PATH:ko00950]	K00274	Monoamine oxidase	1.4.3.4	MAO, aofH	2
Metabolism	Xenobiotics biodegradation and metabolism	Drug metabolism - cytochrome P450 [PATH:ko00982]	K00274	Monoamine oxidase	1.4.3.4	MAO, aofH	2
Organismal Systems	Nervous system	Dopaminergic synapse [PATH:ko04728]	K00274	Monoamine oxidase	1.4.3.4	MAO, aofH	2
Organismal Systems	Nervous system	Serotonergic synapse [PATH:ko04726]	K00274	Monoamine oxidase	1.4.3.4	MAO, aofH	2
Human Diseases	Neurodegenerative disease	Parkinson disease [PATH:ko05012]	K00274	Monoamine oxidase	1.4.3.4	MAO, aofH	2
Human Diseases	Substance dependence	Cocaine addiction [PATH:ko05030]	K00274	Monoamine oxidase	1.4.3.4	MAO, aofH	2
Human Diseases	Substance dependence	Amphetamine addiction [PATH:ko05031]	K00274	Monoamine oxidase	1.4.3.4	MAO, aofH	2
Human Diseases	Substance dependence	Alcoholism [PATH:ko05034]	K00274	Monoamine oxidase	1.4.3.4	MAO, aofH	2
Metabolism	Metabolism of cofactors and vitamins	Vitamin B6 metabolism [PATH:ko00750]	K00275	Pyridoxamine 5'-phosphate oxidase	1.4.3.5	pdxH, PNPO	1
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00278	L-aspartate oxidase	1.4.3.16	nadB	6
Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism [PATH:ko00760]	K00278	L-aspartate oxidase	1.4.3.16	nadB	6
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K00284	Glutamate synthase (ferredoxin)	1.4.7.1	GLU, gltS	1
Metabolism	Energy metabolism	Nitrogen metabolism [PATH:ko00910]	K00284	Glutamate synthase (ferredoxin)	1.4.7.1	GLU, gltS	1
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K00284	Glutamate synthase (ferredoxin)	1.4.7.1	GLU, gltS	1
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:ko00330]	K00286	Pyrroline-5-carboxylate reductase	1.5.1.2	proC	11
Metabolism	Metabolism of cofactors and vitamins	Folate biosynthesis [PATH:ko00790]	K00287	Dihydrofolate reductase	1.5.1.3	DHFR, folA	8
Metabolism	Metabolism of cofactors and vitamins	One carbon pool by folate [PATH:ko00670]	K00287	Dihydrofolate reductase	1.5.1.3	DHFR, folA	8
Human Diseases	Drug resistance: antineoplastic	Antifolate resistance [PATH:ko01523]	K00287	Dihydrofolate reductase	1.5.1.3	DHFR, folA	8
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K00311	Electron-transferring-flavoprotein dehydrogenase	1.5.5.1	ETFDH	1
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K00344	NADPH:quinone reductase	1.6.5.5	qor, CRYZ	3
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K00354	NADPH2 dehydrogenase	1.6.99.1	E1.6.99.1	12
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K00364	GMP reductase	1.7.1.7	E1.7.1.7, guaC	17
Metabolism	Energy metabolism	Nitrogen metabolism [PATH:ko00910]	K00371	Nitrate reductase / nitrite oxidoreductase, beta subunit	1.7.5.1 1.7.99.-	narH, narY, nxrB	2
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K00371	Nitrate reductase / nitrite oxidoreductase, beta subunit	1.7.5.1 1.7.99.-	narH, narY, nxrB	2
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K00371	Nitrate reductase / nitrite oxidoreductase, beta subunit	1.7.5.1 1.7.99.-	narH, narY, nxrB	2
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	21
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	21
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	21
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	21
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	21
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	21
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	21
Metabolism	Amino acid metabolism	Lysine degradation [PATH:ko00310]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	21
Metabolism	Amino acid metabolism	Tryptophan metabolism [PATH:ko00380]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	21
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	21
Metabolism	Metabolism of other amino acids	Glutathione metabolism [PATH:ko00480]	K00383	Glutathione reductase (NADPH)	1.8.1.7	GSR, gor	1
Organismal Systems	Endocrine system	Thyroid hormone synthesis [PATH:ko04918]	K00383	Glutathione reductase (NADPH)	1.8.1.7	GSR, gor	1
Human Diseases	Cardiovascular disease	Diabetic cardiomyopathy [PATH:ko05415]	K00383	Glutathione reductase (NADPH)	1.8.1.7	GSR, gor	1
Metabolism	Metabolism of other amino acids	Selenocompound metabolism [PATH:ko00450]	K00384	Thioredoxin reductase (NADPH)	1.8.1.9	trxB, TRR	30
Metabolism	Energy metabolism	Sulfur metabolism [PATH:ko00920]	K00392	Sulfite reductase (ferredoxin)	1.8.7.1	sir	1
Metabolism	Energy metabolism	Oxidative phosphorylation [PATH:ko00190]	K00410	Ubiquinol-cytochrome c reductase cytochrome b/c1 subunit		fbcH	1
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K00410	Ubiquinol-cytochrome c reductase cytochrome b/c1 subunit		fbcH	1
Metabolism	Energy metabolism	Oxidative phosphorylation [PATH:ko00190]	K00425	Cytochrome bd ubiquinol oxidase subunit I	7.1.1.7	cydA	3
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K00425	Cytochrome bd ubiquinol oxidase subunit I	7.1.1.7	cydA	3
Metabolism	Energy metabolism	Oxidative phosphorylation [PATH:ko00190]	K00426	Cytochrome bd ubiquinol oxidase subunit II	7.1.1.7	cydB	5
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K00426	Cytochrome bd ubiquinol oxidase subunit II	7.1.1.7	cydB	5
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K00549	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	2.1.1.14	metE	5
Metabolism	Metabolism of other amino acids	Selenocompound metabolism [PATH:ko00450]	K00549	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	2.1.1.14	metE	5
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K00554	TRNA (guanine37-N1)-methyltransferase	2.1.1.228	trmD	37
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K00560	Thymidylate synthase	2.1.1.45	thyA, TYMS	35
Metabolism	Metabolism of cofactors and vitamins	One carbon pool by folate [PATH:ko00670]	K00560	Thymidylate synthase	2.1.1.45	thyA, TYMS	35
Human Diseases	Drug resistance: antineoplastic	Antifolate resistance [PATH:ko01523]	K00560	Thymidylate synthase	2.1.1.45	thyA, TYMS	35
Genetic Information Processing	Folding, sorting and degradation	Sulfur relay system [PATH:ko04122]	K00566	TRNA-uridine 2-sulfurtransferase	2.8.1.13	mnmA, trmU	38
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K00566	TRNA-uridine 2-sulfurtransferase	2.8.1.13	mnmA, trmU	38
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K00567	Methylated-DNA-[protein]-cysteine S-methyltransferase	2.1.1.63	ogt, MGMT	7
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K00574	Cyclopropane-fatty-acyl-phospholipid synthase	2.1.1.79	cfa	9
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K00575	Chemotaxis protein methyltransferase CheR	2.1.1.80	cheR	2
