ID	Function	Clan	Gene	Count
PF00793	DAHP synthetase I family	CL0036	DAHP_synth_1	5
PF00814	tRNA N6-adenosine threonylcarbamoyltransferase	CL0108	TsaD	7
PF00815	Histidinol dehydrogenase	CL0099	Histidinol_dh	5
PF00830	Ribosomal L28 family		Ribosomal_L28	4
PF00831	Ribosomal L29 protein	CL0346	Ribosomal_L29	6
PF00834	Ribulose-phosphate 3 epimerase family	CL0036	Ribul_P_3_epim	7
PF00842	Alanine racemase, C-terminal domain	CL0105	Ala_racemase_C	1
PF00854	POT family	CL0015	PTR2	7
PF00857	Isochorismatase family		Isochorismatase	6
PF00861	Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast	CL0267	Ribosomal_L18p	18
PF00871	Acetokinase family	CL0108	Acetate_kinase	29
PF00873	AcrB/AcrD/AcrF family	CL0322	ACR_tran	4
PF00883	Cytosol aminopeptidase family, catalytic domain	CL0105	Peptidase_M17	6
PF00886	Ribosomal protein S16		Ribosomal_S16	7
PF00889	Elongation factor TS		EF_TS	4
PF00908	dTDP-4-dehydrorhamnose 3,5-epimerase	CL0029	dTDP_sugar_isom	16
PF00912	Transglycosylase	CL0037	Transgly	7
PF00926	3,4-dihydroxy-2-butanone 4-phosphate synthase		DHBP_synthase	2
PF00950	ABC 3 transport family	CL0142	ABC-3	8
PF00958	GMP synthase C terminal domain		GMP_synt_C	25
PF00986	DNA gyrase B subunit, carboxyl terminus		DNA_gyraseB_C	23
PF00988	Carbamoyl-phosphate synthase small chain, CPSase domain	CL0364	CPSase_sm_chain	10
PF01018	GTP1/OBG		GTP1_OBG	7
PF01019	Gamma-glutamyltranspeptidase	CL0052	G_glu_transpept	1
PF01026	TatD related DNase	CL0036	TatD_DNase	9
PF01029	NusB family	CL0633	NusB	6
PF01035	6-O-methylguanine DNA methyltransferase, DNA binding domain	CL0123	DNA_binding_1	7
PF01043	SecA preprotein cross-linking domain		SecA_PP_bind	10
PF01050	Mannose-6-phosphate isomerase	CL0029	MannoseP_isomer	5
PF01066	CDP-alcohol phosphatidyltransferase		CDP-OH_P_transf	7
PF01071	Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain	CL0179	GARS_A	5
PF01078	Magnesium chelatase, subunit ChlI	CL0023	Mg_chelatase	3
PF01084	Ribosomal protein S18	CL0123	Ribosomal_S18	10
PF01098	Cell cycle protein	CL0142	FTSW_RODA_SPOVE	6
PF01116	Fructose-bisphosphate aldolase class-II	CL0036	F_bP_aldolase	11
PF01119	DNA mismatch repair protein, C-terminal domain	CL0329	DNA_mis_repair	12
PF01128	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	CL0110	IspD	1
PF01131	DNA topoisomerase		Topoisom_bac	6
PF01132	Elongation factor P (EF-P) OB domain	CL0021	EFP	2
PF01134	Glucose inhibited division protein A	CL0063	GIDA	53
PF01136	Peptidase family U32		Peptidase_U32	26
PF01148	Cytidylyltransferase family	CL0234	CTP_transf_1	7
PF01156	Inosine-uridine preferring nucleoside hydrolase	CL0727	IU_nuc_hydro	18
PF01165	Ribosomal protein S21		Ribosomal_S21	8
PF01170	Putative RNA methylase family UPF0020	CL0063	UPF0020	7
PF01171	PP-loop family	CL0039	ATP_bind_3	1
PF01176	Translation initiation factor 1A / IF-1	CL0021	eIF-1a	7
PF01180	Dihydroorotate dehydrogenase	CL0036	DHO_dh	6
PF01195	Peptidyl-tRNA hydrolase	CL0408	Pept_tRNA_hydro	12
PF01196	Ribosomal protein L17		Ribosomal_L17	7
PF01202	Shikimate kinase	CL0023	SKI	1
PF01205	Uncharacterized protein family UPF0029	CL0329	UPF0029	11
PF01207	Dihydrouridine synthase (Dus)	CL0036	Dus	15
PF01208	Uroporphyrinogen decarboxylase (URO-D)	CL0036	URO-D	3
PF01209	ubiE/COQ5 methyltransferase family	CL0063	Ubie_methyltran	3
PF01220	Dehydroquinase class II		DHquinase_II	2
PF01226	Formate/nitrite transporter	CL0716	Form_Nir_trans	5
PF01227	GTP cyclohydrolase I	CL0334	GTP_cyclohydroI	4
PF01228	Glycine radical	CL0339	Gly_radical	4
PF01245	Ribosomal protein L19	CL0010	Ribosomal_L19	8
PF01252	Signal peptidase (SPase) II		Peptidase_A8	2
PF01255	Putative undecaprenyl diphosphate synthase		Prenyltransf	15
PF01259	SAICAR synthetase		SAICAR_synt	4
PF01264	Chorismate synthase		Chorismate_synt	1
PF01268	Formate--tetrahydrofolate ligase	CL0023	FTHFS	77
PF01272	Transcription elongation factor, GreA/GreB, C-term	CL0487	GreA_GreB	6
PF01281	Ribosomal protein L9, N-terminal domain		Ribosomal_L9_N	7
PF01301	Glycosyl hydrolases family 35	CL0036	Glyco_hydro_35	21
PF01312	FlhB HrpN YscU SpaS Family		Bac_export_2	2
PF01316	Arginine repressor, DNA binding domain	CL0123	Arg_repressor	3
PF01327	Polypeptide deformylase		Pep_deformylase	1
PF01351	Ribonuclease HII	CL0219	RNase_HII	5
PF01367	5'-3' exonuclease, C-terminal SAM fold	CL0464	5_3_exonuc	7
PF01406	tRNA synthetases class I (C) catalytic domain	CL0039	tRNA-synt_1e	35
PF01409	tRNA synthetases class II core domain (F)	CL0040	tRNA-synt_2d	21
PF01411	tRNA synthetases class II (A)	CL0040	tRNA-synt_2c	25
PF01424	R3H domain		R3H	1
PF01425	Amidase		Amidase	22
PF01430	Hsp33 protein		HSP33	3
PF01433	Peptidase family M1 domain	CL0126	Peptidase_M1	1
PF01434	Peptidase family M41	CL0126	Peptidase_M41	14
PF01450	Acetohydroxy acid isomeroreductase, catalytic domain	CL0106	IlvC	2
PF01458	SUF system FeS cluster assembly, SufBD		SUFBD	6
PF01470	Pyroglutamyl peptidase	CL0379	Peptidase_C15	14
PF01474	Class-II DAHP synthetase family	CL0036	DAHP_synth_2	5
PF01476	LysM domain	CL0187	LysM	13
PF01479	S4 domain	CL0492	S4	4
PF01487	Type I 3-dehydroquinase	CL0036	DHquinase_I	2
PF01493	GXGXG motif		GXGXG	2
PF01509	TruB family pseudouridylate synthase (N terminal domain)	CL0649	TruB_N	8
PF01515	Phosphate acetyl/butaryl transferase	CL0270	PTA_PTB	18
PF01564	Spermine/spermidine synthase domain	CL0063	Spermine_synth	1
PF01566	Natural resistance-associated macrophage protein-like	CL0062	Nramp	2
PF01580	FtsK/SpoIIIE family	CL0023	FtsK_SpoIIIE	16
PF01583	Adenylylsulphate kinase	CL0023	APS_kinase	3
PF01619	Proline dehydrogenase	CL0036	Pro_dh	1
PF01624	MutS domain I		MutS_I	4
PF01625	Peptide methionine sulfoxide reductase		PMSR	6
PF01634	ATP phosphoribosyltransferase	CL0177	HisG	1
PF01641	SelR domain	CL0080	SelR	13
PF01643	Acyl-ACP thioesterase N-terminal domain	CL0050	Acyl-ACP_TE	2
PF01653	NAD-dependent DNA ligase adenylation domain	CL0179	DNA_ligase_aden	14
PF01654	Cytochrome bd terminal oxidase subunit I		Cyt_bd_oxida_I	3
PF01668	SmpB protein		SmpB	17
PF01676	Metalloenzyme superfamily	CL0088	Metalloenzyme	1
PF01694	Rhomboid family	CL0207	Rhomboid	1
PF01702	Queuine tRNA-ribosyltransferase	CL0036	TGT	44
PF01709	TACO1/YebC second and third domain		Transcrip_reg	22
PF01715	IPP transferase	CL0023	IPPT	3
PF01717	Cobalamin-independent synthase, Catalytic domain	CL0036	Meth_synt_2	10
PF01725	Ham1 family	CL0269	Ham1p_like	14
PF01726	LexA DNA binding domain	CL0123	LexA_DNA_bind	7
PF01729	Quinolinate phosphoribosyl transferase, C-terminal domain	CL0036	QRPTase_C	6
PF01739	CheR methyltransferase, SAM binding domain	CL0063	CheR	4
PF01741	Large-conductance mechanosensitive channel, MscL	CL0167	MscL	12
PF01746	tRNA (Guanine-1)-methyltransferase	CL0098	tRNA_m1G_MT	4
PF01761	3-dehydroquinate synthase	CL0224	DHQ_synthase	34
PF01765	Ribosome recycling factor		RRF	14
PF01783	Ribosomal L32p protein family	CL0167	Ribosomal_L32p	5
PF01790	Prolipoprotein diacylglyceryl transferase		LGT	6
PF01795	MraW methylase family	CL0063	Methyltransf_5	19
PF01807	CHC2 zinc finger	CL0167	zf-CHC2	3
PF01808	AICARFT/IMPCHase bienzyme	CL0109	AICARFT_IMPCHas	44
PF01809	Putative membrane protein insertion efficiency factor		YidD	6
PF01855	Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg	CL0254	POR_N	11
PF01867	CRISPR associated protein Cas1		Cas_Cas1	16
PF01926	50S ribosome-binding GTPase	CL0023	MMR_HSR1	1
PF01933	2-phospho-L-lactate transferase CofD		CofD	27
PF01985	CRS1 / YhbY (CRM) domain		CRS1_YhbY	5
PF02028	BCCT, betaine/carnitine/choline family transporter	CL0062	BCCT	1
PF02073	Thermophilic metalloprotease (M29)		Peptidase_M29	6
PF02091	Glycyl-tRNA synthetase alpha subunit	CL0040	tRNA-synt_2e	28
PF02092	Glycyl-tRNA synthetase beta subunit		tRNA_synt_2f	12
PF02096	60Kd inner membrane protein	CL0376	60KD_IMP	1
PF02110	Hydroxyethylthiazole kinase family	CL0118	HK	3
PF02119	Flagellar P-ring protein		FlgI	2
PF02130	Endoribonuclease YbeY	CL0126	YbeY	8
PF02163	Peptidase family M50	CL0126	Peptidase_M50	6
PF02195	ParB/Sulfiredoxin domain	CL0248	ParBc	4
PF02222	ATP-grasp domain	CL0179	ATP-grasp	4
PF02224	Cytidylate kinase	CL0023	Cytidylate_kin	7
PF02255	PTS system, Lactose/Cellobiose specific IIA subunit		PTS_IIA	3
PF02293	AmiS/UreI family transporter		AmiS_UreI	1
PF02350	UDP-N-acetylglucosamine 2-epimerase	CL0113	Epimerase_2	7
PF02353	Mycolic acid cyclopropane synthetase	CL0063	CMAS	12
PF02367	Threonylcarbamoyl adenosine biosynthesis protein TsaE	CL0023	TsaE	7
PF02381	MraZ protein, putative antitoxin-like	CL0132	MraZ	2
PF02388	FemAB family	CL0257	FemAB	20
PF02397	Bacterial sugar transferase		Bac_transf	12
PF02405	Permease MlaE		MlaE	2
PF02421	Ferrous iron transport protein B	CL0023	FeoB_N	15
PF02445	Quinolinate synthetase A protein		NadA	16
PF02449	Beta-galactosidase	CL0036	Glyco_hydro_42	34
PF02457	DisA bacterial checkpoint controller nucleotide-binding		DAC	4
PF02463	RecF/RecN/SMC N terminal domain	CL0023	SMC_N	4
PF02481	DNA recombination-mediator protein A	CL0349	DNA_processg_A	8
PF02491	SHS2 domain inserted in FTSA	CL0319	SHS2_FTSA	8
PF02502	Ribose/Galactose Isomerase		LacAB_rpiB	2
PF02504	Fatty acid synthesis protein	CL0270	FA_synthesis	2
PF02511	Thymidylate synthase complementing protein		Thy1	2
PF02527	rRNA small subunit methyltransferase G	CL0063	GidB	6
PF02540	NAD synthase	CL0039	NAD_synthase	2
PF02547	Queuosine biosynthesis protein		Queuosine_synth	19
PF02556	Preprotein translocase subunit SecB		SecB	1
PF02559	CarD-like/TRCF RID domain	CL0010	CarD_TRCF_RID	1
PF02562	PhoH-like protein	CL0023	PhoH	13
PF02568	Thiamine biosynthesis protein (ThiI)	CL0039	ThiI	2
PF02569	Pantoate-beta-alanine ligase	CL0039	Pantoate_ligase	1
PF02576	RimP N-terminal domain		RimP_N	2
PF02578	Multi-copper polyphenol oxidoreductase laccase	CL0663	Cu-oxidase_4	2
PF02581	Thiamine monophosphate synthase	CL0036	TMP-TENI	3
PF02590	Predicted SPOUT methyltransferase	CL0098	SPOUT_MTase	4
PF02595	Glycerate kinase family		Gly_kinase	7
PF02601	Exonuclease VII, large subunit		Exonuc_VII_L	20
PF02609	Exonuclease VII small subunit		Exonuc_VII_S	2
PF02610	L-arabinose isomerase		Arabinose_Isome	48
PF02611	CDP-diacylglycerol pyrophosphatase	CL0265	CDH	1
PF02614	Glucuronate isomerase	CL0036	UxaC	26
PF02617	ATP-dependent Clp protease adaptor protein ClpS		ClpS	2
PF02632	BioY family	CL0315	BioY	3
PF02637	GatB domain	CL0279	GatB_Yqey	4
PF02650	WhiA C-terminal HTH domain	CL0123	HTH_WhiA	11
PF02657	Fe-S metabolism associated domain	CL0233	SufE	2
PF02660	Glycerol-3-phosphate acyltransferase		G3P_acyltransf	5
PF02664	S-Ribosylhomocysteinase (LuxS)	CL0094	LuxS	10
PF02675	S-adenosylmethionine decarboxylase 	CL0407	AdoMet_dc	1
PF02677	Epoxyqueuosine reductase QueH	CL0039	QueH	2
PF02678	Pirin	CL0029	Pirin	2
PF02696	Protein adenylyltransferase SelO		SelO	2
PF02699	Preprotein translocase subunit		YajC	10
PF02705	K+ potassium transporter	CL0062	K_trans	1
PF02719	Polysaccharide biosynthesis protein	CL0063	Polysacc_synt_2	56
PF02733	Dak1 domain	CL0245	Dak1	3
PF02739	5'-3' exonuclease, N-terminal resolvase-like domain	CL0280	5_3_exonuc_N	7
PF02742	Iron dependent repressor, metal binding and dimerisation domain	CL0123	Fe_dep_repr_C	4
PF02772	S-adenosylmethionine synthetase, central domain		S-AdoMet_synt_M	9
PF02773	S-adenosylmethionine synthetase, C-terminal domain		S-AdoMet_synt_C	27
PF02775	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	CL0254	TPP_enzyme_C	1
PF02776	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain	CL0254	TPP_enzyme_N	2
PF02777	Iron/manganese superoxide dismutases, C-terminal domain		Sod_Fe_C	11
PF02779	Transketolase, pyrimidine binding domain	CL0254	Transket_pyr	1
PF02780	Transketolase, C-terminal domain	CL0591	Transketolase_C	8
PF02781	Glucose-6-phosphate dehydrogenase, C-terminal domain	CL0139	G6PD_C	13
PF02785	Biotin carboxylase C-terminal domain	CL0105	Biotin_carb_C	2
PF02786	Carbamoyl-phosphate synthase L chain, ATP binding domain	CL0179	CPSase_L_D2	1
PF02800	Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain	CL0139	Gp_dh_C	18
PF02801	Beta-ketoacyl synthase, C-terminal domain	CL0046	Ketoacyl-synt_C	5
PF02803	Thiolase, C-terminal domain	CL0046	Thiolase_C	16
PF02824	TGS domain	CL0072	TGS	2
PF02826	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	CL0063	2-Hacid_dh_C	2
PF02829	3H domain		3H	6
PF02863	Arginine repressor, C-terminal domain	CL0738	Arg_repressor_C	1
PF02867	Ribonucleotide reductase, barrel domain	CL0339	Ribonuc_red_lgC	3
PF02873	UDP-N-acetylenolpyruvoylglucosamine reductase, C-terminal domain		MurB_C	9
PF02878	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I	CL0754	PGM_PMM_I	4
PF02880	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III	CL0754	PGM_PMM_III	9
PF02881	SRP54-type protein, helical bundle domain		SRP54_N	1
PF02882	Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain	CL0063	THF_DHG_CYH_C	17
PF02885	Glycosyl transferase family, helical bundle domain		Glycos_trans_3N	2
PF02896	PEP-utilising enzyme, PEP-binding domain	CL0036	PEP-utilizers_C	42
PF02901	Pyruvate formate lyase-like	CL0339	PFL-like	19
PF02912	Aminoacyl tRNA synthetase class II, N-terminal domain	CL0298	Phe_tRNA-synt_N	7
PF02934	GatB/GatE catalytic domain	CL0286	GatB_N	16
PF03033	Glycosyltransferase family 28 N-terminal domain	CL0113	Glyco_transf_28	2
PF03051	Peptidase C1-like family	CL0125	Peptidase_C1_2	36
PF03054	tRNA methyl transferase HUP domain	CL0039	tRNA_Me_trans	19
PF03118	Bacterial RNA polymerase, alpha chain C terminal domain	CL0198	RNA_pol_A_CTD	11
PF03120	NAD-dependent DNA ligase OB-fold domain	CL0021	DNA_ligase_OB	10
PF03123	CAT RNA binding domain		CAT_RBD	7
PF03143	Elongation factor Tu C-terminal domain	CL0740	GTP_EFTU_D3	4
PF03180	NlpA lipoprotein	CL0177	Lipoprotein_9	5
PF03193	RsgA GTPase	CL0023	RsgA_GTPase	3
PF03255	Acetyl co-enzyme A carboxylase carboxyltransferase alpha subunit	CL0127	ACCA	13
PF03275	UDP-galactopyranose mutase	CL0063	GLF	1
PF03306	Alpha-acetolactate decarboxylase	CL0615	AAL_decarboxy	2
PF03309	Type III pantothenate kinase	CL0108	Pan_kinase	1
PF03313	Serine dehydratase alpha chain	CL0722	SDH_alpha	29
PF03328	HpcH/HpaI aldolase/citrate lyase family	CL0036	HpcH_HpaI	14
PF03331	UDP-3-O-acyl N-acetylglycosamine deacetylase	CL0329	LpxC	1
PF03374	Phage antirepressor protein KilAC domain		ANT	13
PF03389	MobA/MobL family	CL0169	MobA_MobL	4
PF03390	2-hydroxycarboxylate transporter family		2HCT	8
PF03446	NAD binding domain of 6-phosphogluconate dehydrogenase	CL0063	NAD_binding_2	1
PF03449	Transcription elongation factor, N-terminal		GreA_GreB_N	9
