protein	id	evalue	score
MP_BCQMy206___contig_1_fragment_5_472	VOG21431	1.1e-52	174.5
GCA_003462485___contig_1_fragment_7_546	VOG11508	1.1e-52	174.7
MP_BCQMy206___contig_1_fragment_3_324	VOG13479	1.3999999999999998e-52	174.4
MP_BCQMy206___contig_1_fragment_14_1439	VOG03140	1.1e-50	167.9
MP_QEQMy132961___contig_1_fragment_10_916	VOG00404	5.6e-50	165.2
GCA_001047595___contig_7_fragment_4_430	VOG03321	1e-49	164.7
GCA_001047455___contig_3_fragment_5_722	VOG03321	1e-49	164.7
MP_QEQMy132961___contig_1_fragment_11_1040	VOG03321	1e-49	164.7
MP_BCQMy206___contig_1_fragment_5_474	VOG00404	1.1e-48	161.0
MP_BCQMy206___contig_1_fragment_11_1149	VOG00404	7.1e-48	158.4
MP_QEQMy132961___contig_1_fragment_10_911	VOG11084	2.5999999999999997e-47	156.4
MP_BCQMy206___contig_1_fragment_5_455	VOG10124	4.5e-46	153.3
GCA_025728595___contig_11_20	VOG00633	8.199999999999998e-46	152.9
MP_BCQMy206___contig_1_fragment_14_1450	VOG00686	1.1999999999999998e-44	149.2
GCA_001047455___contig_3_fragment_5_725	VOG12515	6.7e-44	145.5
GCA_001047595___contig_7_fragment_4_433	VOG12515	6.7e-44	145.5
MP_QEQMy132961___contig_1_fragment_11_1037	VOG12515	6.7e-44	145.5
MP_BCQMy206___contig_1_fragment_11_1154	VOG11084	6.9e-44	145.3
GCA_025728595___contig_11_26	VOG00149	1.2999999999999998e-43	144.6
MP_BCQMy206___contig_1_fragment_14_1474	VOG22001	4.199999999999999e-43	141.4
GCA_025728695___contig_77_fragment_1_18	VOG09023	9.2e-42	138.3
MP_BCQMy206___contig_1_fragment_1_61	VOG09023	9.2e-42	138.3
MP_BCQMy206___contig_1_fragment_14_1470	VOG00216	2.1999999999999997e-41	138.2
MP_QEQMy132961___contig_1_fragment_10_898	VOG10124	2.5e-41	137.8
GCA_003462485___contig_1_fragment_2_148	VOG10365	4.599999999999999e-41	136.8
MP_BCQMy206___contig_1_fragment_12_1204	VOG00149	8.099999999999999e-41	135.5
GCA_025728675___contig_22_fragment_4_235	VOG00149	8.099999999999999e-41	135.5
GCA_025728615___contig_1_fragment_4_286	VOG05855	1.4999999999999997e-40	134.9
MP_QEQMy132961___contig_1_fragment_4_436	VOG09038	1.8999999999999995e-40	134.3
GCA_001047595___contig_7_fragment_1_50	VOG00126	3.0999999999999997e-40	134.5
GCA_025728615___contig_1_fragment_2_21	VOG00126	3.0999999999999997e-40	134.5
MP_BCQMy206___contig_1_fragment_4_348	VOG00126	3.0999999999999997e-40	134.5
GCA_001047455___contig_3_fragment_3_338	VOG00126	3.0999999999999997e-40	134.5
MP_QEQMy132961___contig_1_fragment_14_1424	VOG00126	3.0999999999999997e-40	134.5
MP_BCQMy206___contig_1_fragment_5_452	VOG03321	3.2999999999999995e-40	133.7
MP_QEQMy132961___contig_1_fragment_7_578	VOG00149	1.3e-39	131.6
GCA_025728615___contig_1_fragment_2_28	VOG00313	2.9999999999999996e-39	131.1
MP_BCQMy206___contig_1_fragment_4_355	VOG00313	2.9999999999999996e-39	131.1
GCA_001047595___contig_7_fragment_1_57	VOG00313	3.2e-39	131.1
MP_QEQMy132961___contig_1_fragment_14_1417	VOG00313	3.2e-39	131.1
GCA_001047455___contig_3_fragment_3_345	VOG00313	3.2e-39	131.1
MP_BCQMy206___contig_1_fragment_3_313	VOG03165	4.1e-39	130.4
GCA_003966875___contig_3_15	VOG10286	5.6e-39	130.0
MP_ONT81___contig_3_13	VOG10286	5.6e-39	130.0
MP_BCQMy206___contig_1_fragment_14_1453	VOG02869	1.6e-38	128.9
MP_BCQMy206___contig_1_fragment_12_1215	VOG00385	1.6999999999999998e-38	128.1
GCA_025728675___contig_22_fragment_4_222	VOG00385	1.6999999999999998e-38	128.1
GCA_025728595___contig_11_9	VOG24297	1.8e-38	128.2
MP_QEQMy132961___contig_1_fragment_7_566	VOG00385	3.3e-38	127.1
MP_BCQMy206___contig_1_fragment_11_1141	VOG00236	1.4e-37	125.8
MP_BCQMy206___contig_1_fragment_5_494	VOG01075	2.3e-37	124.4
MP_QEQMy132961___contig_1_fragment_10_931	VOG03165	9.3e-37	122.7
MP_BCQMy206___contig_1_fragment_11_1130	VOG01075	1.3999999999999999e-36	121.8
MP_QEQMy132961___contig_1_fragment_10_943	VOG01075	1.3999999999999999e-36	121.8
MP_BCQMy206___contig_1_fragment_5_498	VOG18935	1.6e-36	121.9
MP_BCQMy206___contig_1_fragment_3_288	VOG03321	1.9e-36	121.5
MP_QEQMy132961___contig_1_fragment_10_888	VOG00385	1.9e-36	121.2
MP_BCQMy206___contig_1_fragment_5_458	VOG00572	3.2e-36	120.9
MP_BCQMy206___contig_1_fragment_11_1140	VOG03165	4.4999999999999996e-36	120.5
MP_BCQMy206___contig_1_fragment_5_483	VOG00236	6.3e-36	120.3
MP_BCQMy206___contig_1_fragment_11_1153	VOG09746	8.499999999999999e-36	119.3
GCA_025728675___contig_21_5	VOG18935	1.1e-35	119.1
MP_BCQMy206___contig_1_fragment_14_1437	VOG21441	1.4e-35	118.4
MP_QEQMy132961___contig_1_fragment_7_580	VOG01394	1.6e-35	118.3
MP_QEQMy132961___contig_1_fragment_10_947	VOG18935	1.6e-35	118.6
MP_BCQMy206___contig_1_fragment_12_1202	VOG01394	1.6e-35	118.3
GCA_025728675___contig_22_fragment_4_237	VOG01394	1.6e-35	118.3
MP_BCQMy206___contig_1_fragment_11_1126	VOG18935	1.6e-35	118.6
MP_QEQMy132961___contig_1_fragment_7_582	VOG00097	2.8e-35	118.0
MP_BCQMy206___contig_1_fragment_5_470	VOG00690	2.8e-35	117.9
MP_BCQMy206___contig_1_fragment_3_321	VOG02333	4.899999999999999e-35	117.1
MP_BCQMy206___contig_1_fragment_12_1200	VOG00097	4.899999999999999e-35	117.2
GCA_025728675___contig_22_fragment_4_239	VOG00097	4.899999999999999e-35	117.2
MP_BCQMy206___contig_1_fragment_3_314	VOG00633	7.599999999999999e-35	116.8
MP_BCQMy206___contig_1_fragment_5_462	VOG00572	1.1000000000000002e-34	115.8
MP_QEQMy132961___contig_1_fragment_10_930	VOG00236	1.4999999999999998e-34	115.8
GCA_025728615___contig_1_fragment_4_291	VOG01190	1.6e-34	115.3
GCA_001047595___contig_7_fragment_1_56	VOG14097	1.6e-34	115.0
GCA_001047455___contig_3_fragment_3_344	VOG14097	1.6e-34	115.0
MP_BCQMy206___contig_1_fragment_4_354	VOG14097	1.6e-34	115.0
GCA_025728615___contig_1_fragment_2_27	VOG14097	1.6e-34	115.0
MP_QEQMy132961___contig_1_fragment_14_1418	VOG14097	1.6e-34	115.0
MP_QEQMy132961___contig_1_fragment_3_348	VOG01181	1.7e-34	115.7
MP_ONT81___contig_3_7	VOG00520	1.8999999999999998e-34	115.1
GCA_003966875___contig_3_9	VOG00520	1.8999999999999998e-34	115.1
MP_QEQMy132961___contig_1_fragment_10_914	VOG21431	2.9999999999999996e-34	114.1
GCA_025728595___contig_11_30	VOG00097	9.3e-34	113.0
GCA_025728595___contig_11_23	VOG01134	9.3e-34	111.6
MP_QEQMy132961___contig_1_fragment_10_928	VOG04497	1.1999999999999998e-33	112.4
GCA_025728595___contig_11_7	VOG01036	1.6e-33	112.2
GCA_025728595___contig_11_28	VOG01394	2.3e-33	111.3
MP_BCQMy206___contig_1_fragment_11_1148	VOG01162	8e-33	109.4
MP_BCQMy206___contig_1_fragment_5_475	VOG01162	8.9e-33	109.2
GCA_025728595___contig_11_8	VOG12256	9.999999999999999e-33	109.3
GCA_025728595___contig_13_fragment_1_180	VOG01127	1.1e-32	108.5
GCA_025728695___contig_67_fragment_1_15	VOG01127	1.1e-32	108.5
MP_BCQMy206___contig_1_fragment_15_1530	VOG01127	1.1e-32	108.5
MP_BCQMy206___contig_1_fragment_11_1134	VOG01397	2.2999999999999998e-32	107.9
GCA_025728595___contig_11_29	VOG02632	1.2e-31	105.5
MP_QEQMy132961___contig_1_fragment_10_921	VOG00065	1.9999999999999997e-31	104.3
MP_QEQMy132961___contig_1_fragment_10_913	VOG00232	2.4e-31	104.4
MP_QEQMy132961___contig_1_fragment_10_912	VOG09746	2.4e-31	104.8
MP_BCQMy206___contig_1_fragment_11_1152	VOG00232	5.399999999999999e-31	103.3
GCA_003462485___contig_1_fragment_4_266	VOG11977	5.799999999999999e-31	103.8
MP_BCQMy206___contig_1_fragment_5_490	VOG01397	6.6e-31	103.2
MP_BCQMy206___contig_1_fragment_5_471	VOG00232	1.2e-30	102.1
MP_BCQMy206___contig_1_fragment_14_1473	VOG03500	1.9e-30	101.5
GCA_025728675___contig_21_1	VOG01075	2.8e-30	101.1
GCA_025728595___contig_11_21	VOG00186	3e-30	101.3
MP_BCQMy206___contig_1_fragment_11_1171	VOG00572	5.0000000000000004e-30	100.6
GCA_014202715___contig_6_fragment_1_90	VOG07964	1.3e-29	99.0
MP_QEQMy132961___contig_1_fragment_9_808	VOG07964	1.3e-29	99.0
MP_BCQMy206___contig_1_fragment_8_932	VOG07964	1.3e-29	99.0
GCA_025728675___contig_49_fragment_2_84	VOG07964	1.3e-29	99.0
GCA_003462485___contig_1_fragment_3_214	VOG09795	1.4e-29	98.6
MP_BCQMy206___contig_1_fragment_3_301	VOG00519	1.7000000000000001e-29	99.0
MP_BCQMy206___contig_1_fragment_5_495	VOG00452	2.1e-29	98.6
MP_QEQMy132961___contig_1_fragment_4_442	VOG09038	3.5e-29	97.1
MP_BCQMy206___contig_1_fragment_5_453	VOG20253	4.7000000000000004e-29	96.9
MP_QEQMy132961___contig_1_fragment_10_896	VOG20253	4.9000000000000004e-29	96.8
MP_BCQMy206___contig_1_fragment_11_1129	VOG00452	5.4e-29	97.3
MP_QEQMy132961___contig_1_fragment_10_944	VOG00452	5.4e-29	97.3
GCA_025728675___contig_21_2	VOG00452	5.4e-29	97.3
MP_BCQMy206___contig_1_fragment_12_1201	VOG02632	7.900000000000001e-29	96.2
GCA_025728675___contig_22_fragment_4_238	VOG02632	7.900000000000001e-29	96.2
MP_BCQMy206___contig_1_fragment_5_484	VOG03165	8.8e-29	96.6
MP_BCQMy206___contig_1_fragment_14_1442	VOG03436	2.3999999999999998e-28	94.9
MP_QEQMy132961___contig_1_fragment_10_937	VOG01397	2.8e-28	94.7
MP_QEQMy132961___contig_1_fragment_10_953	VOG23273	3.3e-28	94.1
MP_BCQMy206___contig_1_fragment_11_1120	VOG23273	3.3e-28	94.1
MP_BCQMy206___contig_1_fragment_14_1443	VOG00149	3.9e-28	94.2
GCA_025728675___contig_22_fragment_4_225	VOG00459	3.9e-28	94.3
MP_BCQMy206___contig_1_fragment_12_1212	VOG00459	3.9e-28	94.3
MP_QEQMy132961___contig_1_fragment_7_569	VOG00459	3.9e-28	94.3
MP_QEQMy132961___contig_1_fragment_10_893	VOG04616	1e-27	93.1
MP_BCQMy206___contig_1_fragment_14_1431	VOG02762	1.4e-27	92.1
MP_QEQMy132961___contig_1_fragment_10_901	VOG14084	1.7e-27	91.5
MP_BCQMy206___contig_1_fragment_3_311	VOG09810	2.5e-27	92.4
MP_QEQMy132961___contig_1_fragment_7_581	VOG02632	2.5e-27	91.2
MP_BCQMy206___contig_1_fragment_11_1176	VOG20253	4.5e-27	90.4
MP_BCQMy206___contig_1_fragment_3_316	VOG23090	5.3e-27	90.0
GCA_025728675___contig_22_fragment_1_5	VOG23273	6.8e-27	89.8
MP_QEQMy132961___contig_1_fragment_10_927	VOG00687	1.2e-26	89.2
MP_BCQMy206___contig_1_fragment_5_504	VOG23273	2.2e-26	88.1
GCA_025728595___contig_11_25	VOG00743	2.5e-26	88.1
MP_BCQMy206___contig_1_fragment_11_1143	VOG00687	3e-26	88.0
MP_BCQMy206___contig_1_fragment_14_1476	VOG17042	3.7999999999999996e-26	86.6
MP_BCQMy206___contig_1_fragment_5_481	VOG00687	1.2e-25	86.0
GCA_003462485___contig_1_fragment_1_66	VOG01191	2.1999999999999997e-25	85.3
GCA_025728675___contig_49_fragment_2_77	VOG09424	2.3e-25	84.5
MP_BCQMy206___contig_1_fragment_8_925	VOG09424	2.3e-25	84.5
MP_QEQMy132961___contig_1_fragment_9_816	VOG09424	2.3e-25	84.5
GCA_014202715___contig_6_fragment_1_82	VOG09424	2.3e-25	84.5
MP_BCQMy206___contig_1_fragment_11_1146	VOG00361	2.9e-25	85.2
MP_BCQMy206___contig_1_fragment_14_1444	VOG00743	1.1e-24	82.8
MP_QEQMy132961___contig_1_fragment_6_534	VOG00935	1.3e-24	82.6
GCA_025728595___contig_11_22	VOG00283	1.7e-24	81.8
MP_BCQMy206___contig_1_fragment_5_469	VOG10469	1.7e-24	82.8
MP_QEQMy132961___contig_1_fragment_10_917	VOG00098	6.6e-24	80.8
MP_BCQMy206___contig_1_fragment_3_302	VOG03001	8.4e-24	79.2
GCA_025728595___contig_11_27	VOG01394	2.3999999999999997e-23	78.5
GCA_025728675___contig_22_fragment_4_236	VOG00446	3.8e-23	78.1
MP_QEQMy132961___contig_1_fragment_7_579	VOG00446	3.8e-23	78.1
MP_BCQMy206___contig_1_fragment_12_1203	VOG00446	3.8e-23	78.1
MP_ONT81___contig_3_17	VOG01473	4.2e-23	77.4
GCA_003966875___contig_3_20	VOG01473	4.7999999999999993e-23	77.2
MP_ONT81___contig_3_8	VOG19011	5.3e-23	77.3
GCA_003966875___contig_3_10	VOG19011	5.3e-23	77.3
MP_QEQMy132961___contig_1_fragment_10_922	VOG00188	6.099999999999999e-23	77.4
MP_QEQMy132961___contig_1_fragment_10_935	VOG03575	7e-23	77.0
MP_BCQMy206___contig_1_fragment_5_488	VOG03575	1.4e-22	76.0
MP_BCQMy206___contig_1_fragment_11_1136	VOG03575	2.2e-22	75.4
GCA_003462485___contig_1_fragment_4_267	VOG11977	5.3e-22	74.4
GCA_025728595___contig_11_24	VOG00973	9.500000000000001e-22	73.6
MP_QEQMy132961___contig_1_fragment_10_926	VOG00962	1.1e-21	73.2
GCA_003462485___contig_1_fragment_2_168	VOG00434	1.2e-21	73.4
MP_BCQMy206___contig_1_fragment_5_480	VOG00962	2.0999999999999997e-21	72.3
GCA_025728595___contig_11_13	VOG00188	3.9e-21	71.6
MP_QEQMy132961___contig_1_fragment_10_929	VOG09810	4.6999999999999995e-21	71.7
MP_BCQMy206___contig_1_fragment_14_1455	VOG00188	5.799999999999999e-21	71.0
MP_BCQMy206___contig_1_fragment_11_1144	VOG00962	6e-21	70.8
GCA_025728615___contig_1_fragment_4_295	VOG10124	1.3000000000000001e-20	70.3
MP_BCQMy206___contig_1_fragment_14_1430	VOG23273	1.7e-20	68.7
MP_BCQMy206___contig_1_fragment_14_1475	VOG04233	2.0000000000000002e-20	68.1
MP_BCQMy206___contig_1_fragment_3_328	VOG01434	2.5e-20	68.7
GCA_025728675___contig_22_fragment_1_4	VOG01434	4.2000000000000004e-20	68.0
GCA_025728675___contig_22_fragment_4_229	VOG00188	4.8999999999999996e-20	68.0
MP_BCQMy206___contig_1_fragment_12_1209	VOG00188	4.8999999999999996e-20	68.0
GCA_025728595___contig_11_15	VOG02869	4.8999999999999996e-20	68.7
MP_QEQMy132961___contig_1_fragment_7_591	VOG01434	6.2e-20	67.5
MP_BCQMy206___contig_1_fragment_12_1193	VOG01434	6.2e-20	67.5
MP_BCQMy206___contig_1_fragment_3_289	VOG00361	1.2999999999999998e-19	66.7
MP_BCQMy206___contig_1_fragment_5_506	VOG14226	1.4e-19	65.6
GCA_003462485___contig_1_fragment_2_142	VOG02771	2.1e-19	66.2
MP_BCQMy206___contig_1_fragment_3_309	VOG00679	2.3999999999999997e-19	65.4
MP_QEQMy132961___contig_1_fragment_7_577	VOG00743	2.8e-19	65.3
MP_BCQMy206___contig_1_fragment_11_1121	VOG01434	3e-19	65.3
MP_QEQMy132961___contig_1_fragment_10_952	VOG01434	3e-19	65.3
GCA_003462485___contig_1_fragment_2_139	VOG16745	3.3999999999999997e-19	64.8
MP_BCQMy206___contig_1_fragment_5_503	VOG01434	3.3999999999999997e-19	65.1
MP_BCQMy206___contig_1_fragment_12_1205	VOG00743	3.5e-19	65.0
MP_BCQMy206___contig_1_fragment_14_1480	VOG00361	3.7e-19	65.2
MP_BCQMy206___contig_1_fragment_14_1447	VOG00283	4.400000000000001e-19	64.3
MP_BCQMy206___contig_1_fragment_14_1479	VOG02771	5.6e-19	64.9
MP_QEQMy132961___contig_1_fragment_14_1422	VOG01833	7.100000000000001e-19	64.2
GCA_001047455___contig_3_fragment_3_340	VOG01833	7.100000000000001e-19	64.2
MP_BCQMy206___contig_1_fragment_4_350	VOG01833	7.3e-19	64.2
GCA_025728615___contig_1_fragment_2_23	VOG01833	7.3e-19	64.2
GCA_001047595___contig_7_fragment_1_52	VOG01833	9.4e-19	63.8
MP_BCQMy223___contig_2_fragment_2_107	VOG00098	1.6e-18	63.3
GCA_000270185___contig_2_fragment_2_51	VOG00098	2.1e-18	62.8
GCA_001047555___contig_1_fragment_3_91	VOG00098	5.5e-18	61.5
GCA_025728675___contig_22_fragment_4_234	VOG00743	6.2e-18	61.0
MP_BCQMy206___contig_1_fragment_3_299	VOG00399	6.3e-18	60.6
GCA_025728675___contig_22_fragment_1_2	VOG00146	8.4e-18	59.6
MP_BCQMy206___contig_1_fragment_3_290	VOG02771	1.3e-17	60.5
MP_BCQMy206___contig_1_fragment_3_312	VOG00236	1.6e-17	59.8
GCA_001047595___contig_7_fragment_4_428	VOG04176	2e-17	59.3
GCA_025728695___contig_67_fragment_1_14	VOG00051	2e-17	59.1
GCA_025728695___contig_77_fragment_1_17	VOG02771	2e-17	59.8
MP_BCQMy206___contig_1_fragment_15_1529	VOG00051	2e-17	59.1
GCA_025728595___contig_13_fragment_1_181	VOG00051	2e-17	59.1
GCA_001047455___contig_3_fragment_5_720	VOG04176	2e-17	59.3
MP_BCQMy206___contig_1_fragment_1_60	VOG02771	2e-17	59.8
MP_QEQMy132961___contig_1_fragment_11_1042	VOG04176	2e-17	59.3
MP_BCQMy206___contig_1_fragment_5_487	VOG00066	2.2e-17	58.9
GCA_003462485___contig_1_fragment_3_215	VOG00313	2.4e-17	59.0
MP_BCQMy206___contig_1_fragment_11_1123	VOG00146	3.6e-17	57.6
MP_QEQMy132961___contig_1_fragment_10_950	VOG00146	3.6e-17	57.6
MP_BCQMy206___contig_1_fragment_14_1445	VOG00973	4.1e-17	58.6
MP_BCQMy206___contig_1_fragment_5_501	VOG00146	7.1e-17	56.6
GCA_003462485___contig_1_fragment_2_156	VOG03903	7.3e-17	57.5
GCA_025728615___contig_1_fragment_1_1	VOG01434	2.3e-16	55.9
MP_BCQMy206___contig_1_fragment_14_1457	VOG00399	2.7999999999999996e-16	55.3
GCA_001047555___contig_1_fragment_3_100	VOG00806	3.7e-16	54.3
GCA_000270185___contig_2_fragment_2_60	VOG00806	3.7e-16	54.3
MP_BCQMy223___contig_2_fragment_2_100	VOG00806	3.7e-16	54.3
GCA_025728595___contig_11_19	VOG02615	4.2e-16	56.1
MP_BCQMy206___contig_1_fragment_3_307	VOG00188	8.099999999999999e-16	54.3
MP_BCQMy206___contig_1_fragment_14_1440	VOG01394	9.800000000000001e-16	53.5
MP_BCQMy206___contig_1_fragment_3_317	VOG23091	1.9999999999999998e-15	53.0
GCA_003462485___contig_1_fragment_1_71	VOG01592	2.1e-15	52.5
MP_QEQMy132961___contig_1_fragment_4_440	VOG02771	2.5e-15	53.0
MP_BCQMy206___contig_1_fragment_11_1137	VOG00066	2.7e-15	52.2
MP_QEQMy132961___contig_1_fragment_6_529	VOG16745	3.1e-15	51.9
MP_BCQMy206___contig_1_fragment_3_315	VOG23089	5.1e-15	51.4
MP_BCQMy206___contig_1_fragment_5_486	VOG00181	1.3999999999999999e-14	49.8
MP_QEQMy132961___contig_1_fragment_10_958	VOG14094	1.9e-14	49.6
MP_QEQMy132961___contig_1_fragment_10_933	VOG00181	2.1000000000000002e-14	49.2
GCA_025728675___contig_22_fragment_2_134	VOG03824	2.6e-14	49.2
MP_QEQMy132961___contig_1_fragment_5_455	VOG03824	3.8e-14	48.6
MP_BCQMy206___contig_1_fragment_11_1119	VOG14094	5.3e-14	48.1
GCA_001047555___contig_1_fragment_3_105	VOG01073	6.5e-14	47.4
MP_QEQMy132961___contig_1_fragment_6_537	VOG20545	1e-13	46.3
MP_BCQMy206___contig_1_fragment_14_1441	VOG00446	1.1e-13	47.1
MP_BCQMy206___contig_1_fragment_5_502	VOG00192	1.1e-13	47.1
GCA_003462485___contig_1_fragment_4_275	VOG02771	1.2e-13	47.6
GCA_003462485___contig_1_fragment_1_74	VOG00808	1.2e-13	47.2
MP_QEQMy132961___contig_1_fragment_10_957	VOG17718	1.2e-13	47.0
MP_BCQMy206___contig_1_fragment_14_1433	VOG00146	1.3e-13	46.2
MP_BCQMy206___contig_1_fragment_11_1138	VOG00181	1.7e-13	46.2
MP_BCQMy206___contig_1_fragment_3_327	VOG00192	2e-13	46.2
GCA_003462485___contig_1_fragment_4_273	VOG00340	2.6e-13	45.3
GCA_025728615___contig_1_fragment_4_287	VOG00178	3.4999999999999997e-13	45.3
MP_BCQMy206___contig_1_fragment_5_447	VOG00468	5.3e-13	45.0
MP_BCQMy206___contig_1_fragment_14_1462	VOG03658	6.9e-13	44.5
GCA_000270185___contig_2_fragment_2_64	VOG01073	1e-12	43.4
MP_BCQMy223___contig_2_fragment_2_97	VOG01073	1e-12	43.4
GCA_025728675___contig_22_fragment_1_6	VOG04884	1.3000000000000001e-12	44.2
GCA_025728675___contig_22_fragment_1_3	VOG00192	1.3000000000000001e-12	43.6
MP_BCQMy206___contig_1_fragment_11_1172	VOG14084	1.3999999999999999e-12	43.4
MP_QEQMy132961___contig_1_fragment_10_890	VOG02771	2.1e-12	43.5
MP_BCQMy206___contig_1_fragment_11_1151	VOG01042	2.7999999999999998e-12	42.3
MP_BCQMy206___contig_1_fragment_5_477	VOG01156	3.6000000000000004e-12	42.3
MP_QEQMy132961___contig_1_fragment_7_572	VOG00188	3.7e-12	42.4
GCA_003966875___contig_3_1	VOG10140	5.2000000000000005e-12	41.2
MP_ONT81___contig_3_1	VOG10140	5.9e-12	41.0
MP_BCQMy206___contig_1_fragment_11_1175	VOG02771	5.9999999999999995e-12	42.0
GCA_003966875___contig_3_8	VOG15510	6.2e-12	41.2
