protein	id	evalue	score
MP_QEQMy132961___contig_1_fragment_2_86	PF02595.15	7.199999999999999e-98	323.8
GCA_001047525___contig_3_fragment_2_115	PF02595.15	7.199999999999999e-98	323.8
GCA_025728595___contig_11_17	PF05133.14	1.7e-94	313.1
MP_BCQMy206___contig_1_fragment_14_1451	PF05133.14	9.999999999999998e-91	300.7
GCA_025728695___contig_67_fragment_1_17	PF00268.21	7.999999999999998e-90	296.9
MP_BCQMy206___contig_1_fragment_15_1532	PF00268.21	7.999999999999998e-90	296.9
GCA_025728595___contig_13_fragment_1_178	PF00268.21	7.999999999999998e-90	296.9
MP_QEQMy132961___contig_1_fragment_6_537	PF02384.16	1.4e-89	296.3
GCA_003462485___contig_1_fragment_3_223	PF06149.12	5.2999999999999994e-89	293.2
GCA_001047595___contig_7_fragment_2_111	PF00574.23	8.199999999999998e-88	288.9
GCA_025728615___contig_1_fragment_4_284	PF09989.9	8.499999999999997e-88	289.4
MP_BCQMy206___contig_1_fragment_5_470	PF12684.7	3.5999999999999996e-79	261.7
GCA_003462485___contig_1_fragment_2_140	PF01458.17	4.3999999999999996e-75	247.9
MP_BCQMy206___contig_1_fragment_14_1458	PF05272.11	1.6e-74	245.8
GCA_001047595___contig_7_fragment_4_434	PF06908.11	1.4999999999999997e-71	235.7
MP_QEQMy132961___contig_1_fragment_11_1036	PF06908.11	1.7999999999999997e-71	235.4
GCA_001047455___contig_3_fragment_5_726	PF06908.11	1.7999999999999997e-71	235.4
MP_QEQMy132961___contig_1_fragment_6_530	PF01458.17	5.8999999999999984e-71	234.5
GCA_003462485___contig_1_fragment_7_550	PF09371.10	8.199999999999998e-71	233.3
MP_BCQMy206___contig_1_fragment_14_1452	PF04466.13	2.0999999999999995e-69	228.9
GCA_000270185___contig_2_fragment_2_63	PF00933.21	2.8999999999999996e-68	226.4
MP_BCQMy223___contig_2_fragment_2_98	PF00933.21	2.999999999999999e-68	226.4
GCA_001047555___contig_1_fragment_3_103	PF00933.21	2.999999999999999e-68	226.4
MP_BCQMy223___contig_2_fragment_2_101	PF04616.14	1.4999999999999996e-66	220.4
GCA_025728595___contig_11_16	PF04466.13	1.5999999999999996e-66	219.5
GCA_003462485___contig_1_fragment_2_170	PF00375.18	3.2999999999999997e-65	216.4
MP_QEQMy132961___contig_1_fragment_4_439	PF02677.14	8.9e-65	213.9
GCA_001047595___contig_7_fragment_4_433	PF03838.14	9.499999999999999e-65	213.3
GCA_001047455___contig_3_fragment_5_725	PF03838.14	9.499999999999999e-65	213.3
MP_QEQMy132961___contig_1_fragment_11_1037	PF03838.14	9.499999999999999e-65	213.3
MP_BCQMy206___contig_1_fragment_15_1527	PF02421.18	1.1999999999999998e-64	212.4
GCA_025728695___contig_67_fragment_1_12	PF02421.18	1.1999999999999998e-64	212.4
GCA_025728595___contig_13_fragment_1_183	PF02421.18	1.1999999999999998e-64	212.4
GCA_003462485___contig_1_fragment_2_171	PF01580.18	1.2999999999999998e-64	213.7
GCA_025728615___contig_1_fragment_1_2	PF05382.13	7.299999999999999e-63	206.6
MP_BCQMy206___contig_1_fragment_3_329	PF05382.13	7.299999999999999e-63	206.6
MP_BCQMy206___contig_1_fragment_12_1192	PF05382.13	9.099999999999999e-63	206.3
MP_QEQMy132961___contig_1_fragment_7_592	PF05382.13	9.099999999999999e-63	206.3
GCA_025728615___contig_1_fragment_4_286	PF13561.6	1.9e-61	203.5
GCA_003462485___contig_1_fragment_1_70	PF02588.15	2e-61	202.8
MP_BCQMy206___contig_1_fragment_14_1468	PF10991.8	2.5e-61	202.5
GCA_003462485___contig_1_fragment_5_339	PF03306.13	3.8e-61	202.1
MP_BCQMy206___contig_1_fragment_5_449	PF08282.12	1.6e-60	200.9
GCA_001047455___contig_3_fragment_5_724	PF00912.22	2.1e-60	199.0
GCA_001047595___contig_7_fragment_4_432	PF00912.22	2.1e-60	199.0
MP_QEQMy132961___contig_1_fragment_11_1038	PF00912.22	2.1e-60	199.0
MP_BCQMy206___contig_1_fragment_3_311	PF03354.15	4.5999999999999997e-60	199.3
GCA_003462485___contig_1_fragment_3_212	PF00204.25	1.1000000000000002e-59	196.7
GCA_003462485___contig_1_fragment_5_341	PF00654.20	1.7999999999999998e-57	191.0
GCA_001047595___contig_7_fragment_2_115	PF04552.13	6.899999999999999e-57	187.5
GCA_025728615___contig_1_fragment_2_23	PF13177.6	2.5e-56	185.8
MP_BCQMy206___contig_1_fragment_4_350	PF13177.6	2.5e-56	185.8
GCA_001047595___contig_7_fragment_1_52	PF13177.6	3.4e-56	185.4
GCA_001047455___contig_3_fragment_3_340	PF13177.6	3.4e-56	185.4
MP_QEQMy132961___contig_1_fragment_14_1422	PF13177.6	3.4e-56	185.4
GCA_003462485___contig_1_fragment_4_273	PF00009.27	8e-55	181.2
MP_BCQMy206___contig_1_fragment_11_1142	PF03354.15	9.7e-55	181.7
MP_QEQMy132961___contig_1_fragment_14_1424	PF02223.17	6.2e-54	178.3
GCA_001047455___contig_3_fragment_3_338	PF02223.17	6.2e-54	178.3
GCA_025728615___contig_1_fragment_2_21	PF02223.17	6.2e-54	178.3
GCA_001047595___contig_7_fragment_1_50	PF02223.17	6.2e-54	178.3
MP_BCQMy206___contig_1_fragment_4_348	PF02223.17	6.2e-54	178.3
MP_BCQMy206___contig_1_fragment_2_78	PF13731.6	1.4000000000000002e-53	177.9
GCA_001047525___contig_3_fragment_2_119	PF13731.6	1.7e-53	177.6
MP_QEQMy132961___contig_1_fragment_2_90	PF13731.6	1.7e-53	177.6
GCA_003462485___contig_1_fragment_5_334	PF11907.8	7.9e-53	175.4
MP_BCQMy206___contig_1_fragment_3_313	PF04586.17	8.899999999999998e-53	174.7
GCA_003966875___contig_3_5	PF07564.11	1.1000000000000002e-51	168.8
MP_QEQMy132961___contig_1_fragment_14_1418	PF00817.20	3.5e-51	169.0
GCA_001047455___contig_3_fragment_3_344	PF00817.20	3.5e-51	169.0
GCA_001047595___contig_7_fragment_1_56	PF00817.20	3.5e-51	169.0
GCA_025728615___contig_1_fragment_2_27	PF00817.20	3.5e-51	169.0
MP_BCQMy206___contig_1_fragment_4_354	PF00817.20	3.5e-51	169.0
MP_BCQMy206___contig_1_fragment_5_482	PF03354.15	3.9999999999999994e-51	169.8
GCA_025728615___contig_1_fragment_2_28	PF13353.6	7.999999999999999e-51	167.8
MP_BCQMy206___contig_1_fragment_4_355	PF13353.6	7.999999999999999e-51	167.8
MP_QEQMy132961___contig_1_fragment_3_346	PF00544.19	2.0999999999999998e-50	167.1
GCA_001047595___contig_7_fragment_1_57	PF13353.6	2.6e-50	166.2
GCA_001047455___contig_3_fragment_3_345	PF13353.6	2.6e-50	166.2
MP_QEQMy132961___contig_1_fragment_14_1417	PF13353.6	2.6e-50	166.2
MP_QEQMy132961___contig_1_fragment_3_340	PF13561.6	8.699999999999999e-50	165.3
MP_BCQMy206___contig_1_fragment_11_1120	PF16775.5	1.2e-49	162.7
MP_BCQMy206___contig_1_fragment_11_1140	PF04586.17	1.9e-49	163.8
GCA_014202715___contig_6_fragment_1_87	PF07314.11	3.499999999999999e-49	163.1
GCA_025728675___contig_49_fragment_2_81	PF07314.11	3.6e-49	163.1
MP_QEQMy132961___contig_1_fragment_9_811	PF07314.11	3.8e-49	163.0
MP_BCQMy206___contig_1_fragment_8_929	PF07314.11	3.899999999999999e-49	163.0
MP_BCQMy206___contig_1_fragment_2_76	PF11797.8	1.8e-48	159.9
MP_QEQMy132961___contig_1_fragment_10_931	PF04586.17	3.7e-48	159.6
MP_QEQMy132961___contig_1_fragment_5_459	PF13604.6	5.3999999999999996e-48	159.1
GCA_025728675___contig_22_fragment_2_138	PF13604.6	5.3999999999999996e-48	159.1
MP_BCQMy206___contig_1_fragment_14_1439	PF10145.9	5.799999999999999e-48	159.2
MP_QEQMy132961___contig_1_fragment_10_953	PF16775.5	6e-48	157.3
MP_BCQMy206___contig_1_fragment_5_504	PF16775.5	6.1e-48	157.3
MP_QEQMy132961___contig_1_fragment_2_88	PF11797.8	6.4e-48	158.1
GCA_001047525___contig_3_fragment_2_117	PF11797.8	6.4e-48	158.1
MP_BCQMy206___contig_1_fragment_2_79	PF13731.6	8e-48	159.1
MP_QEQMy132961___contig_1_fragment_4_442	PF00122.20	8.1e-48	158.2
GCA_003462485___contig_1_fragment_2_175	PF11797.8	1.6e-47	156.9
GCA_025728695___contig_67_fragment_1_18	PF03816.14	1.9999999999999997e-47	157.0
GCA_025728595___contig_13_fragment_1_177	PF03816.14	1.9999999999999997e-47	157.0
MP_BCQMy206___contig_1_fragment_15_1533	PF03816.14	1.9999999999999997e-47	157.0
GCA_001047525___contig_3_fragment_2_120	PF13731.6	2.1999999999999997e-47	157.7
MP_QEQMy132961___contig_1_fragment_2_91	PF13731.6	2.1999999999999997e-47	157.7
GCA_003462485___contig_1_fragment_5_342	PF15983.5	3.3999999999999997e-47	156.1
GCA_025728675___contig_22_fragment_1_5	PF16775.5	3.8e-47	154.7
MP_QEQMy132961___contig_1_fragment_6_534	PF18766.1	1.8e-46	154.4
GCA_003966875___contig_3_6	PF07564.11	2e-46	151.9
GCA_003462485___contig_1_fragment_2_166	PF10117.9	2.3999999999999997e-46	154.2
MP_QEQMy132961___contig_1_fragment_10_911	PF05565.11	2.5e-46	153.5
MP_BCQMy206___contig_1_fragment_11_1141	PF04860.12	4.6e-46	153.3
MP_QEQMy132961___contig_1_fragment_10_930	PF04860.12	4.9e-46	153.2
MP_BCQMy206___contig_1_fragment_5_483	PF04860.12	7.499999999999999e-46	152.6
MP_BCQMy206___contig_1_fragment_5_495	PF06605.11	1.4e-45	151.7
GCA_000270185___contig_2_fragment_2_51	PF05866.11	5e-45	148.9
MP_BCQMy223___contig_2_fragment_2_107	PF05866.11	7.299999999999999e-45	148.4
MP_QEQMy132961___contig_1_fragment_11_1040	PF07553.11	8.399999999999999e-45	146.7
GCA_001047455___contig_3_fragment_5_722	PF07553.11	8.399999999999999e-45	146.7
GCA_001047595___contig_7_fragment_4_430	PF07553.11	8.399999999999999e-45	146.7
GCA_003462485___contig_1_fragment_2_164	PF00501.28	1.6999999999999998e-44	147.9
GCA_001047555___contig_1_fragment_3_91	PF05866.11	1.8000000000000002e-44	147.1
MP_BCQMy206___contig_1_fragment_5_452	PF07553.11	3.6000000000000004e-44	144.7
GCA_025728695___contig_77_fragment_1_20	PF16173.5	4e-44	146.0
MP_BCQMy206___contig_1_fragment_1_63	PF16173.5	4e-44	146.0
MP_ONT81___contig_3_1	PF02486.19	1.4999999999999998e-43	144.7
GCA_003966875___contig_3_1	PF02486.19	1.4999999999999998e-43	144.8
GCA_025728615___contig_1_fragment_4_290	PF00239.21	1.6e-43	144.2
MP_QEQMy132961___contig_1_fragment_14_1423	PF06153.11	2.2e-43	142.8
MP_BCQMy206___contig_1_fragment_4_349	PF06153.11	2.2e-43	142.8
GCA_025728615___contig_1_fragment_2_22	PF06153.11	2.2e-43	142.8
GCA_001047595___contig_7_fragment_1_51	PF06153.11	2.2e-43	142.8
GCA_001047455___contig_3_fragment_3_339	PF06153.11	2.2e-43	142.8
GCA_025728675___contig_21_2	PF06605.11	2.2e-43	144.5
MP_BCQMy206___contig_1_fragment_11_1129	PF06605.11	2.2e-43	144.5
MP_QEQMy132961___contig_1_fragment_10_944	PF06605.11	2.2e-43	144.5
MP_QEQMy132961___contig_1_fragment_4_436	PF00689.21	4.4999999999999995e-43	142.9
GCA_000270185___contig_2_fragment_2_58	PF04616.14	7.9e-43	142.6
MP_BCQMy206___contig_1_fragment_11_1154	PF05565.11	1.1999999999999999e-42	141.6
GCA_001047555___contig_1_fragment_3_98	PF04616.14	2.3e-42	141.1
GCA_003462485___contig_1_fragment_2_173	PF13731.6	3.2e-42	140.8
GCA_003462485___contig_1_fragment_7_548	PF06619.11	5.4000000000000006e-42	138.9
GCA_025728675___contig_22_fragment_2_137	PF00300.22	1.1999999999999999e-41	138.4
GCA_003462485___contig_1_fragment_7_543	PF11728.8	1.4e-41	138.1
MP_BCQMy206___contig_1_fragment_14_1430	PF01183.20	1.7999999999999998e-41	138.1
MP_QEQMy132961___contig_1_fragment_5_458	PF00300.22	2.9e-41	137.2
GCA_003462485___contig_1_fragment_3_211	PF07690.16	3.6999999999999997e-41	137.0
MP_ONT81___contig_3_7	PF00239.21	2e-40	134.2
GCA_003966875___contig_3_9	PF00239.21	2e-40	134.2
MP_BCQMy206___contig_1_fragment_3_301	PF13479.6	2.2e-40	134.4
MP_BCQMy206___contig_1_fragment_3_314	PF05065.13	2.2e-40	134.6
GCA_003462485___contig_1_fragment_2_178	PF06030.12	2.2999999999999996e-40	133.3
MP_ONT81___contig_3_13	PF13614.6	5.7e-40	132.9
GCA_003966875___contig_3_15	PF13614.6	5.7e-40	132.9
GCA_003462485___contig_1_fragment_7_545	PF02557.17	6.7e-40	131.8
GCA_003462485___contig_1_fragment_4_272	PF13527.7	1e-39	131.4
GCA_025728615___contig_1_fragment_4_285	PF07702.13	1.6999999999999996e-39	130.8
MP_BCQMy206___contig_1_fragment_5_469	PF03837.14	2.2999999999999998e-39	130.8
GCA_001047595___contig_7_fragment_2_109	PF14527.6	2.8999999999999996e-39	128.9
MP_BCQMy206___contig_1_fragment_12_1214	PF01042.21	4.2e-39	129.2
GCA_025728675___contig_22_fragment_4_223	PF01042.21	4.2e-39	129.2
MP_QEQMy132961___contig_1_fragment_4_437	PF01595.20	5.9e-39	129.4
MP_QEQMy132961___contig_1_fragment_7_567	PF01042.21	7.2e-39	128.4
GCA_025728675___contig_22_fragment_4_236	PF12363.8	8.6e-39	128.3
MP_BCQMy206___contig_1_fragment_12_1203	PF12363.8	8.6e-39	128.3
MP_QEQMy132961___contig_1_fragment_7_579	PF12363.8	8.6e-39	128.3
GCA_025728675___contig_22_fragment_2_134	PF13641.6	1e-38	129.3
MP_QEQMy132961___contig_1_fragment_10_929	PF03354.15	1.9e-38	128.0
GCA_025728675___contig_22_fragment_4_241	PF10651.9	7.2e-38	125.5
MP_BCQMy206___contig_1_fragment_12_1198	PF10651.9	7.2e-38	125.5
MP_QEQMy132961___contig_1_fragment_5_455	PF13641.6	9.5e-38	126.2
GCA_025728695___contig_67_fragment_1_15	PF07972.11	1.1e-37	124.7
GCA_014202715___contig_6_fragment_1_89	PF06265.11	1.1e-37	123.8
MP_QEQMy132961___contig_1_fragment_9_809	PF06265.11	1.1e-37	123.8
MP_BCQMy206___contig_1_fragment_15_1530	PF07972.11	1.1e-37	124.7
GCA_025728675___contig_49_fragment_2_83	PF06265.11	1.1e-37	123.8
MP_QEQMy132961___contig_1_fragment_10_913	PF16784.5	1.1e-37	125.4
GCA_025728595___contig_13_fragment_1_180	PF07972.11	1.1e-37	124.7
MP_BCQMy206___contig_1_fragment_8_931	PF06265.11	1.1e-37	123.8
GCA_003462485___contig_1_fragment_1_72	PF01743.20	1.4999999999999998e-37	124.8
GCA_003462485___contig_1_fragment_1_66	PF00216.21	3.3999999999999998e-37	122.5
MP_QEQMy132961___contig_1_fragment_7_585	PF10651.9	7.2e-37	122.2
MP_BCQMy206___contig_1_fragment_11_1171	PF03374.14	7.9e-37	121.8
MP_BCQMy206___contig_1_fragment_5_484	PF04586.17	1e-36	122.4
GCA_025728595___contig_11_27	PF12363.8	1.1e-36	121.5
MP_BCQMy206___contig_1_fragment_11_1149	PF00436.25	1.3999999999999999e-36	120.5
MP_BCQMy206___contig_1_fragment_5_458	PF03374.14	3.1e-36	119.9
MP_BCQMy206___contig_1_fragment_14_1453	PF03592.16	3.3e-36	120.7
MP_BCQMy206___contig_1_fragment_11_1152	PF16784.5	3.3e-36	120.6
MP_BCQMy206___contig_1_fragment_5_455	PF03374.14	5.099999999999999e-36	119.2
MP_BCQMy206___contig_1_fragment_5_462	PF03374.14	5.3e-36	119.1
MP_QEQMy132961___contig_1_fragment_10_916	PF00436.25	6.2e-36	118.5
MP_BCQMy206___contig_1_fragment_5_474	PF00436.25	1e-35	117.8
MP_QEQMy132961___contig_1_fragment_10_917	PF05866.11	1.2999999999999998e-35	118.6
MP_BCQMy206___contig_1_fragment_5_471	PF16784.5	1.5e-35	118.5
GCA_025728675___contig_21_5	PF10651.9	1.7999999999999998e-35	117.7
MP_QEQMy132961___contig_1_fragment_10_947	PF10651.9	2.5e-35	117.2
MP_BCQMy206___contig_1_fragment_11_1126	PF10651.9	2.5e-35	117.2
GCA_025728595___contig_11_20	PF05065.13	3.9e-35	117.3
MP_BCQMy206___contig_1_fragment_5_498	PF10651.9	6.1e-35	116.0
MP_BCQMy206___contig_1_fragment_3_324	PF10651.9	6.6e-35	115.9
MP_QEQMy132961___contig_1_fragment_5_460	PF06177.11	1.1000000000000002e-34	115.6
GCA_003462485___contig_1_fragment_1_69	PF08864.10	1.4999999999999998e-34	114.1
GCA_025728675___contig_22_fragment_2_140	PF06177.11	1.8e-34	115.0
MP_BCQMy206___contig_1_fragment_11_1153	PF04404.12	2.5e-34	114.2
GCA_025728615___contig_1_fragment_4_288	PF01205.19	3.5000000000000003e-34	113.2
GCA_003462485___contig_1_fragment_3_215	PF04055.21	4e-34	114.3
MP_QEQMy132961___contig_1_fragment_15_1642	PF13377.6	1.3e-33	112.5
GCA_001047525___contig_3_fragment_3_425	PF13377.6	1.3e-33	112.5
GCA_001047455___contig_3_fragment_1_119	PF13377.6	1.3e-33	112.5
MP_BCQMy206___contig_1_fragment_5_472	PF09681.10	1.6e-33	111.1
MP_QEQMy132961___contig_1_fragment_10_888	PF00005.27	3.2e-33	111.0
MP_BCQMy206___contig_1_fragment_3_288	PF07553.11	4.9e-33	109.1
GCA_025728675___contig_22_fragment_4_240	PF18013.1	5.1e-33	110.0
MP_BCQMy206___contig_1_fragment_12_1199	PF18013.1	5.1e-33	110.0
GCA_014202715___contig_6_fragment_1_90	PF01035.20	6.3e-33	108.7
GCA_025728675___contig_49_fragment_2_84	PF01035.20	6.3e-33	108.7
MP_BCQMy206___contig_1_fragment_8_932	PF01035.20	6.3e-33	108.7
MP_QEQMy132961___contig_1_fragment_9_808	PF01035.20	6.3e-33	108.7
MP_QEQMy132961___contig_1_fragment_14_1420	PF06156.13	8.699999999999999e-33	108.9
GCA_001047455___contig_3_fragment_3_342	PF06156.13	8.699999999999999e-33	108.9
GCA_001047595___contig_7_fragment_1_54	PF06156.13	8.699999999999999e-33	108.9
GCA_025728615___contig_1_fragment_2_25	PF06156.13	8.699999999999999e-33	108.9
MP_BCQMy206___contig_1_fragment_4_352	PF06156.13	8.699999999999999e-33	108.9
MP_BCQMy206___contig_1_fragment_3_323	PF18013.1	9.999999999999999e-33	109.0
GCA_025728595___contig_11_21	PF02368.18	1.1999999999999999e-32	107.6
MP_BCQMy206___contig_1_fragment_12_1215	PF00005.27	1.3e-32	109.0
MP_QEQMy132961___contig_1_fragment_10_912	PF04404.12	1.3e-32	108.7
GCA_025728675___contig_22_fragment_4_222	PF00005.27	1.3e-32	109.0
MP_BCQMy206___contig_1_fragment_2_82	PF00005.27	1.6e-32	108.8
MP_QEQMy132961___contig_1_fragment_7_566	PF00005.27	1.8e-32	108.6
GCA_001047525___contig_3_fragment_2_126	PF00005.27	1.8999999999999998e-32	108.5
MP_QEQMy132961___contig_1_fragment_2_97	PF00005.27	1.8999999999999998e-32	108.5
GCA_025728615___contig_1_fragment_2_24	PF04468.12	6.2e-32	105.7
MP_BCQMy206___contig_1_fragment_4_351	PF04468.12	6.2e-32	105.7
GCA_001047455___contig_3_fragment_3_341	PF04468.12	6.3e-32	105.6
GCA_001047595___contig_7_fragment_1_53	PF04468.12	6.3e-32	105.6
MP_QEQMy132961___contig_1_fragment_14_1421	PF04468.12	6.3e-32	105.6
MP_QEQMy132961___contig_1_fragment_10_889	PF00589.22	7e-32	106.4
MP_QEQMy132961___contig_1_fragment_3_342	PF03013.14	7.2e-32	106.0
GCA_025728675___contig_22_fragment_1_4	PF16938.5	1.1e-31	104.7
MP_BCQMy206___contig_1_fragment_5_450	PF00589.22	1.4e-31	105.5
MP_BCQMy206___contig_1_fragment_14_1481	PF00589.22	1.5e-31	105.3
MP_BCQMy206___contig_1_fragment_12_1193	PF16938.5	1.7999999999999998e-31	104.1
MP_QEQMy132961___contig_1_fragment_7_591	PF16938.5	1.7999999999999998e-31	104.1
MP_QEQMy132961___contig_1_fragment_10_898	PF02498.17	2.1e-31	104.4
GCA_003462485___contig_1_fragment_5_340	PF00210.24	2.2e-31	104.6
MP_BCQMy206___contig_1_fragment_3_287	PF00589.22	2.3e-31	104.7
GCA_003462485___contig_1_fragment_2_141	PF00589.22	2.6e-31	104.6
MP_BCQMy206___contig_1_fragment_3_328	PF16938.5	3.5e-31	103.1
MP_QEQMy132961___contig_1_fragment_10_943	PF05709.11	3.7e-31	104.3
MP_BCQMy206___contig_1_fragment_11_1130	PF05709.11	3.7e-31	104.3
MP_BCQMy206___contig_1_fragment_5_503	PF16938.5	5.1e-31	102.6
MP_BCQMy206___contig_1_fragment_2_80	PF18483.1	5.399999999999999e-31	104.0
GCA_003462485___contig_1_fragment_2_174	PF13731.6	7.999999999999999e-31	103.6
MP_BCQMy206___contig_1_fragment_11_1121	PF16938.5	9.799999999999999e-31	101.7
MP_QEQMy132961___contig_1_fragment_10_952	PF16938.5	9.799999999999999e-31	101.7
GCA_003462485___contig_1_fragment_4_269	PF05738.13	1.1000000000000001e-30	101.9
MP_BCQMy206___contig_1_fragment_11_1115	PF00589.22	2.2000000000000002e-30	101.5
GCA_003462485___contig_1_fragment_3_210	PF07099.11	2.7000000000000006e-30	101.4
GCA_003462485___contig_1_fragment_3_218	PF01368.20	8.299999999999999e-30	98.9
GCA_025728675___contig_22_fragment_2_135	PF03170.13	1.1e-29	99.1
MP_BCQMy206___contig_1_fragment_5_494	PF05709.11	1.3e-29	99.3
GCA_025728695___contig_67_fragment_1_13	PF04023.14	1.7000000000000001e-29	97.8
MP_BCQMy206___contig_1_fragment_15_1528	PF04023.14	1.7000000000000001e-29	97.8
GCA_025728595___contig_13_fragment_1_182	PF04023.14	1.7000000000000001e-29	97.8
MP_BCQMy206___contig_1_fragment_3_312	PF04860.12	1.9e-29	98.7
GCA_025728595___contig_11_8	PF07083.11	2.2e-29	98.6
MP_QEQMy132961___contig_1_fragment_5_456	PF03170.13	2.7e-29	97.8
MP_QEQMy132961___contig_1_fragment_6_529	PF01592.16	4.9000000000000004e-29	97.0
MP_QEQMy132961___contig_1_fragment_10_893	PF09669.10	4.9000000000000004e-29	96.6
GCA_025728675___contig_49_fragment_2_78	PF00486.28	8.8e-29	95.3
GCA_014202715___contig_6_fragment_1_83	PF00486.28	8.8e-29	95.3
MP_QEQMy132961___contig_1_fragment_9_815	PF00486.28	8.899999999999999e-29	95.3
MP_BCQMy206___contig_1_fragment_8_926	PF00486.28	8.899999999999999e-29	95.3
GCA_001047595___contig_7_fragment_2_110	PF13462.6	9.5e-29	96.5
GCA_014202715___contig_6_fragment_1_82	PF02518.26	1.8000000000000002e-28	95.2
GCA_025728675___contig_49_fragment_2_77	PF02518.26	1.8000000000000002e-28	95.2
MP_BCQMy206___contig_1_fragment_8_925	PF02518.26	1.8000000000000002e-28	95.2
MP_QEQMy132961___contig_1_fragment_9_816	PF02518.26	1.8000000000000002e-28	95.2
GCA_003462485___contig_1_fragment_1_68	PF14559.6	3.6000000000000003e-28	93.8
GCA_001047595___contig_7_fragment_1_55	PF00590.20	5.6e-28	94.2
GCA_001047455___contig_3_fragment_3_343	PF00590.20	5.6e-28	94.2
MP_QEQMy132961___contig_1_fragment_14_1419	PF00590.20	5.6e-28	94.2
MP_BCQMy206___contig_1_fragment_4_353	PF00590.20	5.6e-28	94.2
GCA_025728615___contig_1_fragment_2_26	PF00590.20	5.6e-28	94.2
GCA_003462485___contig_1_fragment_2_139	PF01592.16	1.2999999999999999e-27	92.4
GCA_025728615___contig_1_fragment_1_8	PF01812.20	1.7e-27	92.3
GCA_003462485___contig_1_fragment_7_546	PF01832.20	6.4e-27	89.8
GCA_003966875___contig_3_12	PF03318.13	6.8e-27	90.5
MP_ONT81___contig_3_10	PF03318.13	6.8e-27	90.5
GCA_025728615___contig_1_fragment_4_287	PF11195.8	7.000000000000001e-26	86.2
MP_BCQMy206___contig_1_fragment_4_347	PF13662.6	2.1999999999999997e-25	84.8
GCA_025728615___contig_1_fragment_2_20	PF13662.6	2.1999999999999997e-25	84.8
GCA_025728675___contig_49_fragment_2_82	PF13344.6	3.8000000000000003e-25	83.8
MP_BCQMy206___contig_1_fragment_8_930	PF13344.6	3.8000000000000003e-25	83.8
GCA_014202715___contig_6_fragment_1_88	PF13344.6	4e-25	83.8
MP_QEQMy132961___contig_1_fragment_9_810	PF13344.6	4e-25	83.8
MP_BCQMy206___contig_1_fragment_5_485	PF05065.13	9.6e-25	83.3
GCA_000270185___contig_2_fragment_2_60	PF13419.6	1.2e-24	83.3
GCA_001047555___contig_1_fragment_3_100	PF13419.6	1.2e-24	83.3
MP_BCQMy223___contig_2_fragment_2_100	PF13419.6	1.2e-24	83.3
GCA_001047595___contig_7_fragment_1_49	PF13662.6	1.3e-24	82.4
GCA_001047455___contig_3_fragment_3_337	PF13662.6	1.3e-24	82.4
MP_BCQMy206___contig_1_fragment_14_1431	PF04531.13	1.7e-24	82.0
