principal component 1	principal component 2	scaffold
-0.0913376403432692	0.10551473387442803	MP_ONT141___contig_1_fragment_14
-0.11379469161534492	0.02129670418722047	MP_QEQMy133751___contig_1_fragment_7
-0.13453466065207784	-0.11046185181938128	MP_QEQMy133751___contig_1_fragment_10
-0.09133764034326917	0.10551473387442803	MP_AB35___contig_1_fragment_3
-0.14630968453005647	-0.009342397055454912	MP_AB35___contig_1_fragment_5
-0.15890679685139092	0.09787500822354962	MP_AB35___contig_1_fragment_7
-0.1087904700843168	-0.11299445651204545	MP_AB35___contig_1_fragment_12
-0.09524579920908958	0.06659408346500902	MP_AB35___contig_1_fragment_13
0.16018243222288264	0.4330305405530018	GCA_025728595___contig_24
0.5449515420451873	-0.06552885975945766	GCA_025728645___contig_17
0.21540532950146157	-0.08732529169706132	GCA_025728675___contig_10
-0.09133764034326917	0.10551473387442803	MP_BC9___contig_1_fragment_3
-0.14630968453005647	-0.009342397055454912	MP_BC9___contig_1_fragment_5
-0.15890679685139092	0.09787500822354962	MP_BC9___contig_1_fragment_7
-0.11079504094455263	-0.11009035303614674	MP_BC9___contig_1_fragment_12
-0.09524579920908958	0.06659408346500902	MP_BC9___contig_1_fragment_13
-0.1111240131070368	-0.008828205603185639	GCA_001047395___contig_6_fragment_1
-0.1386240833788004	-0.10064308800218308	GCA_001047555___contig_7_fragment_1
0.7193028387162912	-0.12069022117743786	GCA_025728615___contig_10_fragment_1
-0.14867049248257538	0.15108853652943266	GCA_025728615___contig_51_fragment_1
-0.01411502545445323	0.017936355149753922	GCA_025728615___contig_12_fragment_3
0.09940089769070064	-0.11317124678330605	GCA_025728595___contig_16
0.3003223273653322	0.7453352374013239	GCA_025728595___contig_15
0.04212783909667571	-0.531890212452289	GCA_025728695___contig_139
-0.07949813300091278	0.3158497971265769	GCA_025728615___contig_11
-0.009746286412389013	0.45240077402811363	GCA_029024925___contig_1_fragment_12
-0.16577586038823297	-0.05131506853939839	GCA_029024925___contig_1_fragment_22
-0.23418834303400154	0.44009761827106725	GCA_029024925___contig_1_fragment_23
-0.16847616569146207	0.07214609374392071	GCA_029024925___contig_1_fragment_32
-0.09524579920908961	0.06659408346500903	MP_ONT81___contig_1_fragment_3
-0.17959483872231502	0.10259896136658193	MP_ONT81___contig_1_fragment_4
-0.14778347806771783	-0.03552912035919318	MP_ONT81___contig_1_fragment_12
-0.0913376403432692	0.10551473387442803	MP_ONT81___contig_1_fragment_14
0.028549607614622968	-0.41786276456721844	GCA_025728675___contig_3_fragment_1
-0.1137946916153449	0.021296704187220482	GCA_001047525___contig_7_fragment_1
-0.13567645477208867	-0.10023033844542767	GCA_001047395___contig_3_fragment_6
-0.07949813300091278	0.3158497971265769	GCA_025728635___contig_21
0.006980862143414411	-0.42057940095717056	MP_BCQMy223___contig_3
0.004425497947518159	-0.4428916992342251	GCA_001047395___contig_1
0.006980862143414411	-0.42057940095717056	MP_BCQMy225___contig_3
0.773845892850562	0.6241690711506352	GCA_025728695___contig_140
-0.022413876496096406	0.1143886711492028	GCA_025728645___contig_11_fragment_1
0.018205281228481987	0.078846433477877	GCA_025728595___contig_1_fragment_2
-0.09133764034326917	0.10551473387442803	MP_BCQMy223___contig_1_fragment_3
-0.14630968453005647	-0.009342397055454912	MP_BCQMy223___contig_1_fragment_5
-0.1087904700843168	-0.11299445651204545	MP_BCQMy223___contig_1_fragment_11
-0.09524579920908958	0.06659408346500902	MP_BCQMy223___contig_1_fragment_12
-0.14867049248257544	0.15108853652943263	MP_BCQMy223___contig_1_fragment_14
-0.12164784495885402	-0.014952529204332791	MP_ONT143___contig_1_fragment_1
-0.09524579920908961	0.06659408346500903	MP_ONT143___contig_1_fragment_4
-0.15695404314299205	0.019424208028049134	MP_ONT143___contig_1_fragment_12
-0.0913376403432692	0.10551473387442803	MP_ONT143___contig_1_fragment_14
-0.10469627421729318	0.012000502076678445	GCA_001047445___contig_7_fragment_5
-0.16613776527290644	0.07251698390088952	GCA_001047445___contig_7_fragment_6
-0.1384013208235347	-0.10057927345858335	GCA_001047465___contig_10_fragment_1
-0.1276061083494266	-0.1317004885692751	GCA_004001225___contig_1_fragment_6
-0.1137946916153449	0.021296704187220482	GCA_004001225___contig_1_fragment_9
-0.0509519703348543	0.055545440796476456	GCA_001047445___contig_8_fragment_3
0.08269960533637254	-0.38673493370635825	GCA_025728695___contig_154
1.4720784034352978	-0.04296111341208993	GCA_025728695___contig_133
-0.12749767064307102	-0.1139073676506372	GCA_001047405___contig_1
-0.16487018704945405	0.08877883092990864	GCA_000270185___contig_1_fragment_12
-0.10722245040323833	0.044085166385171855	GCA_000270185___contig_1_fragment_13
-0.13567645477208867	-0.10023033844542767	GCA_001047405___contig_3_fragment_7
-0.1729471787987868	0.12293498851327754	GCA_025728615___contig_3_fragment_1
-0.13123544546895372	-0.05642645607853223	MP_ONT231___contig_1_fragment_1
-0.09524579920908958	0.06659408346500902	MP_ONT231___contig_1_fragment_7
-0.08957247206692048	0.048096626236261895	MP_ONT231___contig_1_fragment_9
-0.0913376403432692	0.10551473387442803	MP_ONT231___contig_1_fragment_11
