scaffold	total genes	all KEGG	KEGG v-score	all Pfam	Pfam v-score	all VOG	VOG v-score	KEGG int-rep	KEGG zero	Pfam int-rep	Pfam zero	VOG redoxin	VOG rec-tran	VOG int	VOG RnR	VOG DNA	KEGG restriction check	KEGG toxin check	VOG special	annotation check	p_v check	p_k check	k_v check	k check	p check	v check	h check
GCA_000283975___contig_1_fragment_5	25.0	4.0	2.9299999999999997	12.0	12.52	14.0	50.38999999999999	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2.0	8.0	2.0	0.0	0.0	0.0	4.0	9.0
MP_ATCC35311___contig_1_fragment_7	26.0	4.0	2.9299999999999997	11.0	12.08	14.0	47.089999999999996	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	7.0	2.0	0.0	0.0	0.0	5.0	10.0
MP_ATCC35311___contig_1_fragment_8	59.0	12.0	39.76	28.0	53.809999999999995	38.0	167.33999999999997	5.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	9.0	7.0	18.0	2.0	2.0	1.0	1.0	11.0	17.0
GCA_025728595___contig_43	4.0	0.0	0.0	1.0	1.0	1.0	6.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0
GCA_025728595___contig_19	7.0	1.0	2.41	5.0	16.18	5.0	32.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0
GCA_025728615___contig_9	45.0	3.0	7.7	14.0	35.16	21.0	101.13000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	8.0	2.0	12.0	0.0	1.0	0.0	0.0	6.0	24.0
GCA_025728675___contig_13	14.0	3.0	7.54	1.0	2.71	3.0	18.09	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	11.0
GCA_025728595___contig_14	11.0	1.0	4.34	5.0	10.569999999999999	7.0	37.870000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0	0.0	0.0	0.0	0.0	2.0	4.0
GCA_001047435___contig_4_fragment_1	70.0	11.0	27.330000000000002	27.0	62.02000000000001	35.0	148.28	4.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	9.0	9.0	17.0	1.0	1.0	0.0	0.0	8.0	34.0
MP_BCQMy204___contig_1_fragment_3	43.0	6.0	18.84	15.0	39.51	27.0	144.24000000000004	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	3.0	1.0	0.0	10.0	5.0	10.0	0.0	1.0	0.0	0.0	11.0	16.0
MP_BCQMy204___contig_1_fragment_5	60.0	11.0	25.58	27.0	59.9	33.0	144.5	5.0	1.0	4.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	11.0	9.0	17.0	1.0	1.0	0.0	0.0	6.0	26.0
MP_BCQMy204___contig_1_fragment_11	62.0	8.0	23.47	21.0	56.98	30.0	135.27	4.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	10.0	7.0	14.0	0.0	1.0	0.0	0.0	8.0	32.0
MP_BCQMy204___contig_1_fragment_12	24.0	4.0	2.9299999999999997	11.0	12.08	13.0	46.91000000000001	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	7.0	2.0	0.0	0.0	0.0	4.0	9.0
MP_BCQMy204___contig_1_fragment_14	52.0	7.0	19.47	17.0	46.82	31.0	169.58999999999997	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	10.0	6.0	10.0	0.0	1.0	0.0	1.0	14.0	20.0
MP_BCQMy225___contig_1_fragment_3	43.0	6.0	18.84	15.0	39.51	27.0	144.24000000000004	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	3.0	1.0	0.0	10.0	5.0	10.0	0.0	1.0	0.0	0.0	11.0	16.0
MP_BCQMy225___contig_1_fragment_5	60.0	11.0	25.58	27.0	59.9	33.0	144.5	5.0	1.0	4.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	11.0	9.0	17.0	1.0	1.0	0.0	0.0	6.0	26.0
MP_BCQMy225___contig_1_fragment_11	62.0	8.0	23.47	21.0	56.98	30.0	135.27	4.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	10.0	7.0	14.0	0.0	1.0	0.0	0.0	8.0	32.0
MP_BCQMy225___contig_1_fragment_12	24.0	4.0	2.9299999999999997	11.0	12.08	13.0	46.91000000000001	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	7.0	2.0	0.0	0.0	0.0	4.0	9.0
MP_BCQMy225___contig_1_fragment_14	47.0	9.0	20.48	17.0	44.66	33.0	136.57999999999998	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	9.0	8.0	8.0	0.0	1.0	0.0	1.0	16.0	13.0
GCA_001047525___contig_5_fragment_1	70.0	11.0	27.330000000000002	27.0	62.02000000000001	35.0	148.28	4.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	9.0	9.0	17.0	1.0	1.0	0.0	0.0	8.0	34.0
GCA_001047515___contig_15_fragment_2	27.0	4.0	2.9299999999999997	11.0	12.08	14.0	47.089999999999996	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	7.0	2.0	0.0	0.0	0.0	5.0	11.0
GCA_001047515___contig_15_fragment_3	61.0	13.0	42.17	30.0	60.800000000000004	38.0	167.33999999999997	6.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	9.0	7.0	18.0	3.0	2.0	1.0	2.0	11.0	17.0
GCA_000747585___contig_1_fragment_8	70.0	11.0	27.330000000000002	27.0	62.02000000000001	35.0	156.35000000000002	4.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	9.0	9.0	17.0	1.0	1.0	0.0	0.0	8.0	34.0
GCA_000747585___contig_1_fragment_11	27.0	5.0	2.9299999999999997	11.0	12.08	14.0	47.09	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	7.0	2.0	0.0	1.0	0.0	5.0	10.0
GCA_025728645___contig_1_fragment_4	43.0	7.0	9.48	21.0	41.82000000000001	28.0	113.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	11.0	4.0	16.0	1.0	2.0	0.0	0.0	6.0	14.0
GCA_025728675___contig_23	6.0	0.0	0.0	1.0	0.32	3.0	15.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	3.0
GCA_025728675___contig_26	5.0	1.0	1.23	3.0	2.44	3.0	5.5200000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
MP_BCQMy224___contig_3	17.0	5.0	3.9000000000000004	6.0	4.1	5.0	16.2	1.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	1.0	3.0	1.0	8.0
GCA_025728675___contig_11	12.0	1.0	2.41	4.0	12.73	8.0	47.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	3.0	0.0	0.0	0.0	0.0	4.0	4.0
MP_AB35___contig_3	19.0	5.0	3.9000000000000004	7.0	4.119999999999999	5.0	16.2	1.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	1.0	4.0	1.0	9.0
GCA_001047545___contig_10_fragment_1	28.0	5.0	2.9299999999999997	11.0	12.08	14.0	47.09	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	7.0	2.0	0.0	1.0	0.0	5.0	11.0
GCA_001047435___contig_7_fragment_1	27.0	5.0	2.9299999999999997	11.0	12.08	14.0	47.09	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	7.0	2.0	0.0	1.0	0.0	5.0	10.0
GCA_001047545___contig_7_fragment_1	70.0	11.0	27.330000000000002	27.0	62.02000000000001	35.0	148.28	4.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	9.0	9.0	17.0	1.0	1.0	0.0	0.0	8.0	34.0
GCA_003966875___contig_1_fragment_4	24.0	4.0	2.9299999999999997	11.0	12.08	13.0	46.91	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	7.0	2.0	0.0	0.0	0.0	4.0	9.0
GCA_001047595___contig_10_fragment_2	61.0	13.0	42.169999999999995	30.0	60.8	38.0	167.34	6.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	9.0	7.0	18.0	3.0	2.0	1.0	2.0	11.0	17.0
GCA_001047595___contig_10_fragment_3	26.0	4.0	2.9299999999999997	11.0	12.08	14.0	47.09	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	7.0	2.0	0.0	0.0	0.0	5.0	10.0
GCA_014202715___contig_2_fragment_5	27.0	4.0	2.9299999999999997	11.0	12.08	14.0	47.089999999999996	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	7.0	2.0	0.0	0.0	0.0	5.0	11.0
GCA_014202715___contig_2_fragment_6	59.0	13.0	42.17	29.0	59.800000000000004	38.0	167.33999999999997	6.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	9.0	7.0	18.0	3.0	2.0	1.0	1.0	11.0	16.0
GCA_025728645___contig_27	4.0	0.0	0.0	1.0	1.0	1.0	3.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0
GCA_025728595___contig_25	4.0	0.0	0.0	1.0	1.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
GCA_025728695___contig_141	5.0	0.0	0.0	0.0	0.0	2.0	14.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0
MP_ONT231___contig_3	17.0	5.0	3.9000000000000004	6.0	4.1	5.0	16.2	1.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	1.0	3.0	1.0	8.0
MP_ONT143___contig_3	18.0	5.0	3.9000000000000004	6.0	4.1	5.0	16.2	1.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	1.0	3.0	1.0	9.0
GCA_025728675___contig_18	8.0	0.0	0.0	1.0	1.0	3.0	8.370000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	5.0
GCA_025728695___contig_128	5.0	1.0	7.0	1.0	9.33	3.0	11.85	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
GCA_025728645___contig_9	27.0	5.0	11.84	9.0	25.380000000000003	19.0	112.16999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	7.0	4.0	5.0	0.0	1.0	0.0	0.0	9.0	8.0
MP_LCAL0054___contig_3	17.0	5.0	3.9000000000000004	6.0	4.1	5.0	16.2	1.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	1.0	3.0	1.0	8.0
MP_BCQMy205___contig_1_fragment_3	43.0	6.0	18.84	15.0	39.51	27.0	144.24000000000004	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	3.0	1.0	0.0	10.0	5.0	10.0	0.0	1.0	0.0	0.0	11.0	16.0
MP_BCQMy205___contig_1_fragment_5	60.0	11.0	25.58	27.0	59.9	33.0	144.5	5.0	1.0	4.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	11.0	9.0	17.0	1.0	1.0	0.0	0.0	6.0	26.0
MP_BCQMy205___contig_1_fragment_11	62.0	8.0	23.47	21.0	56.98	30.0	135.27	4.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	10.0	7.0	14.0	0.0	1.0	0.0	0.0	8.0	32.0
MP_BCQMy205___contig_1_fragment_12	24.0	4.0	2.9299999999999997	11.0	12.08	13.0	46.91000000000001	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	7.0	2.0	0.0	0.0	0.0	4.0	9.0
MP_BCQMy205___contig_1_fragment_14	52.0	7.0	19.47	17.0	46.82	31.0	169.58999999999997	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	10.0	6.0	10.0	0.0	1.0	0.0	1.0	14.0	20.0
GCA_025728635___contig_1_fragment_4	43.0	7.0	9.48	21.0	41.82000000000001	28.0	113.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	11.0	4.0	16.0	1.0	2.0	0.0	0.0	6.0	14.0
GCA_001047455___contig_5_fragment_1	28.0	5.0	2.9299999999999997	10.0	10.6	14.0	47.09	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	6.0	2.0	0.0	1.0	0.0	6.0	11.0
GCA_009731445___contig_1_fragment_6	71.0	11.0	27.330000000000002	26.0	59.589999999999996	34.0	156.12000000000003	4.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	9.0	9.0	16.0	1.0	1.0	0.0	0.0	8.0	36.0
GCA_009731445___contig_1_fragment_9	27.0	5.0	2.9299999999999997	11.0	12.08	14.0	47.09	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	7.0	2.0	0.0	1.0	0.0	5.0	10.0
GCA_025728645___contig_8	29.0	5.0	12.5	12.0	28.75	23.0	125.35000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	11.0	3.0	9.0	0.0	2.0	0.0	0.0	9.0	6.0
MP_BCQMy204___contig_3	17.0	5.0	3.9000000000000004	6.0	4.1	5.0	16.2	1.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	1.0	3.0	1.0	8.0
MP_BC9___contig_3	17.0	5.0	3.9000000000000004	6.0	4.1	5.0	16.2	1.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	1.0	3.0	1.0	8.0
GCA_025728635___contig_25	11.0	3.0	7.89	4.0	7.37	5.0	19.54	3.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	6.0
GCA_025728595___contig_27	7.0	0.0	0.0	3.0	3.0	3.0	7.930000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	4.0
GCA_025728595___contig_22	4.0	0.0	0.0	1.0	0.35	1.0	4.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0
MP_LCAL0064___contig_3	18.0	5.0	3.9000000000000004	6.0	4.1	5.0	16.2	1.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	1.0	3.0	1.0	9.0
MP_LCAL0064___contig_1_fragment_3	43.0	6.0	18.84	15.0	39.51	27.0	144.24000000000004	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	3.0	1.0	0.0	10.0	5.0	10.0	0.0	1.0	0.0	0.0	11.0	16.0
MP_LCAL0064___contig_1_fragment_5	60.0	11.0	25.58	27.0	59.9	33.0	144.5	5.0	1.0	4.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	11.0	9.0	17.0	1.0	1.0	0.0	0.0	6.0	26.0
MP_LCAL0064___contig_1_fragment_7	52.0	10.0	20.47	23.0	38.18	34.0	155.20000000000002	3.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	14.0	7.0	15.0	0.0	2.0	1.0	1.0	10.0	16.0
MP_LCAL0064___contig_1_fragment_12	54.0	7.0	21.22	20.0	54.269999999999996	28.0	128.66000000000003	3.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	10.0	6.0	14.0	0.0	1.0	0.0	0.0	7.0	26.0
MP_LCAL0064___contig_1_fragment_13	24.0	4.0	2.9299999999999997	11.0	12.08	13.0	46.91000000000001	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	7.0	2.0	0.0	0.0	0.0	4.0	9.0
GCA_004001205___contig_1_fragment_11	58.0	11.0	37.0	29.0	54.809999999999995	38.0	159.59	4.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	9.0	7.0	19.0	2.0	1.0	1.0	1.0	11.0	16.0
GCA_004001205___contig_1_fragment_12	26.0	4.0	2.9299999999999997	11.0	12.08	14.0	47.09	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	7.0	2.0	0.0	0.0	0.0	5.0	10.0
GCA_025728675___contig_42_fragment_2	31.0	5.0	11.84	13.0	29.860000000000007	23.0	119.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	10.0	4.0	9.0	0.0	1.0	0.0	0.0	9.0	8.0
GCA_025728615___contig_13	27.0	5.0	11.84	9.0	25.380000000000003	19.0	112.16999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	7.0	4.0	5.0	0.0	1.0	0.0	0.0	9.0	8.0
MP_BCQMy205___contig_3	17.0	5.0	3.9000000000000004	6.0	4.1	5.0	16.2	1.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	1.0	3.0	1.0	8.0
GCA_001047455___contig_8	19.0	5.0	3.9000000000000004	6.0	4.099999999999999	5.0	16.2	1.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	1.0	3.0	1.0	10.0
GCA_025728635___contig_34	7.0	0.0	0.0	3.0	3.0	3.0	7.930000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	4.0
GCA_025728635___contig_22	27.0	5.0	11.84	9.0	25.380000000000003	19.0	112.16999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	7.0	4.0	5.0	0.0	1.0	0.0	0.0	9.0	8.0
GCA_025728675___contig_17	6.0	0.0	0.0	3.0	9.26	3.0	5.200000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0
GCA_025728595___contig_10	28.0	5.0	11.84	9.0	25.380000000000003	19.0	112.16999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	7.0	4.0	5.0	0.0	1.0	0.0	0.0	9.0	9.0
MP_BCQMy224___contig_1_fragment_3	43.0	6.0	18.84	15.0	39.51	27.0	144.24000000000004	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	3.0	1.0	0.0	10.0	5.0	10.0	0.0	1.0	0.0	0.0	11.0	16.0
MP_BCQMy224___contig_1_fragment_5	60.0	11.0	25.58	27.0	59.9	33.0	144.5	5.0	1.0	4.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	11.0	9.0	17.0	1.0	1.0	0.0	0.0	6.0	26.0
MP_BCQMy224___contig_1_fragment_11	62.0	8.0	23.47	21.0	56.98	30.0	135.27	4.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	10.0	7.0	14.0	0.0	1.0	0.0	0.0	8.0	32.0
