scaffold	total genes	all KEGG	KEGG v-score	all Pfam	Pfam v-score	all VOG	VOG v-score	KEGG int-rep	KEGG zero	Pfam int-rep	Pfam zero	VOG redoxin	VOG rec-tran	VOG int	VOG RnR	VOG DNA	KEGG restriction check	KEGG toxin check	VOG special	annotation check	p_v check	p_k check	k_v check	k check	p check	v check	h check
MP_BCQMy206___contig_1_fragment_12	1.380211241711606	0.16666666666666666	0.03052083333333333	0.4583333333333333	0.045757575757575754	0.5416666666666666	0.15035256410256415	0.041666666666666664	0.041666666666666664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20833333333333334	0.08333333333333333	0.2916666666666667	0.08333333333333333	0.0	0.0	0.0	0.16666666666666666	0.375
MP_BCQMy206___contig_1_fragment_14	1.7160033436347992	0.1346153846153846	0.05348901098901098	0.3269230769230769	0.05296380090497737	0.5961538461538461	0.1052047146401985	0.019230769230769232	0.0	0.019230769230769232	0.0	0.0	0.0	0.019230769230769232	0.0	0.038461538461538464	0.0	0.0	0.19230769230769232	0.11538461538461539	0.19230769230769232	0.0	0.019230769230769232	0.0	0.019230769230769232	0.2692307692307692	0.38461538461538464
MP_ONT63___contig_3	1.2304489213782739	0.29411764705882354	0.04588235294117647	0.35294117647058826	0.040196078431372545	0.29411764705882354	0.19058823529411764	0.058823529411764705	0.0	0.058823529411764705	0.0	0.0	0.11764705882352941	0.0	0.0	0.058823529411764705	0.0	0.0	0.0	0.17647058823529413	0.0	0.0	0.058823529411764705	0.058823529411764705	0.17647058823529413	0.058823529411764705	0.47058823529411764
MP_ONT141___contig_3	1.2304489213782739	0.29411764705882354	0.04588235294117647	0.35294117647058826	0.040196078431372545	0.29411764705882354	0.19058823529411764	0.058823529411764705	0.0	0.058823529411764705	0.0	0.0	0.11764705882352941	0.0	0.0	0.058823529411764705	0.0	0.0	0.0	0.17647058823529413	0.0	0.0	0.058823529411764705	0.058823529411764705	0.17647058823529413	0.058823529411764705	0.47058823529411764
MP_BCQMy206___contig_3	1.2304489213782739	0.29411764705882354	0.04588235294117647	0.35294117647058826	0.040196078431372545	0.29411764705882354	0.19058823529411764	0.058823529411764705	0.0	0.058823529411764705	0.0	0.0	0.11764705882352941	0.0	0.0	0.058823529411764705	0.0	0.0	0.0	0.17647058823529413	0.0	0.0	0.058823529411764705	0.058823529411764705	0.17647058823529413	0.058823529411764705	0.47058823529411764
MP_QEQMy133751___contig_3	1.255272505103306	0.2777777777777778	0.043333333333333335	0.3333333333333333	0.037962962962962955	0.2777777777777778	0.18	0.05555555555555555	0.0	0.05555555555555555	0.0	0.0	0.1111111111111111	0.0	0.0	0.05555555555555555	0.0	0.0	0.0	0.16666666666666666	0.0	0.0	0.05555555555555555	0.05555555555555555	0.16666666666666666	0.05555555555555555	0.5
GCA_001047555___contig_9_fragment_1	1.4313637641589874	0.18518518518518517	0.0217037037037037	0.4074074074074074	0.040673400673400674	0.5185185185185185	0.12457671957671959	0.037037037037037035	0.07407407407407407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18518518518518517	0.07407407407407407	0.25925925925925924	0.07407407407407407	0.0	0.037037037037037035	0.0	0.18518518518518517	0.37037037037037035
GCA_001047465___contig_12_fragment_1	1.4313637641589874	0.18518518518518517	0.0217037037037037	0.4074074074074074	0.040673400673400674	0.5185185185185185	0.12457671957671959	0.037037037037037035	0.07407407407407407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18518518518518517	0.07407407407407407	0.25925925925925924	0.07407407407407407	0.0	0.037037037037037035	0.0	0.18518518518518517	0.37037037037037035
MP_LCAL0054___contig_1_fragment_3	1.6334684555795866	0.13953488372093023	0.0730232558139535	0.3488372093023256	0.06125581395348837	0.627906976744186	0.12423772609819124	0.023255813953488372	0.0	0.023255813953488372	0.0	0.0	0.0	0.023255813953488372	0.0	0.06976744186046512	0.023255813953488372	0.0	0.23255813953488372	0.11627906976744186	0.23255813953488372	0.0	0.023255813953488372	0.0	0.0	0.2558139534883721	0.37209302325581395
MP_LCAL0054___contig_1_fragment_5	1.7781512503836436	0.18333333333333332	0.038757575757575755	0.45	0.036975308641975305	0.55	0.07297979797979798	0.08333333333333333	0.016666666666666666	0.06666666666666667	0.0	0.0	0.0	0.016666666666666666	0.0	0.016666666666666666	0.016666666666666666	0.0	0.18333333333333332	0.15	0.2833333333333333	0.016666666666666666	0.016666666666666666	0.0	0.0	0.1	0.43333333333333335
MP_LCAL0054___contig_1_fragment_7	1.7160033436347992	0.19230769230769232	0.03936538461538461	0.4423076923076923	0.03192307692307692	0.6538461538461539	0.08778280542986426	0.057692307692307696	0.0	0.038461538461538464	0.0	0.0	0.019230769230769232	0.0	0.0	0.019230769230769232	0.0	0.0	0.2692307692307692	0.1346153846153846	0.28846153846153844	0.0	0.038461538461538464	0.019230769230769232	0.019230769230769232	0.19230769230769232	0.3076923076923077
MP_LCAL0054___contig_1_fragment_12	1.7323937598229686	0.12962962962962962	0.05613756613756613	0.37037037037037035	0.050249999999999996	0.5185185185185185	0.08509259259259261	0.05555555555555555	0.0	0.018518518518518517	0.0	0.0	0.0	0.018518518518518517	0.0	0.037037037037037035	0.018518518518518517	0.0	0.18518518518518517	0.1111111111111111	0.25925925925925924	0.0	0.018518518518518517	0.0	0.0	0.12962962962962962	0.48148148148148145
MP_LCAL0054___contig_1_fragment_13	1.380211241711606	0.16666666666666666	0.03052083333333333	0.4583333333333333	0.045757575757575754	0.5416666666666666	0.15035256410256415	0.041666666666666664	0.041666666666666664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20833333333333334	0.08333333333333333	0.2916666666666667	0.08333333333333333	0.0	0.0	0.0	0.16666666666666666	0.375
GCA_000283975___contig_1_fragment_5	1.3979400086720377	0.16	0.029299999999999996	0.48	0.04173333333333333	0.56	0.14397142857142856	0.04	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.08	0.32	0.08	0.0	0.0	0.0	0.16	0.36
MP_ATCC35311___contig_1_fragment_7	1.414973347970818	0.15384615384615385	0.02817307692307692	0.4230769230769231	0.04223776223776224	0.5384615384615384	0.12936813186813187	0.038461538461538464	0.038461538461538464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19230769230769232	0.07692307692307693	0.2692307692307692	0.07692307692307693	0.0	0.0	0.0	0.19230769230769232	0.38461538461538464
MP_ATCC35311___contig_1_fragment_8	1.7708520116421442	0.2033898305084746	0.05615819209039547	0.4745762711864407	0.032572639225181596	0.6440677966101694	0.0746387154326494	0.0847457627118644	0.0	0.05084745762711865	0.0	0.0	0.05084745762711865	0.0	0.0	0.05084745762711865	0.0	0.0	0.15254237288135594	0.11864406779661017	0.3050847457627119	0.03389830508474576	0.03389830508474576	0.01694915254237288	0.01694915254237288	0.1864406779661017	0.288135593220339
GCA_025728595___contig_43	0.6020599913279624	0.0	0.0	0.25	0.25	0.25	1.6325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.75
GCA_025728595___contig_19	0.8450980400142568	0.14285714285714285	0.3442857142857143	0.7142857142857143	0.46228571428571424	0.7142857142857143	0.9277142857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7142857142857143	0.14285714285714285	0.5714285714285714	0.0	0.0	0.0	0.0	0.0	0.2857142857142857
GCA_025728615___contig_9	1.6532125137753437	0.06666666666666667	0.05703703703703704	0.3111111111111111	0.0558095238095238	0.4666666666666667	0.10701587301587302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044444444444444446	0.022222222222222223	0.0	0.17777777777777778	0.044444444444444446	0.26666666666666666	0.0	0.022222222222222223	0.0	0.0	0.13333333333333333	0.5333333333333333
GCA_025728675___contig_13	1.146128035678238	0.21428571428571427	0.1795238095238095	0.07142857142857142	0.19357142857142856	0.21428571428571427	0.4307142857142857	0.21428571428571427	0.0	0.07142857142857142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07142857142857142	0.0	0.0	0.14285714285714285	0.0	0.0	0.0	0.7857142857142857
GCA_025728595___contig_14	1.041392685158225	0.09090909090909091	0.39454545454545453	0.45454545454545453	0.19218181818181818	0.6363636363636364	0.49181818181818193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09090909090909091	0.0	0.0	0.09090909090909091	0.09090909090909091	0.36363636363636365	0.0	0.0	0.0	0.0	0.18181818181818182	0.36363636363636365
GCA_001047435___contig_4_fragment_1	1.845098040014257	0.15714285714285714	0.0354935064935065	0.38571428571428573	0.03281481481481482	0.5	0.06052244897959184	0.05714285714285714	0.0	0.02857142857142857	0.0	0.0	0.0	0.014285714285714285	0.0	0.02857142857142857	0.014285714285714285	0.0	0.12857142857142856	0.12857142857142856	0.24285714285714285	0.014285714285714285	0.014285714285714285	0.0	0.0	0.11428571428571428	0.4857142857142857
MP_BCQMy204___contig_1_fragment_3	1.6334684555795866	0.13953488372093023	0.0730232558139535	0.3488372093023256	0.06125581395348837	0.627906976744186	0.12423772609819124	0.023255813953488372	0.0	0.023255813953488372	0.0	0.0	0.0	0.023255813953488372	0.0	0.06976744186046512	0.023255813953488372	0.0	0.23255813953488372	0.11627906976744186	0.23255813953488372	0.0	0.023255813953488372	0.0	0.0	0.2558139534883721	0.37209302325581395
MP_BCQMy204___contig_1_fragment_5	1.7781512503836436	0.18333333333333332	0.038757575757575755	0.45	0.036975308641975305	0.55	0.07297979797979798	0.08333333333333333	0.016666666666666666	0.06666666666666667	0.0	0.0	0.0	0.016666666666666666	0.0	0.016666666666666666	0.016666666666666666	0.0	0.18333333333333332	0.15	0.2833333333333333	0.016666666666666666	0.016666666666666666	0.0	0.0	0.1	0.43333333333333335
MP_BCQMy204___contig_1_fragment_11	1.792391689498254	0.12903225806451613	0.04731854838709677	0.3387096774193548	0.04376344086021505	0.4838709677419355	0.0727258064516129	0.06451612903225806	0.0	0.03225806451612903	0.0	0.0	0.0	0.016129032258064516	0.0	0.03225806451612903	0.016129032258064516	0.0	0.16129032258064516	0.11290322580645161	0.22580645161290322	0.0	0.016129032258064516	0.0	0.0	0.12903225806451613	0.5161290322580645
MP_BCQMy204___contig_1_fragment_12	1.380211241711606	0.16666666666666666	0.03052083333333333	0.4583333333333333	0.045757575757575754	0.5416666666666666	0.15035256410256415	0.041666666666666664	0.041666666666666664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20833333333333334	0.08333333333333333	0.2916666666666667	0.08333333333333333	0.0	0.0	0.0	0.16666666666666666	0.375
MP_BCQMy204___contig_1_fragment_14	1.7160033436347992	0.1346153846153846	0.05348901098901098	0.3269230769230769	0.05296380090497737	0.5961538461538461	0.1052047146401985	0.019230769230769232	0.0	0.019230769230769232	0.0	0.0	0.0	0.019230769230769232	0.0	0.038461538461538464	0.0	0.0	0.19230769230769232	0.11538461538461539	0.19230769230769232	0.0	0.019230769230769232	0.0	0.019230769230769232	0.2692307692307692	0.38461538461538464
MP_BCQMy225___contig_1_fragment_3	1.6334684555795866	0.13953488372093023	0.0730232558139535	0.3488372093023256	0.06125581395348837	0.627906976744186	0.12423772609819124	0.023255813953488372	0.0	0.023255813953488372	0.0	0.0	0.0	0.023255813953488372	0.0	0.06976744186046512	0.023255813953488372	0.0	0.23255813953488372	0.11627906976744186	0.23255813953488372	0.0	0.023255813953488372	0.0	0.0	0.2558139534883721	0.37209302325581395
MP_BCQMy225___contig_1_fragment_5	1.7781512503836436	0.18333333333333332	0.038757575757575755	0.45	0.036975308641975305	0.55	0.07297979797979798	0.08333333333333333	0.016666666666666666	0.06666666666666667	0.0	0.0	0.0	0.016666666666666666	0.0	0.016666666666666666	0.016666666666666666	0.0	0.18333333333333332	0.15	0.2833333333333333	0.016666666666666666	0.016666666666666666	0.0	0.0	0.1	0.43333333333333335
MP_BCQMy225___contig_1_fragment_11	1.792391689498254	0.12903225806451613	0.04731854838709677	0.3387096774193548	0.04376344086021505	0.4838709677419355	0.0727258064516129	0.06451612903225806	0.0	0.03225806451612903	0.0	0.0	0.0	0.016129032258064516	0.0	0.03225806451612903	0.016129032258064516	0.0	0.16129032258064516	0.11290322580645161	0.22580645161290322	0.0	0.016129032258064516	0.0	0.0	0.12903225806451613	0.5161290322580645
MP_BCQMy225___contig_1_fragment_12	1.380211241711606	0.16666666666666666	0.03052083333333333	0.4583333333333333	0.045757575757575754	0.5416666666666666	0.15035256410256415	0.041666666666666664	0.041666666666666664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20833333333333334	0.08333333333333333	0.2916666666666667	0.08333333333333333	0.0	0.0	0.0	0.16666666666666666	0.375
MP_BCQMy225___contig_1_fragment_14	1.6720978579357175	0.19148936170212766	0.048416075650118205	0.3617021276595745	0.055894868585732164	0.7021276595744681	0.08805931656995486	0.02127659574468085	0.0	0.02127659574468085	0.0	0.0	0.0	0.02127659574468085	0.0	0.0425531914893617	0.0	0.0	0.19148936170212766	0.1702127659574468	0.1702127659574468	0.0	0.02127659574468085	0.0	0.02127659574468085	0.3404255319148936	0.2765957446808511
GCA_001047525___contig_5_fragment_1	1.845098040014257	0.15714285714285714	0.0354935064935065	0.38571428571428573	0.03281481481481482	0.5	0.06052244897959184	0.05714285714285714	0.0	0.02857142857142857	0.0	0.0	0.0	0.014285714285714285	0.0	0.02857142857142857	0.014285714285714285	0.0	0.12857142857142856	0.12857142857142856	0.24285714285714285	0.014285714285714285	0.014285714285714285	0.0	0.0	0.11428571428571428	0.4857142857142857
GCA_001047515___contig_15_fragment_2	1.4313637641589874	0.14814814814814814	0.02712962962962963	0.4074074074074074	0.040673400673400674	0.5185185185185185	0.12457671957671958	0.037037037037037035	0.037037037037037035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18518518518518517	0.07407407407407407	0.25925925925925924	0.07407407407407407	0.0	0.0	0.0	0.18518518518518517	0.4074074074074074
GCA_001047515___contig_15_fragment_3	1.7853298350107671	0.21311475409836064	0.05317780580075662	0.4918032786885246	0.033224043715846995	0.6229508196721312	0.07219154443485762	0.09836065573770492	0.0	0.04918032786885246	0.0	0.0	0.04918032786885246	0.0	0.0	0.04918032786885246	0.0	0.0	0.14754098360655737	0.11475409836065574	0.29508196721311475	0.04918032786885246	0.03278688524590164	0.01639344262295082	0.03278688524590164	0.18032786885245902	0.2786885245901639
GCA_000747585___contig_1_fragment_8	1.845098040014257	0.15714285714285714	0.0354935064935065	0.38571428571428573	0.03281481481481482	0.5	0.06381632653061226	0.05714285714285714	0.0	0.02857142857142857	0.0	0.0	0.0	0.014285714285714285	0.0	0.02857142857142857	0.014285714285714285	0.0	0.12857142857142856	0.12857142857142856	0.24285714285714285	0.014285714285714285	0.014285714285714285	0.0	0.0	0.11428571428571428	0.4857142857142857
GCA_000747585___contig_1_fragment_11	1.4313637641589874	0.18518518518518517	0.0217037037037037	0.4074074074074074	0.040673400673400674	0.5185185185185185	0.12457671957671959	0.037037037037037035	0.07407407407407407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18518518518518517	0.07407407407407407	0.25925925925925924	0.07407407407407407	0.0	0.037037037037037035	0.0	0.18518518518518517	0.37037037037037035
GCA_025728645___contig_1_fragment_4	1.6334684555795866	0.16279069767441862	0.03149501661129568	0.4883720930232558	0.04631229235880399	0.6511627906976745	0.09409468438538206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023255813953488372	0.023255813953488372	0.023255813953488372	0.2558139534883721	0.09302325581395349	0.37209302325581395	0.023255813953488372	0.046511627906976744	0.0	0.0	0.13953488372093023	0.32558139534883723
GCA_025728675___contig_23	0.7781512503836436	0.0	0.0	0.16666666666666666	0.05333333333333334	0.5	0.8388888888888889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16666666666666666	0.0	0.0	0.0	0.0	0.3333333333333333	0.5
GCA_025728675___contig_26	0.6989700043360189	0.2	0.246	0.6	0.16266666666666668	0.6	0.368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.2	0.4	0.0	0.0	0.0	0.0	0.0	0.4
MP_BCQMy224___contig_3	1.2304489213782739	0.29411764705882354	0.04588235294117647	0.35294117647058826	0.040196078431372545	0.29411764705882354	0.19058823529411764	0.058823529411764705	0.0	0.058823529411764705	0.0	0.0	0.11764705882352941	0.0	0.0	0.058823529411764705	0.0	0.0	0.0	0.17647058823529413	0.0	0.0	0.058823529411764705	0.058823529411764705	0.17647058823529413	0.058823529411764705	0.47058823529411764
GCA_025728675___contig_11	1.0791812460476249	0.08333333333333333	0.20083333333333334	0.3333333333333333	0.2652083333333333	0.6666666666666666	0.494375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.08333333333333333	0.25	0.0	0.0	0.0	0.0	0.3333333333333333	0.3333333333333333
MP_AB35___contig_3	1.2787536009528289	0.2631578947368421	0.04105263157894737	0.3684210526315789	0.030977443609022548	0.2631578947368421	0.17052631578947366	0.05263157894736842	0.0	0.05263157894736842	0.0	0.0	0.10526315789473684	0.0	0.0	0.05263157894736842	0.0	0.0	0.0	0.15789473684210525	0.0	0.0	0.05263157894736842	0.05263157894736842	0.21052631578947367	0.05263157894736842	0.47368421052631576
GCA_001047545___contig_10_fragment_1	1.4471580313422192	0.17857142857142858	0.02092857142857143	0.39285714285714285	0.03922077922077922	0.5	0.12012755102040817	0.03571428571428571	0.07142857142857142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17857142857142858	0.07142857142857142	0.25	0.07142857142857142	0.0	0.03571428571428571	0.0	0.17857142857142858	0.39285714285714285
GCA_001047435___contig_7_fragment_1	1.4313637641589874	0.18518518518518517	0.0217037037037037	0.4074074074074074	0.040673400673400674	0.5185185185185185	0.12457671957671959	0.037037037037037035	0.07407407407407407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18518518518518517	0.07407407407407407	0.25925925925925924	0.07407407407407407	0.0	0.037037037037037035	0.0	0.18518518518518517	0.37037037037037035
GCA_001047545___contig_7_fragment_1	1.845098040014257	0.15714285714285714	0.0354935064935065	0.38571428571428573	0.03281481481481482	0.5	0.06052244897959184	0.05714285714285714	0.0	0.02857142857142857	0.0	0.0	0.0	0.014285714285714285	0.0	0.02857142857142857	0.014285714285714285	0.0	0.12857142857142856	0.12857142857142856	0.24285714285714285	0.014285714285714285	0.014285714285714285	0.0	0.0	0.11428571428571428	0.4857142857142857
GCA_003966875___contig_1_fragment_4	1.380211241711606	0.16666666666666666	0.03052083333333333	0.4583333333333333	0.045757575757575754	0.5416666666666666	0.1503525641025641	0.041666666666666664	0.041666666666666664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20833333333333334	0.08333333333333333	0.2916666666666667	0.08333333333333333	0.0	0.0	0.0	0.16666666666666666	0.375
GCA_001047595___contig_10_fragment_2	1.7853298350107671	0.21311475409836064	0.053177805800756615	0.4918032786885246	0.03322404371584699	0.6229508196721312	0.07219154443485763	0.09836065573770492	0.0	0.04918032786885246	0.0	0.0	0.04918032786885246	0.0	0.0	0.04918032786885246	0.0	0.0	0.14754098360655737	0.11475409836065574	0.29508196721311475	0.04918032786885246	0.03278688524590164	0.01639344262295082	0.03278688524590164	0.18032786885245902	0.2786885245901639
GCA_001047595___contig_10_fragment_3	1.414973347970818	0.15384615384615385	0.02817307692307692	0.4230769230769231	0.04223776223776224	0.5384615384615384	0.12936813186813187	0.038461538461538464	0.038461538461538464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19230769230769232	0.07692307692307693	0.2692307692307692	0.07692307692307693	0.0	0.0	0.0	0.19230769230769232	0.38461538461538464
GCA_014202715___contig_2_fragment_5	1.4313637641589874	0.14814814814814814	0.02712962962962963	0.4074074074074074	0.040673400673400674	0.5185185185185185	0.12457671957671958	0.037037037037037035	0.037037037037037035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18518518518518517	0.07407407407407407	0.25925925925925924	0.07407407407407407	0.0	0.0	0.0	0.18518518518518517	0.4074074074074074
GCA_014202715___contig_2_fragment_6	1.7708520116421442	0.22033898305084745	0.054980443285528036	0.4915254237288136	0.03495032144944477	0.6440677966101694	0.0746387154326494	0.1016949152542373	0.0	0.05084745762711865	0.0	0.0	0.05084745762711865	0.0	0.0	0.05084745762711865	0.0	0.0	0.15254237288135594	0.11864406779661017	0.3050847457627119	0.05084745762711865	0.03389830508474576	0.01694915254237288	0.01694915254237288	0.1864406779661017	0.2711864406779661
GCA_025728645___contig_27	0.6020599913279624	0.0	0.0	0.25	0.25	0.25	0.8625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.75
GCA_025728595___contig_25	0.6020599913279624	0.0	0.0	0.25	0.25	0.5	0.875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.25	0.0	0.0	0.0	0.0	0.25	0.5
GCA_025728695___contig_141	0.6989700043360189	0.0	0.0	0.0	0.0	0.4	1.4289999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.6
MP_ONT231___contig_3	1.2304489213782739	0.29411764705882354	0.04588235294117647	0.35294117647058826	0.040196078431372545	0.29411764705882354	0.19058823529411764	0.058823529411764705	0.0	0.058823529411764705	0.0	0.0	0.11764705882352941	0.0	0.0	0.058823529411764705	0.0	0.0	0.0	0.17647058823529413	0.0	0.0	0.058823529411764705	0.058823529411764705	0.17647058823529413	0.058823529411764705	0.47058823529411764
MP_ONT143___contig_3	1.255272505103306	0.2777777777777778	0.043333333333333335	0.3333333333333333	0.037962962962962955	0.2777777777777778	0.18	0.05555555555555555	0.0	0.05555555555555555	0.0	0.0	0.1111111111111111	0.0	0.0	0.05555555555555555	0.0	0.0	0.0	0.16666666666666666	0.0	0.0	0.05555555555555555	0.05555555555555555	0.16666666666666666	0.05555555555555555	0.5
GCA_025728675___contig_18	0.9030899869919435	0.0	0.0	0.125	0.125	0.375	0.34875000000000006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.125	0.0	0.0	0.0	0.0	0.25	0.625
GCA_025728695___contig_128	0.6989700043360189	0.2	1.4	0.2	1.866	0.6	0.7899999999999999	0.2	0.0	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.4	0.4
GCA_025728645___contig_9	1.4313637641589874	0.18518518518518517	0.0877037037037037	0.3333333333333333	0.10444444444444445	0.7037037037037037	0.21865497076023388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.037037037037037035	0.0	0.25925925925925924	0.14814814814814814	0.18518518518518517	0.0	0.037037037037037035	0.0	0.0	0.3333333333333333	0.2962962962962963
MP_LCAL0054___contig_3	1.2304489213782739	0.29411764705882354	0.04588235294117647	0.35294117647058826	0.040196078431372545	0.29411764705882354	0.19058823529411764	0.058823529411764705	0.0	0.058823529411764705	0.0	0.0	0.11764705882352941	0.0	0.0	0.058823529411764705	0.0	0.0	0.0	0.17647058823529413	0.0	0.0	0.058823529411764705	0.058823529411764705	0.17647058823529413	0.058823529411764705	0.47058823529411764
